frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Warum sollte man seinen Private Key geheim halten?";"Weil er hässlich ist";"Weil sonst jemand deine Bitcoin stehlen kann";"Weil er lang ist";"Weil er kompliziert ist";"B";"2";"8";"10";"sicherheit";"Wer deinen PRIVATE KEY kennt, kann ALLE deine Bitcoin stehlen!";""
"Was ist die Blockchain?";"Eine Kette aus Blöcken";"Ein öffentliches Buchungsbuch aller Transaktionen";"Ein Computerspiel";"Eine Bank";"B";"2";"9";"11";"technologie";"Die BLOCKCHAIN ist eine öffentliche, unveränderbare Liste aller Bitcoin-Transaktionen.";""
"Was macht die Blockchain besonders?";"Sie ist geheim";"Sie kann nicht manipuliert werden";"Sie ist langsam";"Sie ist teuer";"B";"3";"10";"12";"technologie";"Die Blockchain ist DEZENTRAL und UNVERÄNDERBAR – niemand kann sie manipulieren.";""
"Was ist Mining?";"Bergbau";"Computer lösen Aufgaben um Bitcoin zu erhalten";"Goldsuche";"Ein Spiel";"B";"3";"10";"12";"technologie";"MINING: Computer lösen komplexe Aufgaben und erhalten dafür neue Bitcoin als Belohnung.";""
"Was bekommen Miner als Belohnung?";"Euro";"Neue Bitcoin und Transaktionsgebühren";"Gold";"Punkte";"B";"3";"10";"12";"technologie";"MINER bekommen neue Bitcoin (Block Reward) und Transaktionsgebühren.";""
"Was ist ein Node?";"Ein Knoten";"Ein Computer im Bitcoin-Netzwerk";"Eine Münze";"Eine Bank";"B";"3";"11";"13";"technologie";"Ein NODE ist ein Computer, der die komplette Blockchain speichert und validiert.";""
"Wer kontrolliert Bitcoin?";"Eine Bank";"Niemand – es ist dezentral";"Die Regierung";"Satoshi Nakamoto";"B";"2";"9";"11";"grundlagen";"NIEMAND kontrolliert Bitcoin – es ist dezentral und gehört allen Nutzern.";""
"Was bedeutet dezentral?";"Von einer Stelle kontrolliert";"Keine zentrale Kontrollinstanz";"Geheim";"Langsam";"B";"2";"9";"11";"grundlagen";"DEZENTRAL bedeutet: Keine einzelne Person oder Organisation hat die Kontrolle.";""
"Was ist das Halving?";"Eine Hälfte";"Die Halbierung der Mining-Belohnung alle 4 Jahre";"Ein Fehler";"Eine Steuer";"B";"4";"12";"14";"technologie";"Beim HALVING wird die Mining-Belohnung halbiert – macht Bitcoin knapper.";""
"Wann war das letzte Bitcoin Halving (vor 2025)?";"2020";"2024";"2022";"2018";"B";"4";"12";"14";"geschichte";"Das letzte Halving war im April 2024. Die Belohnung sank auf 3,125 BTC pro Block.";""
"Wie oft findet ein Halving statt?";"Jedes Jahr";"Ungefähr alle 4 Jahre (210.000 Blöcke)";"Jeden Monat";"Alle 10 Jahre";"B";"4";"12";"14";"technologie";"Das Halving findet alle 210.000 Blöcke statt – ungefähr alle 4 Jahre.";""
"Was ist der Unterschied zwischen Bitcoin und Euro?";"Kein Unterschied";"Bitcoin ist digital und dezentral, Euro wird von der EZB kontrolliert";"Bitcoin ist physisch";"Euro ist digital";"B";"2";"9";"11";"vergleich";"BITCOIN ist dezentral und begrenzt. EURO wird von der Zentralbank kontrolliert und kann unbegrenzt gedruckt werden.";""
"Kann Bitcoin Inflation haben?";"Ja, unbegrenzt";"Nein, weil es nur 21 Millionen gibt";"Ja, jedes Jahr";"Manchmal";"B";"3";"10";"12";"oekonomie";"Bitcoin hat KEINE Inflation im klassischen Sinn – es gibt nur 21 Millionen.";""
"Was ist Inflation?";"Mehr Geld";"Geld verliert an Kaufkraft";"Weniger Geld";"Mehr Bitcoin";"B";"3";"9";"11";"oekonomie";"INFLATION: Das Geld wird weniger wert, alles wird teurer.";""
"Was ist hartes Geld?";"Münzen aus Metall";"Geld, das nicht beliebig vermehrt werden kann";"Schweres Geld";"Altes Geld";"B";"4";"11";"13";"oekonomie";"HARTES GELD kann nicht beliebig vermehrt werden (z.B. Gold, Bitcoin).";""
"Was ist weiches Geld?";"Papiergeld";"Geld, das beliebig gedruckt werden kann";"Leichtes Geld";"Neues Geld";"B";"4";"11";"13";"oekonomie";"WEICHES GELD kann von Zentralbanken beliebig gedruckt werden (z.B. Euro, Dollar).";""
"Was ist eine Bitcoin-Transaktion?";"Ein Kauf";"Übertragung von Bitcoin von einer Adresse zur anderen";"Ein Verkauf";"Ein Spiel";"B";"2";"9";"11";"transaktionen";"Eine TRANSAKTION überträgt Bitcoin von einer Adresse zu einer anderen.";""
"Wie lange dauert eine Bitcoin-Transaktion?";"Sofort";"Durchschnittlich 10 Minuten pro Bestätigung";"1 Tag";"1 Woche";"B";"3";"10";"12";"transaktionen";"Eine Transaktion braucht ca. 10 Minuten für eine Bestätigung (ein neuer Block).";""
"Was sind Transaktionsgebühren?";"Steuern";"Gebühren für das Senden von Bitcoin";"Strafen";"Zinsen";"B";"2";"9";"11";"transaktionen";"TRANSAKTIONSGEBÜHREN bezahlt man für das Senden von Bitcoin an die Miner.";""
"Was ist das Lightning Network?";"Ein Blitz";"Schnelle Zahlungen auf einer zweiten Ebene";"Ein Spiel";"Eine neue Kryptowährung";"B";"4";"12";"14";"technologie";"Das LIGHTNING NETWORK ermöglicht sofortige, günstige Bitcoin-Zahlungen.";""
"Warum braucht man das Lightning Network?";"Zum Spielen";"Für schnelle und günstige kleine Zahlungen";"Für große Zahlungen";"Für Mining";"B";"4";"12";"14";"technologie";"LIGHTNING macht Bitcoin-Zahlungen sofort und fast kostenlos – ideal für kleine Beträge.";""
"Was ist eine Seed Phrase?";"Ein Samen";"12-24 Wörter als Backup für deine Wallet";"Ein Passwort";"Eine Adresse";"B";"3";"10";"12";"sicherheit";"Die SEED PHRASE sind 12-24 Wörter, mit denen du deine Wallet wiederherstellen kannst.";""
"Warum ist die Seed Phrase so wichtig?";"Weil sie schön klingt";"Weil man damit alle Bitcoin wiederherstellen kann";"Weil sie lang ist";"Weil sie geheim ist";"B";"3";"10";"12";"sicherheit";"Mit der SEED PHRASE kannst du deine Wallet auf jedem Gerät wiederherstellen!";""
"Wo sollte man seine Seed Phrase aufbewahren?";"Im Computer";"Auf Papier an einem sicheren Ort";"Im Internet";"In einer E-Mail";"B";"2";"9";"11";"sicherheit";"SEED PHRASE auf Papier schreiben und sicher aufbewahren – NIE digital speichern!";""
"Was ist eine Hardware Wallet?";"Ein Computer";"Physisches Gerät zum sicheren Speichern von Bitcoin";"Ein USB-Stick";"Eine App";"B";"3";"11";"13";"wallets";"Eine HARDWARE WALLET ist ein physisches Gerät, das deine Private Keys sicher speichert.";""
"Was ist eine Hot Wallet?";"Eine heiße Geldbörse";"Wallet, die mit dem Internet verbunden ist";"Eine sichere Wallet";"Eine große Wallet";"B";"3";"11";"13";"wallets";"HOT WALLET = mit Internet verbunden (z.B. App). Weniger sicher, aber praktisch.";""
"Was ist eine Cold Wallet?";"Eine kalte Geldbörse";"Wallet ohne Internetverbindung";"Eine langsame Wallet";"Eine kleine Wallet";"B";"3";"11";"13";"wallets";"COLD WALLET = ohne Internet (z.B. Hardware Wallet). Sehr sicher!";""
"Was bedeutet 'Not your keys, not your coins'?";"Du brauchst Schlüssel";"Ohne eigene Private Keys besitzt du die Bitcoin nicht wirklich";"Schlüssel sind wichtig";"Münzen sind Schlüssel";"B";"3";"10";"12";"sicherheit";"Wenn DU den Private Key nicht hast, kontrolliert jemand anderes deine Bitcoin!";""
"Was ist eine Exchange?";"Ein Austausch";"Eine Börse zum Kaufen und Verkaufen von Bitcoin";"Eine Bank";"Ein Spiel";"B";"2";"10";"12";"handel";"Eine EXCHANGE ist eine Plattform zum Kaufen und Verkaufen von Kryptowährungen.";""
"Warum sollte man Bitcoin nicht auf Exchanges lassen?";"Weil es kompliziert ist";"Weil die Exchange deine Keys kontrolliert";"Weil es langsam ist";"Weil es teuer ist";"B";"3";"11";"13";"sicherheit";"Auf Exchanges hast du KEINE Private Keys – die Börse kontrolliert deine Bitcoin.";""
"Was ist ein Block in der Blockchain?";"Ein Stein";"Sammlung von Transaktionen";"Ein Computer";"Ein Spiel";"B";"3";"10";"12";"technologie";"Ein BLOCK enthält viele Transaktionen und wird an die Blockchain angehängt.";""
"Wie oft wird ein neuer Block erstellt?";"Jede Sekunde";"Ungefähr alle 10 Minuten";"Jede Stunde";"Jeden Tag";"B";"3";"10";"12";"technologie";"Alle 10 MINUTEN wird ein neuer Block mit Transaktionen erstellt.";""
"Was ist der Genesis Block?";"Der größte Block";"Der allererste Block der Bitcoin Blockchain";"Der neueste Block";"Ein spezieller Block";"B";"4";"12";"14";"geschichte";"Der GENESIS BLOCK ist der erste Block, erstellt am 3. Januar 2009.";""
"Was stand in der Nachricht im Genesis Block?";"Hallo Welt";"Eine Zeitungsschlagzeile über Banken-Bailouts";"Satoshi Nakamoto";"Bitcoin ist toll";"B";"5";"14";"17";"geschichte";"Satoshi schrieb eine Schlagzeile über Banken-Rettungen hinein – ein Statement gegen das Bankensystem.";""
"Was ist Proof of Work?";"Arbeitsnachweis";"Konsensmechanismus, bei dem Computer Rechenaufgaben lösen";"Ein Test";"Ein Spiel";"B";"4";"13";"15";"technologie";"PROOF OF WORK: Miner müssen Rechenarbeit leisten, um neue Blöcke zu erstellen.";""
"Warum verbraucht Bitcoin-Mining viel Strom?";"Weil es Licht braucht";"Weil Computer komplexe Berechnungen durchführen";"Weil es heiß ist";"Weil es kalt ist";"B";"3";"11";"13";"technologie";"Mining erfordert viel Rechenleistung für Proof of Work = viel Stromverbrauch.";""
"Was ist eine Bitcoin-Adresse?";"Deine Hausadresse";"Eine Zeichenkette zum Empfangen von Bitcoin";"Deine E-Mail";"Dein Name";"B";"2";"9";"11";"grundlagen";"Eine BITCOIN-ADRESSE ist wie eine Kontonummer – dort kannst du Bitcoin empfangen.";""
"Wie sieht eine Bitcoin-Adresse aus?";"name@email.de";"Lange Kette aus Buchstaben und Zahlen";"Nur Zahlen";"Nur Buchstaben";"B";"2";"9";"11";"grundlagen";"Bitcoin-Adressen sind LANGE ZEICHENKETTEN (z.B. bc1q...).";""
"Was ist der Unterschied zwischen Bitcoin und Altcoins?";"Kein Unterschied";"Bitcoin war die erste Kryptowährung, Altcoins kamen danach";"Altcoins sind besser";"Bitcoin ist ein Altcoin";"B";"3";"11";"13";"grundlagen";"BITCOIN ist die erste und größte Kryptowährung. ALTCOINS sind alle anderen.";""
"Warum nennt man Bitcoin 'digitales Gold'?";"Weil es gelb ist";"Weil es knapp und wertvoll ist wie Gold";"Weil es glänzt";"Weil es aus Gold ist";"B";"3";"10";"12";"oekonomie";"Bitcoin ist KNAPP (nur 21 Mio.), LANGLEBIG und WERTSPEICHER – wie Gold.";""
"Was ist DCA (Dollar Cost Averaging)?";"Ein Kurs";"Regelmäßig kleine Beträge kaufen";"Alles auf einmal kaufen";"Verkaufen";"B";"4";"12";"14";"strategie";"DCA: Regelmäßig gleiche Beträge investieren – reduziert das Risiko von Timing.";""
"Was bedeutet HODL?";"Halten";"Langfristig halten, nicht verkaufen";"Verkaufen";"Kaufen";"B";"3";"10";"12";"kultur";"HODL = 'Hold On for Dear Life' – Bitcoin langfristig halten, nicht verkaufen.";""
"Warum schwankt der Bitcoin-Preis?";"Weil er kaputt ist";"Wegen Angebot und Nachfrage";"Weil er neu ist";"Weil er digital ist";"B";"3";"10";"12";"markt";"Der Preis schwankt durch ANGEBOT und NACHFRAGE – wenn viele kaufen, steigt er.";""
"Was ist Volatilität?";"Stabilität";"Starke Preisschwankungen";"Langsames Wachstum";"Konstanter Preis";"B";"4";"12";"14";"markt";"VOLATILITÄT bedeutet starke Preisschwankungen – Bitcoin ist sehr volatil.";""
"Was ist ein Whitepaper?";"Weißes Papier";"Technisches Dokument, das ein Projekt beschreibt";"Ein Buch";"Ein Brief";"B";"4";"12";"14";"grundlagen";"Das BITCOIN WHITEPAPER von 2008 beschreibt, wie Bitcoin funktioniert.";""
"Wer kann Bitcoin benutzen?";"Nur Reiche";"Jeder mit Internet";"Nur Banker";"Nur Programmierer";"B";"2";"8";"10";"grundlagen";"JEDER mit Internetzugang kann Bitcoin nutzen – ohne Bankkonto, ohne Erlaubnis.";""
"Was bedeutet 'permissionless'?";"Mit Erlaubnis";"Ohne Erlaubnis nutzbar";"Verboten";"Eingeschränkt";"B";"4";"12";"14";"eigenschaften";"PERMISSIONLESS: Niemand muss dir Erlaubnis geben, Bitcoin zu nutzen.";""
"Was bedeutet 'trustless'?";"Ohne Vertrauen";"Funktioniert ohne Vertrauen in Dritte";"Nicht vertrauenswürdig";"Gefährlich";"B";"4";"13";"15";"eigenschaften";"TRUSTLESS: Man muss keiner Bank oder Person vertrauen – die Mathematik sichert alles.";""
"Was ist eine UTXO?";"Ein Fehler";"Unverbrauchte Transaktion";"Ein Konto";"Ein Block";"B";"5";"14";"17";"technologie";"UTXO = Unspent Transaction Output. So verwaltet Bitcoin Guthaben.";""
"Was ist ein Mempool?";"Ein Pool";"Warteschlange für unbestätigte Transaktionen";"Ein Speicher";"Ein Block";"B";"5";"14";"17";"technologie";"Der MEMPOOL enthält alle Transaktionen, die auf Bestätigung warten.";""
"Was passiert, wenn alle 21 Millionen Bitcoin gemined sind?";"Bitcoin hört auf";"Miner bekommen nur noch Transaktionsgebühren";"Neue Bitcoin werden erstellt";"Nichts";"B";"4";"13";"15";"technologie";"Nach dem letzten Bitcoin (ca. 2140) bekommen Miner nur noch Transaktionsgebühren.";""
"Was ist ein Bitcoin ATM?";"Ein normaler Geldautomat";"Automat zum Kaufen/Verkaufen von Bitcoin";"Ein Computer";"Eine App";"B";"2";"10";"12";"nutzung";"Bitcoin ATMs sind Automaten, an denen man Bitcoin kaufen/verkaufen kann.";""
"Was ist Self-Custody?";"Verwahrung durch eine Bank";"Eigene Verwahrung seiner Bitcoin";"Verwahrung durch Exchange";"Keine Verwahrung";"B";"4";"12";"14";"sicherheit";"SELF-CUSTODY: Du verwahrst deine Bitcoin selbst mit deinen eigenen Keys.";""
"Was ist ein Sats-Stacking?";"Münzen stapeln";"Regelmäßig kleine Mengen Satoshi kaufen";"Verkaufen";"Tauschen";"B";"3";"10";"12";"strategie";"SATS STACKING: Regelmäßig kleine Mengen Satoshi (Sats) ansparen.";""
"Was ist Time Preference?";"Zeiteinteilung";"Bevorzugung von Konsum jetzt vs. später";"Uhrzeit";"Zeitzone";"B";"5";"14";"17";"oekonomie";"TIME PREFERENCE: Niedrig = lieber später mehr, hoch = lieber jetzt weniger.";""
"Was fördert Bitcoin laut Befürwortern?";"Konsum";"Sparen und niedrige Zeitpräferenz";"Schulden";"Inflation";"B";"5";"14";"17";"oekonomie";"Bitcoin soll SPAREN fördern, weil es wertstabil/steigend ist statt inflationär.";""
"Was ist ein Full Node?";"Ein halber Node";"Computer mit kompletter Blockchain-Kopie";"Ein Mining-Computer";"Ein Server";"B";"4";"13";"15";"technologie";"Ein FULL NODE speichert die komplette Blockchain und überprüft alle Regeln.";""
"Warum sind Full Nodes wichtig?";"Für schnellere Transaktionen";"Sie sichern die Dezentralität und Regeln";"Für mehr Bitcoin";"Für Mining";"B";"4";"14";"17";"technologie";"FULL NODES überprüfen, dass alle Regeln eingehalten werden – sichern die Dezentralität.";""
"Was ist die Difficulty Adjustment?";"Eine Prüfung";"Automatische Anpassung der Mining-Schwierigkeit";"Ein Update";"Ein Fehler";"B";"5";"14";"17";"technologie";"Die DIFFICULTY passt sich alle 2016 Blöcke an, damit Blöcke ~10 Min. dauern.";""
"Wofür steht BTC?";"Bitcoin";"Bitcoin";"Bit Coin";"Bit Currency";"A";"1";"7";"9";"grundlagen";"BTC ist das Kürzel für Bitcoin.";""
"Was bedeutet 'Freedom Money' bei Bitcoin?";"Kostenloses Geld";"Geld, das Freiheit von Kontrolle ermöglicht";"Freies Geld";"Geschenktes Geld";"B";"4";"12";"14";"philosophie";"FREEDOM MONEY: Bitcoin ermöglicht finanzielle Freiheit ohne Kontrolle durch Banken/Staaten.";""
"Was ist die Austrian School of Economics?";"Eine österreichische Schule";"Wirtschaftstheorie, die freie Märkte und hartes Geld betont";"Eine Bank";"Eine Universität";"B";"5";"15";"21";"oekonomie";"Die ÖSTERREICHISCHE SCHULE betont freie Märkte, Eigentumsrechte und hartes Geld.";""
"Warum passt Bitcoin zur Austrian Economics?";"Weil es aus Österreich kommt";"Weil es hartes, nicht manipulierbares Geld ist";"Weil es eine Bank ist";"Weil es von Österreichern erfunden wurde";"B";"5";"15";"21";"oekonomie";"Bitcoin ist HARTES GELD mit fester Menge – genau was die Österreichische Schule befürwortet.";""
