frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was ist ein Sonderangebot?";"Teures Produkt";"Zeitlich reduzierter Preis";"Normaler Preis";"Luxusartikel";"B";"1";"6";"8";"grundlagen";"Ein SONDERANGEBOT ist ein Produkt das fuer kurze Zeit guenstiger ist.";""
"Was ist die Grundsteuer?";"Mehrwertsteuer";"Steuer auf Grundstuecke und Gebaeude";"Einkommensteuer";"KFZ-Steuer";"B";"3";"11";"13";"steuern";"GRUNDSTEUER zahlen Eigentuemer von Grundstuecken und Haeusern.";""
"Was ist die KFZ-Steuer?";"Mehrwertsteuer";"Steuer auf Kraftfahrzeuge";"Grundsteuer";"Hundesteuer";"B";"3";"10";"12";"steuern";"KFZ-STEUER zahlt man jaehrlich fuer sein Auto.";""
"Was ist Hundesteuer?";"Tierarztkosten";"Steuer die Hundebesitzer zahlen muessen";"Futter";"Versicherung";"B";"2";"8";"10";"steuern";"HUNDESTEUER ist eine Gemeindesteuer fuer Hundehalter.";""
"Was ist Erbschaftssteuer?";"Mehrwertsteuer";"Steuer auf geerbtes Vermoegen";"Einkommensteuer";"Grundsteuer";"B";"4";"13";"15";"steuern";"ERBSCHAFTSSTEUER faellt an wenn man Vermoegen erbt.";""
"Was ist Schenkungssteuer?";"Kaufsteuer";"Steuer auf grosse Geschenke";"Mehrwertsteuer";"Grundsteuer";"B";"4";"13";"15";"steuern";"SCHENKUNGSSTEUER faellt bei grossen Geschenken ueber dem Freibetrag an.";""
"Was ist ein Steuerfreibetrag?";"Steuersatz";"Betrag der steuerfrei bleibt";"Steuerschuld";"Steuernummer";"B";"3";"11";"13";"steuern";"STEUERFREIBETRAG: Bis zu diesem Betrag zahlt man keine Steuern.";""
"Was ist der Grundfreibetrag?";"Steuersatz";"Einkommensbetrag der steuerfrei bleibt";"Grundsteuer";"Mehrwertsteuer";"B";"4";"13";"15";"steuern";"Der GRUNDFREIBETRAG ist das Einkommen das steuerfrei bleibt fuer Grundbeduerfnisse.";""
"Was sind Sozialabgaben?";"Steuern";"Beitraege fuer Rente, Kranken-, Arbeitslosen-, Pflegeversicherung";"Zinsen";"Miete";"B";"3";"11";"13";"einkommen";"SOZIALABGABEN sind Beitraege fuer die Sozialversicherungen.";""
"Was ist Arbeitslosengeld?";"Gehalt";"Geld vom Staat wenn man den Job verliert";"Rente";"Kindergeld";"B";"2";"9";"11";"soziales";"ARBEITSLOSENGELD bekommt man vom Staat wenn man seinen Job verliert.";""
"Was ist Kindergeld?";"Taschengeld";"Staatliche Unterstuetzung fuer Familien mit Kindern";"Gehalt";"Rente";"B";"2";"8";"10";"soziales";"KINDERGELD ist Geld vom Staat fuer Familien mit Kindern.";""
"Bis zu welchem Alter gibt es Kindergeld?";"14 Jahre";"In der Regel bis 18 oder bis 25 bei Ausbildung";"Immer";"Nie";"B";"3";"10";"12";"soziales";"KINDERGELD gibt es bis 18 oder waehrend Ausbildung bis 25.";""
"Was ist Elterngeld?";"Kindergeld";"Geld fuer Eltern nach der Geburt";"Rente";"Gehalt";"B";"3";"11";"13";"soziales";"ELTERNGELD bekommen Eltern um nach der Geburt beim Kind zu bleiben.";""
"Was ist Miete?";"Kaufpreis";"Monatliche Zahlung fuer eine Wohnung";"Nebenkosten";"Kaution";"B";"2";"8";"10";"wohnen";"MIETE ist das Geld das man monatlich fuer eine Wohnung zahlt.";""
"Was ist Kaution?";"Miete";"Sicherheitszahlung zu Beginn eines Mietvertrags";"Nebenkosten";"Provision";"B";"3";"10";"12";"wohnen";"Die KAUTION ist eine Sicherheit die man beim Einzug zahlt.";""
"Was sind Nebenkosten?";"Nur Miete";"Zusatzkosten wie Heizung, Wasser, Muell";"Kaution";"Provision";"B";"2";"9";"11";"wohnen";"NEBENKOSTEN sind Kosten fuer Heizung, Wasser, Muell usw. zusaetzlich zur Miete.";""
"Was ist eine Warmmiete?";"Nur Grundmiete";"Miete plus Nebenkosten";"Heizungskosten";"Stromkosten";"B";"3";"10";"12";"wohnen";"WARMMIETE ist die Miete inklusive Nebenkosten.";""
"Was ist eine Kaltmiete?";"Warmmiete";"Nur die Grundmiete ohne Nebenkosten";"Mit Heizung";"Gesamtmiete";"B";"3";"10";"12";"wohnen";"KALTMIETE ist nur die Grundmiete ohne Nebenkosten.";""
"Was ist ein Kredit fuer ein Haus?";"Dispositionskredit";"Hypothek oder Baufinanzierung";"Ratenkredit";"Privatkredit";"B";"4";"13";"15";"kredit";"Eine BAUFINANZIERUNG oder HYPOTHEK ist ein Kredit zum Hauskauf.";""
"Was ist Eigenkapital beim Hauskauf?";"Kredit";"Eigenes Geld das man einbringt";"Schulden";"Zinsen";"B";"4";"13";"15";"immobilien";"EIGENKAPITAL ist das eigene Geld das man beim Hauskauf einsetzt.";""
"Was ist eine Waehrung?";"Muenze";"Offizielles Zahlungsmittel eines Landes";"Schein";"Kreditkarte";"B";"2";"8";"10";"international";"Eine WAEHRUNG ist das offizielle Geld eines Landes wie Euro oder Dollar.";""
"Was ist der Dollar?";"Europaeische Waehrung";"Waehrung der USA";"Englische Waehrung";"Japanische Waehrung";"B";"2";"8";"10";"international";"Der DOLLAR ist die Waehrung der USA.";""
"Was ist der Wechselkurs?";"Kontostand";"Verhaeltnis zwischen zwei Waehrungen";"Zinssatz";"Steuersatz";"B";"3";"10";"12";"international";"Der WECHSELKURS zeigt wie viel eine Waehrung in einer anderen wert ist.";""
"Was ist ein Gewerbe?";"Hobby";"Selbststaendige wirtschaftliche Taetigkeit";"Anstellung";"Rente";"B";"3";"11";"13";"selbststaendigkeit";"Ein GEWERBE ist eine selbststaendige Taetigkeit um Geld zu verdienen.";""
"Was ist ein Freiberufler?";"Angestellter";"Selbststaendiger ohne Gewerbeschein";"Beamter";"Rentner";"B";"4";"13";"15";"selbststaendigkeit";"FREIBERUFLER sind Selbststaendige wie Aerzte oder Anwaelte ohne Gewerbepflicht.";""
"Was ist Umsatz?";"Gewinn";"Gesamte Einnahmen eines Unternehmens";"Kosten";"Verlust";"B";"3";"11";"13";"wirtschaft";"UMSATZ sind alle Einnahmen die ein Unternehmen macht.";""
"Was ist Gewinn?";"Umsatz";"Einnahmen minus Kosten";"Verlust";"Schulden";"B";"2";"9";"11";"wirtschaft";"GEWINN ist das Geld das uebrig bleibt nach Abzug aller Kosten.";""
"Was ist Verlust?";"Gewinn";"Wenn die Kosten hoeher sind als die Einnahmen";"Umsatz";"Schulden";"B";"2";"9";"11";"wirtschaft";"VERLUST macht man wenn man mehr ausgibt als man einnimmt.";""
"Was ist ein Schneeballsystem?";"Wintersport";"Betruegerisches System das neue Teilnehmer braucht";"Sparplan";"Investmentfonds";"B";"4";"12";"14";"sicherheit";"SCHNEEBALLSYSTEME sind Betrug - sie brauchen immer neue Teilnehmer und brechen zusammen.";""
"Woran erkennt man Finanzbetrug?";"Garantierte Gewinne";"Unrealistische Versprechen und Zeitdruck";"Niedrige Zinsen";"Bekannte Anbieter";"B";"3";"11";"13";"sicherheit";"FINANZBETRUG erkennt man an unrealistischen Versprechen und Druck schnell zu handeln.";""
"Was ist Phishing?";"Angeln";"Betrugsversuch um Daten zu stehlen";"Online-Banking";"Eine App";"B";"3";"10";"12";"sicherheit";"PHISHING sind gefaelschte Mails die versuchen deine Bankdaten zu stehlen.";""
"Was tust du bei verdaechtigen Bank-Mails?";"Sofort klicken";"Niemals Links klicken, direkt bei der Bank anrufen";"Daten eingeben";"Ignorieren";"B";"2";"9";"11";"sicherheit";"Bei verdaechtigen Mails: NIE klicken, lieber direkt bei der Bank nachfragen!";""
"Was ist das BIP?";"Eine Abkuerzung";"Bruttoinlandsprodukt - Wert aller Waren und Dienste";"Ein Konto";"Eine Steuer";"B";"4";"13";"15";"wirtschaft";"Das BIP misst den Wert aller in einem Land produzierten Waren und Dienste.";""
"Was ist Konjunktur?";"Wetter";"Wirtschaftliche Lage eines Landes";"Politik";"Geografie";"B";"4";"13";"15";"wirtschaft";"KONJUNKTUR beschreibt ob es der Wirtschaft gut oder schlecht geht.";""
"Was ist eine Rezession?";"Aufschwung";"Wirtschaftlicher Abschwung";"Boom";"Inflation";"B";"4";"13";"15";"wirtschaft";"REZESSION ist ein Rueckgang der Wirtschaft - weniger Produktion und Jobs.";""
"Was ist eine Lebensversicherung?";"Krankenversicherung";"Versicherung die bei Tod oder Ablauf zahlt";"Autoversicherung";"Haftpflicht";"B";"3";"11";"13";"versicherung";"Eine LEBENSVERSICHERUNG zahlt bei Tod oder am Vertragsende eine Summe aus.";""
"Was ist eine Berufsunfaehigkeitsversicherung?";"Arbeitslosenversicherung";"Versicherung wenn man nicht mehr arbeiten kann";"Krankenversicherung";"Rentenversicherung";"B";"4";"13";"15";"versicherung";"BERUFSUNFAEHIGKEITSVERSICHERUNG zahlt wenn man seinen Beruf nicht mehr ausueben kann.";""
"Was ist eine Rechtsschutzversicherung?";"Haftpflicht";"Versicherung die Anwaltskosten uebernimmt";"Krankenversicherung";"Lebensversicherung";"B";"4";"13";"15";"versicherung";"RECHTSSCHUTZ bezahlt Anwalts- und Gerichtskosten bei Rechtsstreitigkeiten.";""
"Was ist die Pflegeversicherung?";"Krankenversicherung";"Versicherung fuer Pflegebeduerftige";"Rentenversicherung";"Arbeitslosenversicherung";"B";"3";"11";"13";"versicherung";"Die PFLEGEVERSICHERUNG hilft wenn man im Alter Pflege braucht.";""
"Was bedeutet Mindestlohn?";"Hoechstlohn";"Gesetzlich festgelegter niedrigster Stundenlohn";"Durchschnittslohn";"Tariflohn";"B";"3";"10";"12";"einkommen";"Der MINDESTLOHN ist der niedrigste Lohn den Arbeitgeber zahlen muessen.";""
"Was ist Schwarzarbeit?";"Nachtarbeit";"Arbeit ohne Steuern und Sozialabgaben zu zahlen";"Normale Arbeit";"Schichtarbeit";"B";"3";"11";"13";"recht";"SCHWARZARBEIT ist illegal weil keine Steuern und Abgaben gezahlt werden.";""
"Warum ist Schwarzarbeit verboten?";"Ist erlaubt";"Steuern und Sozialabgaben fehlen dem Staat";"Ist nur ungern gesehen";"Macht nichts";"B";"3";"11";"13";"recht";"SCHWARZARBEIT schadet allen weil Steuern und Sozialabgaben fehlen.";""
"Was ist ein Kredit-Score?";"Spielstand";"Bewertung wie kreditwuerdig jemand ist";"Bankguthaben";"Steuernummer";"B";"4";"13";"15";"kredit";"Der KREDIT-SCORE zeigt Banken wie zuverlaessig du als Kreditnehmer bist.";""
"Wie verbessert man seinen Kredit-Score?";"Mehr Schulden machen";"Rechnungen puenktlich zahlen";"Viele Kredite aufnehmen";"Konto ueberziehen";"B";"4";"13";"15";"kredit";"Guter SCORE: Rechnungen puenktlich zahlen und nicht zu viele Kredite haben.";""
