frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was ist eine App?";"Hardware";"Ein Programm/Anwendung";"Ein Kabel";"Ein Computer";"B";"1";"6";"8";"software";"Eine APP ist ein Programm, z.B. ein Spiel oder Messenger.";""
"Was ist eine E-Mail?";"Ein Brief aus Papier";"Eine elektronische Nachricht";"Ein Telefonat";"Ein Video";"B";"1";"6";"8";"internet";"Eine E-MAIL ist eine elektronische Nachricht über das Internet.";""
"Was ist ein Download?";"Hochladen";"Herunterladen von Daten aus dem Internet";"Löschen";"Drucken";"B";"2";"7";"9";"internet";"DOWNLOAD bedeutet, Daten aus dem Internet auf deinen Computer zu laden.";""
"Was ist ein Upload?";"Herunterladen";"Hochladen von Daten ins Internet";"Löschen";"Speichern";"B";"2";"7";"9";"internet";"UPLOAD bedeutet, Daten von deinem Computer ins Internet zu laden.";""
"Was ist WLAN?";"Ein Kabel";"Drahtlose Internetverbindung";"Ein Computer";"Ein Programm";"B";"2";"7";"9";"netzwerk";"WLAN ist drahtloses Internet (Wireless Local Area Network).";""
"Was ist ein Router?";"Ein Computer";"Gerät, das Internet verteilt";"Eine Maus";"Ein Bildschirm";"B";"2";"8";"10";"netzwerk";"Ein ROUTER verbindet Geräte mit dem Internet.";""
"Was ist die CPU?";"Festplatte";"Das Gehirn des Computers";"Der Bildschirm";"Die Maus";"B";"2";"8";"10";"hardware";"Die CPU (Prozessor) ist das 'Gehirn' – sie führt alle Berechnungen aus.";""
"Was bedeutet RAM?";"Festplatte";"Arbeitsspeicher";"Prozessor";"Grafikkarte";"B";"3";"9";"11";"hardware";"RAM = Arbeitsspeicher. Er speichert Daten temporär während der Arbeit.";""
"Was ist eine Festplatte?";"Der Prozessor";"Dauerhafter Speicher für Dateien";"Der Bildschirm";"Die Maus";"B";"2";"8";"10";"hardware";"Die FESTPLATTE (HDD/SSD) speichert alle Dateien dauerhaft.";""
"Was ist der Unterschied zwischen HDD und SSD?";"Kein Unterschied";"SSD ist schneller und hat keine beweglichen Teile";"HDD ist schneller";"SSD ist größer";"B";"3";"10";"12";"hardware";"SSD ist schneller und robuster als HDD (keine beweglichen Teile).";""
"Was ist eine Grafikkarte?";"Soundkarte";"Erzeugt die Bilder für den Bildschirm";"Netzwerkkarte";"Festplatte";"B";"3";"10";"12";"hardware";"Die GRAFIKKARTE (GPU) berechnet und erzeugt die Bilder für den Monitor.";""
"Was ist USB?";"Ein Programm";"Ein Anschluss für Geräte";"Ein Betriebssystem";"Eine Website";"B";"2";"8";"10";"hardware";"USB ist ein Standardanschluss für viele Geräte (Universal Serial Bus).";""
"Was ist ein USB-Stick?";"Ein Kabel";"Kleiner, tragbarer Speicher";"Ein Computer";"Ein Bildschirm";"B";"2";"7";"9";"hardware";"Ein USB-STICK ist ein kleiner, tragbarer Datenspeicher.";""
"Was ist Cloud-Speicher?";"Lokale Festplatte";"Speicher im Internet";"USB-Stick";"CD";"B";"2";"9";"11";"internet";"CLOUD-SPEICHER sind Daten, die im Internet gespeichert werden (Google Drive, iCloud...).";""
"Was ist ein Virus beim Computer?";"Ein krankes Programm";"Schädliche Software";"Ein Spiel";"Ein Browser";"B";"2";"8";"10";"sicherheit";"Ein COMPUTERVIRUS ist schädliche Software, die Schaden anrichtet.";""
"Was schützt vor Computerviren?";"Mehr Spiele";"Antivirenprogramm";"Mehr Downloads";"Schnelleres Internet";"B";"2";"8";"10";"sicherheit";"Ein ANTIVIRENPROGRAMM schützt vor schädlicher Software.";""
"Was ist Phishing?";"Ein Spiel";"Betrugsversuch, um Daten zu stehlen";"Ein Programm";"Ein Download";"B";"3";"10";"12";"sicherheit";"PHISHING sind gefälschte Nachrichten, die Passwörter stehlen wollen.";""
"Was ist ein sicheres Passwort?";"123456";"Langes Passwort mit Buchstaben, Zahlen, Sonderzeichen";"Dein Name";"password";"B";"2";"8";"10";"sicherheit";"SICHERE PASSWÖRTER sind lang und enthalten Groß-/Kleinbuchstaben, Zahlen und Sonderzeichen.";""
"Was ist ein Backup?";"Löschen";"Sicherheitskopie von Daten";"Download";"Upload";"B";"2";"9";"11";"grundlagen";"Ein BACKUP ist eine Sicherheitskopie, falls Daten verloren gehen.";""
"Was ist Copy & Paste?";"Löschen";"Kopieren und Einfügen";"Speichern";"Drucken";"B";"1";"7";"9";"grundlagen";"COPY & PASTE = Kopieren (Strg+C) und Einfügen (Strg+V).";""
"Was ist ein Screenshot?";"Ein Video";"Ein Foto vom Bildschirm";"Ein Download";"Ein Programm";"B";"2";"8";"10";"grundlagen";"Ein SCREENSHOT ist ein Foto von dem, was auf dem Bildschirm ist.";""
"Was ist ein Pixel?";"Ein Programm";"Kleinster Bildpunkt auf dem Bildschirm";"Ein Kabel";"Eine Datei";"B";"2";"9";"11";"grundlagen";"Ein PIXEL ist der kleinste Bildpunkt. Viele Pixel ergeben ein Bild.";""
"Was bedeutet HD (1080p)?";"Nierige Auflösung";"Hohe Auflösung (1920x1080 Pixel)";"Sehr niedrig";"3D";"B";"3";"10";"12";"grundlagen";"HD (Full HD) = 1920 x 1080 Pixel – hohe Bildqualität.";""
"Was bedeutet 4K?";"Nierige Auflösung";"Sehr hohe Auflösung (ca. 4000 Pixel breit)";"Mittlere Auflösung";"Nur für TVs";"B";"3";"10";"12";"grundlagen";"4K = ca. 3840 x 2160 Pixel – sehr hohe Auflösung.";""
"Was ist ein Algorithmus?";"Ein Computer";"Eine Schritt-für-Schritt-Anleitung zur Problemlösung";"Eine Website";"Ein Virus";"B";"3";"10";"12";"informatik";"Ein ALGORITHMUS ist eine genaue Anleitung zur Lösung eines Problems.";""
"Was ist Binärcode?";"Nur Buchstaben";"Sprache aus 0 und 1";"Nur Zahlen 1-9";"Geheimschrift";"B";"3";"9";"11";"informatik";"BINÄRCODE besteht nur aus 0 und 1 – die Sprache des Computers.";""
"Wie viele Bits sind ein Byte?";"4";"8";"16";"32";"B";"3";"10";"12";"informatik";"1 BYTE = 8 Bits.";""
"Was ist 1 Kilobyte (KB)?";"100 Bytes";"1024 Bytes";"1000 Bytes";"10000 Bytes";"B";"3";"10";"12";"informatik";"1 KB = 1024 Bytes.";""
"Was ist 1 Megabyte (MB)?";"1000 KB";"1024 KB";"100 KB";"10000 KB";"B";"3";"10";"12";"informatik";"1 MB = 1024 KB (ca. 1 Million Bytes).";""
"Was ist 1 Gigabyte (GB)?";"1000 MB";"1024 MB";"100 MB";"10000 MB";"B";"3";"10";"12";"informatik";"1 GB = 1024 MB (ca. 1 Milliarde Bytes).";""
"Was ist ein Netzwerk?";"Ein einzelner Computer";"Verbundene Computer";"Ein Programm";"Ein Kabel";"B";"2";"9";"11";"netzwerk";"Ein NETZWERK verbindet mehrere Computer miteinander.";""
"Was ist eine IP-Adresse?";"Eine E-Mail";"Eindeutige Adresse eines Geräts im Netzwerk";"Ein Passwort";"Ein Benutzername";"B";"3";"10";"12";"netzwerk";"Eine IP-ADRESSE identifiziert jedes Gerät eindeutig im Netzwerk.";""
"Was bedeutet HTTP?";"Ein Virus";"Protokoll zur Übertragung von Websites";"Ein Browser";"Ein Betriebssystem";"B";"4";"11";"13";"internet";"HTTP (HyperText Transfer Protocol) überträgt Websites.";""
"Was bedeutet HTTPS?";"Unsicheres HTTP";"Verschlüsseltes, sicheres HTTP";"Schnelleres HTTP";"Altes HTTP";"B";"3";"11";"13";"internet";"HTTPS = sicheres HTTP mit Verschlüsselung. Das 'S' steht für Secure.";""
"Was ist eine URL?";"Ein Bild";"Die Adresse einer Website";"Ein Programm";"Ein Virus";"B";"2";"9";"11";"internet";"Eine URL ist die Adresse einer Website (z.B. www.beispiel.de).";""
"Was ist eine Domain?";"Ein Land";"Der Name einer Website";"Ein Programm";"Ein Netzwerk";"B";"3";"10";"12";"internet";"Eine DOMAIN ist der Name einer Website (z.B. google.com).";""
"Was ist ein Server?";"Ein Spieler";"Computer, der Dienste bereitstellt";"Ein Browser";"Eine App";"B";"3";"10";"12";"netzwerk";"Ein SERVER ist ein Computer, der anderen Computern Dienste bereitstellt.";""
"Was ist ein Cookie im Internet?";"Ein Keks";"Kleine Datei, die Websites auf deinem Computer speichern";"Ein Virus";"Ein Programm";"B";"3";"10";"12";"internet";"COOKIES sind kleine Dateien, die Websites speichern (z.B. Login-Daten).";""
"Was ist eine Suchmaschine?";"Ein Motor";"Programm zum Finden von Informationen im Internet";"Ein Browser";"Ein Betriebssystem";"B";"2";"8";"10";"internet";"Eine SUCHMASCHINE (Google, Bing...) findet Informationen im Internet.";""
"Was ist Social Media?";"Ein Computer";"Plattformen zum Teilen und Kommunizieren";"Ein Virus";"Ein Spiel";"B";"2";"9";"11";"internet";"SOCIAL MEDIA sind Plattformen wie Instagram, TikTok, YouTube zum Teilen und Kommunizieren.";""
"Was ist ein Blog?";"Ein Programm";"Online-Tagebuch oder Journal";"Ein Video";"Ein Spiel";"B";"2";"9";"11";"internet";"Ein BLOG ist eine Website, auf der regelmäßig Artikel veröffentlicht werden.";""
"Was ist Streaming?";"Herunterladen";"Medien in Echtzeit abspielen ohne Download";"Hochladen";"Speichern";"B";"2";"9";"11";"internet";"STREAMING spielt Videos/Musik direkt ab, ohne vollständigen Download.";""
"Was ist KI (Künstliche Intelligenz)?";"Ein Roboter";"Computer, die menschenähnlich denken können";"Ein Virus";"Ein Spiel";"B";"3";"10";"12";"informatik";"KI (AI) sind Computersysteme, die intelligent Aufgaben lösen können.";""
"Was ist Machine Learning?";"Ein Spiel";"Computer lernen aus Daten";"Ein Virus";"Ein Browser";"B";"4";"12";"14";"informatik";"MACHINE LEARNING: Computer lernen aus Daten, ohne explizit programmiert zu werden.";""
"Was ist ein Chatbot?";"Ein Roboter";"Programm, das Gespräche führen kann";"Ein Spiel";"Ein Browser";"B";"3";"10";"12";"informatik";"Ein CHATBOT ist ein Programm, das automatisch auf Nachrichten antwortet.";""
"Was ist Virtual Reality (VR)?";"Echte Realität";"Computergenerierte künstliche Welt";"Ein Spiel";"Ein Video";"B";"3";"10";"12";"technologie";"VR ist eine computergenerierte 3D-Welt, in die man eintauchen kann.";""
"Was ist Augmented Reality (AR)?";"Virtual Reality";"Digitale Elemente in der echten Welt";"Ein Spiel";"Ein Video";"B";"3";"10";"12";"technologie";"AR blendet digitale Elemente in die echte Welt ein (z.B. Pokémon GO).";""
"Was ist ein QR-Code?";"Ein Passwort";"Zweidimensionaler Code zum Scannen";"Ein Virus";"Ein Link";"B";"2";"9";"11";"technologie";"Ein QR-CODE ist ein quadratischer Code, der Informationen enthält.";""
"Was ist Bluetooth?";"Ein Kabel";"Drahtlose Verbindung für kurze Distanzen";"Internet";"Ein Virus";"B";"2";"9";"11";"technologie";"BLUETOOTH verbindet Geräte drahtlos über kurze Distanzen.";""
"Was ist ein Tablet?";"Ein großes Smartphone";"Flacher Computer mit Touchscreen";"Ein Laptop";"Ein Desktop";"B";"1";"6";"8";"hardware";"Ein TABLET ist ein flacher Computer mit Touchscreen, größer als ein Smartphone.";""
"Was ist ein Laptop?";"Desktop-Computer";"Tragbarer Computer";"Tablet";"Smartphone";"B";"1";"6";"8";"hardware";"Ein LAPTOP ist ein tragbarer Computer zum Zuklappen.";""
"Was ist ein Desktop-Computer?";"Tragbarer Computer";"Stationärer Computer für den Schreibtisch";"Tablet";"Smartphone";"B";"2";"7";"9";"hardware";"Ein DESKTOP ist ein stationärer Computer für den Schreibtisch.";""
"Was ist Open Source?";"Geheime Software";"Software mit frei zugänglichem Quellcode";"Kostenpflichtige Software";"Virus";"B";"4";"12";"14";"software";"OPEN SOURCE Software hat öffentlich zugänglichen Quellcode.";""
"Was ist Linux?";"Ein Browser";"Ein Open-Source-Betriebssystem";"Ein Virus";"Ein Spiel";"B";"3";"11";"13";"software";"LINUX ist ein kostenloses Open-Source-Betriebssystem.";""
"Was ist Datenschutz?";"Daten löschen";"Schutz persönlicher Informationen";"Daten teilen";"Daten kopieren";"B";"2";"9";"11";"sicherheit";"DATENSCHUTZ schützt deine persönlichen Daten vor Missbrauch.";""
"Was ist die DSGVO?";"Ein Virus";"Europäisches Datenschutzgesetz";"Ein Browser";"Ein Betriebssystem";"B";"4";"13";"15";"sicherheit";"DSGVO = Datenschutz-Grundverordnung. Schützt persönliche Daten in der EU.";""
"Was ist ein Firewall?";"Ein Virus";"Schutzprogramm gegen unerwünschte Zugriffe";"Ein Browser";"Ein Spiel";"B";"3";"11";"13";"sicherheit";"Eine FIREWALL schützt den Computer vor unerlaubten Zugriffen aus dem Netzwerk.";""
"Was ist Verschlüsselung?";"Daten löschen";"Daten unlesbar machen ohne Schlüssel";"Daten kopieren";"Daten senden";"B";"3";"11";"13";"sicherheit";"VERSCHLÜSSELUNG macht Daten unlesbar. Nur mit dem richtigen Schlüssel lesbar.";""
"Was ist eine Datenbank?";"Ein Ordner";"Strukturierte Sammlung von Daten";"Ein Programm";"Ein Browser";"B";"3";"11";"13";"informatik";"Eine DATENBANK speichert große Mengen Daten strukturiert und durchsuchbar.";""
"Was ist ein Betriebssystem-Update?";"Ein neues Spiel";"Aktualisierung mit Verbesserungen und Sicherheitsfixes";"Ein Virus";"Ein neuer Computer";"B";"2";"8";"10";"software";"UPDATES verbessern die Software und schließen Sicherheitslücken.";""
"Was ist Multitasking beim Computer?";"Nur eine Aufgabe";"Mehrere Programme gleichzeitig ausführen";"Schnell tippen";"Viel speichern";"B";"3";"10";"12";"grundlagen";"MULTITASKING: Der Computer kann mehrere Programme gleichzeitig ausführen.";""
"Was ist ein Touchscreen?";"Normale Tastatur";"Bildschirm, der Berührung erkennt";"Eine Maus";"Ein Drucker";"B";"1";"6";"8";"hardware";"Ein TOUCHSCREEN erkennt Berührungen mit den Fingern.";""
"Was ist eine Webcam?";"Ein Bildschirm";"Kamera am Computer für Videoaufnahmen";"Ein Mikrofon";"Ein Lautsprecher";"B";"2";"7";"9";"hardware";"Eine WEBCAM ist eine Kamera für Videokonferenzen und Aufnahmen.";""
"Was ist ein Podcast?";"Ein Video";"Audiobeitrag zum Anhören";"Ein Blog";"Ein Spiel";"B";"2";"9";"11";"medien";"Ein PODCAST ist eine Audiobeitrag zum Anhören (wie eine Radiosendung).";""
"Was ist ein Meme?";"Ein Virus";"Lustiges Bild/Video, das sich im Internet verbreitet";"Ein Programm";"Ein Browser";"B";"2";"9";"11";"internet";"Ein MEME ist ein lustiges Bild oder Video, das viral im Internet geteilt wird.";""
"Was bedeutet 'viral gehen'?";"Einen Virus bekommen";"Sich schnell im Internet verbreiten";"Gelöscht werden";"Langsam laden";"B";"2";"9";"11";"internet";"VIRAL GEHEN bedeutet, dass etwas sehr schnell von vielen Menschen geteilt wird.";""
"Was ist Cybermobbing?";"Ein Spiel";"Mobbing über das Internet";"Ein Virus";"Ein Programm";"B";"2";"9";"11";"sicherheit";"CYBERMOBBING ist Mobbing über digitale Medien – sehr verletzend und strafbar!";""
"Was solltest du bei Cybermobbing tun?";"Zurückmobben";"Erwachsene informieren und Beweise sichern";"Ignorieren und nichts tun";"Das Internet meiden";"B";"2";"9";"11";"sicherheit";"Bei CYBERMOBBING: Erwachsenen erzählen, Beweise sichern, nicht zurückmobben!";""
"Was ist ein Bot?";"Ein Mensch";"Automatisches Computerprogramm";"Ein Browser";"Ein Virus";"B";"3";"10";"12";"informatik";"Ein BOT ist ein automatisches Programm, das selbstständig Aufgaben ausführt.";""
