frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was ist ein Framework?";"Ein Rahmen";"Vorgefertigte Code-Sammlung zur Entwicklung";"Ein Browser";"Ein Betriebssystem";"B";"4";"12";"14";"konzepte";"Ein FRAMEWORK bietet vorgefertigten Code, der die Entwicklung erleichtert.";""
"Was ist eine IDE?";"Ein Spiel";"Entwicklungsumgebung zum Programmieren";"Ein Browser";"Ein Betriebssystem";"B";"3";"10";"12";"werkzeuge";"Eine IDE (Integrated Development Environment) ist ein Programm zum Schreiben von Code.";""
"Was ist Git?";"Ein Spiel";"System zur Versionskontrolle von Code";"Ein Browser";"Eine Sprache";"B";"4";"12";"14";"werkzeuge";"GIT verwaltet verschiedene Versionen deines Codes und ermöglicht Teamarbeit.";""
"Was ist GitHub?";"Ein Spiel";"Plattform zum Teilen und Verwalten von Code";"Ein Browser";"Eine Sprache";"B";"3";"11";"13";"werkzeuge";"GITHUB ist eine Plattform, auf der Entwickler Code teilen und zusammenarbeiten.";""
"Was ist eine API?";"Ein Fehler";"Schnittstelle zur Kommunikation zwischen Programmen";"Ein Browser";"Eine Sprache";"B";"4";"12";"14";"konzepte";"Eine API ermöglicht es Programmen, miteinander zu kommunizieren.";""
"Was ist objektorientierte Programmierung?";"Nur Zahlen";"Programmierung mit Objekten und Klassen";"Nur Text";"Keine Struktur";"B";"4";"13";"15";"paradigmen";"OOP organisiert Code in Objekte mit Eigenschaften und Methoden.";""
"Was ist eine Klasse?";"Ein Schulfach";"Bauplan für Objekte";"Eine Variable";"Eine Funktion";"B";"4";"12";"14";"oop";"Eine KLASSE ist ein Bauplan, nach dem Objekte erstellt werden.";""
"Was ist ein Objekt?";"Nur ein Ding";"Instanz einer Klasse mit Eigenschaften";"Eine Variable";"Eine Funktion";"B";"4";"12";"14";"oop";"Ein OBJEKT ist eine konkrete Instanz einer Klasse.";""
"Was ist eine Methode?";"Eine Variable";"Eine Funktion, die zu einem Objekt gehört";"Eine Klasse";"Ein Attribut";"B";"4";"12";"14";"oop";"Eine METHODE ist eine Funktion innerhalb einer Klasse.";""
"Was ist Vererbung in OOP?";"Geld erben";"Eine Klasse übernimmt Eigenschaften einer anderen";"Code kopieren";"Fehler vererben";"B";"5";"14";"17";"oop";"VERERBUNG: Eine Klasse erbt Eigenschaften und Methoden von einer anderen.";""
"Was ist Rekursion?";"Eine Schleife";"Funktion, die sich selbst aufruft";"Ein Fehler";"Eine Variable";"B";"5";"14";"17";"konzepte";"REKURSION: Eine Funktion ruft sich selbst auf, um ein Problem zu lösen.";""
"Was ist ein Syntax-Fehler?";"Logischer Fehler";"Fehler in der Schreibweise des Codes";"Laufzeitfehler";"Kein Fehler";"B";"2";"9";"11";"fehler";"SYNTAX-FEHLER: Der Code ist falsch geschrieben (z.B. Klammer vergessen).";""
"Was ist ein Laufzeitfehler?";"Syntaxfehler";"Fehler, der beim Ausführen des Programms auftritt";"Kein Fehler";"Designfehler";"B";"3";"11";"13";"fehler";"LAUFZEITFEHLER treten auf, wenn das Programm läuft (z.B. Division durch 0).";""
"Was ist ein logischer Fehler?";"Syntaxfehler";"Programm läuft, aber liefert falsche Ergebnisse";"Laufzeitfehler";"Kein Fehler";"B";"3";"11";"13";"fehler";"LOGISCHE FEHLER: Das Programm läuft, aber tut nicht das Richtige.";""
"Was macht 'input()' in Python?";"Gibt aus";"Wartet auf Benutzereingabe";"Löscht";"Speichert";"B";"2";"9";"11";"python";"INPUT() wartet auf eine Eingabe des Benutzers.";""
"Was ist eine Endlosschleife?";"Normale Schleife";"Schleife, die nie endet";"Kurze Schleife";"Keine Schleife";"B";"2";"9";"11";"schleifen";"Eine ENDLOSSCHLEIFE läuft für immer (Fehler oder absichtlich).";""
"Was macht 'break' in einer Schleife?";"Macht nichts";"Beendet die Schleife sofort";"Startet neu";"Pausiert";"B";"3";"10";"12";"schleifen";"BREAK beendet die Schleife sofort.";""
"Was macht 'continue' in einer Schleife?";"Beendet die Schleife";"Springt zum nächsten Durchlauf";"Pausiert";"Startet neu";"B";"3";"10";"12";"schleifen";"CONTINUE überspringt den Rest und springt zum nächsten Schleifendurchlauf.";""
"Was ist ein Modul in Python?";"Ein Spiel";"Eine Datei mit wiederverwendbarem Code";"Ein Fehler";"Eine Variable";"B";"3";"11";"13";"python";"Ein MODUL ist eine Python-Datei mit Funktionen, die man importieren kann.";""
"Was macht 'import' in Python?";"Exportiert";"Lädt ein Modul";"Löscht";"Speichert";"B";"3";"10";"12";"python";"IMPORT lädt ein Modul, um dessen Funktionen zu nutzen.";""
"Was ist eine Bibliothek (Library)?";"Bücher";"Sammlung von Modulen und Funktionen";"Ein Browser";"Ein Editor";"B";"3";"11";"13";"konzepte";"Eine LIBRARY ist eine Sammlung von vorgefertigtem Code.";""
"Was ist ein Compiler?";"Ein Editor";"Übersetzt Code in Maschinensprache vor der Ausführung";"Ein Browser";"Ein Debugger";"B";"4";"12";"14";"konzepte";"Ein COMPILER übersetzt den gesamten Code in Maschinensprache, bevor er läuft.";""
"Was ist ein Interpreter?";"Ein Compiler";"Führt Code Zeile für Zeile aus";"Ein Editor";"Ein Browser";"B";"4";"12";"14";"konzepte";"Ein INTERPRETER führt Code Zeile für Zeile aus (z.B. Python).";""
"Was ist der Unterschied zwischen Python und C++?";"Kein Unterschied";"Python ist interpretiert, C++ ist kompiliert";"C++ ist einfacher";"Python ist schneller";"B";"4";"13";"15";"sprachen";"Python wird interpretiert und ist einfacher. C++ wird kompiliert und ist schneller.";""
"Was ist Java?";"JavaScript";"Eine objektorientierte Programmiersprache";"HTML";"CSS";"B";"3";"11";"13";"sprachen";"JAVA ist eine populäre objektorientierte Sprache ('Write once, run anywhere').";""
"Was ist SQL?";"Eine Programmiersprache";"Sprache für Datenbank-Abfragen";"Ein Browser";"Ein Editor";"B";"4";"12";"14";"sprachen";"SQL ist eine Sprache zum Abfragen und Verwalten von Datenbanken.";""
"Was ist Scratch?";"Ein Fehler";"Visuelle Programmiersprache für Anfänger";"Eine Website";"Ein Spiel";"B";"1";"6";"8";"sprachen";"SCRATCH ist eine visuelle Programmiersprache zum Lernen mit Blöcken.";""
"Was ist Binärcode?";"Normaler Text";"Code aus 0 und 1";"Code aus Buchstaben";"Code aus Farben";"B";"2";"9";"11";"grundlagen";"BINÄRCODE besteht nur aus 0 und 1 – die Sprache des Computers.";""
"Was ist ein Bit?";"8 Bytes";"Die kleinste Informationseinheit (0 oder 1)";"Ein Byte";"Ein Text";"B";"3";"10";"12";"grundlagen";"Ein BIT ist die kleinste Einheit: entweder 0 oder 1.";""
"Was ist ein Byte?";"1 Bit";"8 Bits";"16 Bits";"32 Bits";"B";"3";"10";"12";"grundlagen";"1 BYTE = 8 Bits.";""
"Was ist Frontend-Entwicklung?";"Server-Programmierung";"Entwicklung des sichtbaren Teils einer Website";"Datenbank-Entwicklung";"Hardware-Entwicklung";"B";"4";"12";"14";"web";"FRONTEND ist der sichtbare Teil einer Website (HTML, CSS, JavaScript).";""
"Was ist Backend-Entwicklung?";"Website-Design";"Server-seitige Programmierung";"CSS-Styling";"Grafikdesign";"B";"4";"12";"14";"web";"BACKEND ist die Server-Seite: Datenbanken, Logik, APIs.";""
"Was ist ein Server?";"Ein Browser";"Computer, der Dienste bereitstellt";"Eine Website";"Ein Editor";"B";"3";"10";"12";"web";"Ein SERVER ist ein Computer, der Anfragen beantwortet und Daten sendet.";""
"Was ist Debugging mit Print-Statements?";"Drucken auf Papier";"Werte ausgeben, um Fehler zu finden";"Code löschen";"Code schreiben";"B";"2";"9";"11";"debugging";"PRINT-DEBUGGING: Man gibt Werte aus, um zu sehen, was passiert.";""
"Was ist ein Array?";"Ein Text";"Eine geordnete Liste von Elementen";"Eine Zahl";"Ein Befehl";"B";"3";"10";"12";"datenstrukturen";"Ein ARRAY ist eine geordnete Sammlung von Elementen mit Index.";""
"Was ist Try-Except in Python?";"Eine Schleife";"Fehlerbehandlung";"Eine Bedingung";"Eine Funktion";"B";"4";"12";"14";"python";"TRY-EXCEPT fängt Fehler ab und behandelt sie, statt das Programm zu stoppen.";""
"Was ist Clean Code?";"Sauberer Bildschirm";"Gut lesbarer und wartbarer Code";"Fehlerfreier Code";"Schneller Code";"B";"4";"13";"15";"best_practices";"CLEAN CODE ist gut strukturiert, lesbar und einfach zu warten.";""
"Was sind Magic Numbers?";"Glückszahlen";"Unerklärte Zahlen im Code";"Mathematische Konstanten";"Zufallszahlen";"B";"4";"13";"15";"best_practices";"MAGIC NUMBERS sind Zahlen ohne Erklärung – besser Variablen mit Namen nutzen!";""
"Was ist DRY (Don't Repeat Yourself)?";"Trocken bleiben";"Code nicht wiederholen, sondern wiederverwenden";"Wenig trinken";"Schnell programmieren";"B";"4";"13";"15";"best_practices";"DRY: Vermeide Wiederholungen – nutze Funktionen und Klassen!";""
"Was bedeutet 'Hello World'?";"Ein Gruß";"Traditionelles erstes Programm zum Testen";"Ein Fehler";"Ein Befehl";"B";"1";"7";"9";"tradition";"'HELLO WORLD' ist traditionell das erste Programm, das man schreibt.";""
