frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was ist der höchste Berg der Welt?";"K2";"Mont Blanc";"Mount Everest";"Kilimandscharo";"C";"2";"7";"9";"gebirge";"Der MOUNT EVEREST ist mit 8.849 m der höchste Berg.";""
"Was ist der höchste Berg Deutschlands?";"Feldberg";"Watzmann";"Zugspitze";"Brocken";"C";"2";"7";"9";"gebirge";"Die ZUGSPITZE ist mit 2.962 m der höchste Berg Deutschlands.";""
"Was ist der höchste Berg der Alpen?";"Matterhorn";"Mont Blanc";"Zugspitze";"Großglockner";"B";"2";"8";"10";"gebirge";"Der MONT BLANC ist mit 4.807 m der höchste Berg der Alpen.";""
"Wie heißt der größte See Deutschlands?";"Chiemsee";"Starnberger See";"Bodensee";"Ammersee";"C";"2";"7";"9";"gewaesser";"Der BODENSEE ist der größte See (an der Grenze zu Österreich und Schweiz).";""
"Durch wie viele Bundesländer fließt der Rhein?";"3";"4";"5";"6";"C";"3";"9";"11";"gewaesser";"Der Rhein fließt durch 5 Bundesländer.";""
"Wie viele Bundesländer hat Deutschland?";"14";"15";"16";"17";"C";"2";"7";"9";"deutschland";"Deutschland hat 16 BUNDESLÄNDER.";""
"Was ist das größte Bundesland?";"Bayern";"Nordrhein-Westfalen";"Baden-Württemberg";"Niedersachsen";"A";"2";"8";"10";"deutschland";"BAYERN ist flächenmäßig das größte Bundesland.";""
"Was ist das kleinste Bundesland?";"Saarland";"Bremen";"Hamburg";"Berlin";"B";"2";"8";"10";"deutschland";"BREMEN ist flächenmäßig das kleinste Bundesland.";""
"Welches Bundesland hat die meisten Einwohner?";"Bayern";"Nordrhein-Westfalen";"Baden-Württemberg";"Niedersachsen";"B";"2";"8";"10";"deutschland";"NORDRHEIN-WESTFALEN hat die meisten Einwohner.";""
"Was ist der Äquator?";"Eine Linie zwischen Ost und West";"Eine Linie zwischen Nord- und Südhalbkugel";"Ein Kontinent";"Ein Ozean";"B";"2";"8";"10";"grundbegriffe";"Der ÄQUATOR ist die Linie, die Nord- und Südhalbkugel teilt.";""
"Was sind Breitengrade?";"Linien von Nord nach Süd";"Linien von West nach Ost";"Berggipfel";"Meerestiefe";"B";"3";"9";"11";"grundbegriffe";"BREITENGRADE verlaufen horizontal (West nach Ost) parallel zum Äquator.";""
"Was sind Längengrade?";"Linien von Nord nach Süd";"Linien von West nach Ost";"Berggipfel";"Flüsse";"A";"3";"9";"11";"grundbegriffe";"LÄNGENGRADE verlaufen vertikal vom Nordpol zum Südpol (Meridiane).";""
"Wo liegt der Nullmeridian?";"Paris";"London (Greenwich)";"New York";"Berlin";"B";"3";"10";"12";"grundbegriffe";"Der NULLMERIDIAN verläuft durch Greenwich bei London.";""
"Was ist eine Halbinsel?";"Eine Insel";"Land, das von drei Seiten von Wasser umgeben ist";"Ein Kontinent";"Ein See";"B";"2";"8";"10";"grundbegriffe";"Eine HALBINSEL ist Land, das von drei Seiten von Wasser umgeben ist.";""
"Was ist ein Archipel?";"Ein Berg";"Eine Inselgruppe";"Ein Fluss";"Ein Tal";"B";"3";"10";"12";"grundbegriffe";"Ein ARCHIPEL ist eine Inselgruppe (z.B. Indonesien).";""
"Was ist ein Delta?";"Ein Fluss";"Fächerförmige Flussmündung";"Ein Berg";"Eine Wüste";"B";"3";"10";"12";"grundbegriffe";"Ein DELTA ist eine fächerförmige Flussmündung (z.B. Nildelta).";""
"Wie entsteht ein Vulkan?";"Durch Wind";"Durch Magma aus dem Erdinneren";"Durch Regen";"Durch Erdbeben";"B";"3";"9";"11";"geologie";"Vulkane entstehen, wenn MAGMA aus dem Erdinneren aufsteigt.";""
"Was ist der Unterschied zwischen Magma und Lava?";"Kein Unterschied";"Magma = unter der Erde, Lava = an der Oberfläche";"Magma = heiß, Lava = kalt";"Magma = flüssig, Lava = fest";"B";"3";"10";"12";"geologie";"MAGMA ist unter der Erde, LAVA ist ausgetretenes Magma an der Oberfläche.";""
"Was verursacht Erdbeben?";"Wind";"Verschiebung tektonischer Platten";"Vulkane";"Regen";"B";"3";"10";"12";"geologie";"Erdbeben entstehen durch Verschiebung TEKTONISCHER PLATTEN.";""
"Wie viele tektonische Platten gibt es ungefähr?";"3";"7";"12";"20";"B";"4";"11";"13";"geologie";"Es gibt etwa 7 große tektonische Platten (und einige kleinere).";""
"Was ist der Pazifische Feuerring?";"Ein Vulkan";"Zone mit vielen Vulkanen und Erdbeben rund um den Pazifik";"Eine Insel";"Ein Ozean";"B";"4";"11";"13";"geologie";"Der PAZIFISCHE FEUERRING hat ca. 75% aller aktiven Vulkane der Erde.";""
"Was ist die größte Wüste der Welt?";"Sahara";"Gobi";"Antarktis";"Kalahari";"C";"3";"10";"12";"klima";"Die ANTARKTIS ist die größte Wüste (Kältewüste). Die Sahara ist die größte Heißwüste.";""
"Was ist die größte Heißwüste der Welt?";"Gobi";"Sahara";"Kalahari";"Atacama";"B";"2";"8";"10";"klima";"Die SAHARA in Afrika ist die größte Heißwüste.";""
"Was ist ein Monsun?";"Ein Berg";"Ein saisonaler Wind mit Regenzeit";"Ein Fluss";"Eine Insel";"B";"3";"10";"12";"klima";"Der MONSUN ist ein saisonaler Wind, der Regen bringt (z.B. in Indien).";""
"Was ist der Golfstrom?";"Ein Fluss";"Eine warme Meeresströmung";"Ein See";"Ein Wind";"B";"3";"10";"12";"klima";"Der GOLFSTROM ist eine warme Meeresströmung, die Europa mild hält.";""
"Welche Klimazone liegt am Äquator?";"Polarzone";"Gemäßigte Zone";"Tropische Zone";"Subpolare Zone";"C";"3";"9";"11";"klima";"Am Äquator liegt die TROPISCHE ZONE (heiß und feucht).";""
"Wie viele Klimazonen gibt es?";"2";"3";"4";"5";"D";"3";"10";"12";"klima";"Es gibt 5 Hauptklimazonen: tropisch, subtropisch, gemäßigt, subpolar, polar.";""
"Was ist der Regenwald?";"Wald mit wenig Regen";"Tropischer Wald mit viel Niederschlag";"Wald in Deutschland";"Nadelwald";"B";"2";"8";"10";"vegetation";"REGENWALD ist tropischer Wald mit sehr viel Niederschlag (über 2000mm/Jahr).";""
"Wo liegt der größte Regenwald?";"Afrika";"Asien";"Südamerika (Amazonas)";"Australien";"C";"2";"8";"10";"vegetation";"Der AMAZONAS-REGENWALD in Südamerika ist der größte.";""
"Was ist Permafrost?";"Warmer Boden";"Dauerhaft gefrorener Boden";"Wüstenboden";"Moorboden";"B";"4";"11";"13";"klima";"PERMAFROST ist dauerhaft gefrorener Boden in polaren Regionen.";""
"Was ist die Hauptstadt von Japan?";"Kyoto";"Osaka";"Tokio";"Hiroshima";"C";"2";"8";"10";"hauptstaedte";"TOKIO ist die Hauptstadt von Japan.";""
"Was ist die Hauptstadt von China?";"Shanghai";"Peking (Beijing)";"Hongkong";"Guangzhou";"B";"2";"8";"10";"hauptstaedte";"PEKING (Beijing) ist die Hauptstadt von China.";""
"Was ist die Hauptstadt der USA?";"New York";"Los Angeles";"Washington D.C.";"Chicago";"C";"2";"8";"10";"hauptstaedte";"WASHINGTON D.C. ist die Hauptstadt der USA (nicht New York!).";""
"Was ist die Hauptstadt von Russland?";"St. Petersburg";"Moskau";"Kiew";"Nowosibirsk";"B";"2";"8";"10";"hauptstaedte";"MOSKAU ist die Hauptstadt von Russland.";""
"Was ist die Hauptstadt von Australien?";"Sydney";"Melbourne";"Canberra";"Brisbane";"C";"3";"9";"11";"hauptstaedte";"CANBERRA ist die Hauptstadt von Australien (nicht Sydney!).";""
"Was ist die Hauptstadt von Brasilien?";"Rio de Janeiro";"São Paulo";"Brasília";"Salvador";"C";"3";"9";"11";"hauptstaedte";"BRASÍLIA ist die Hauptstadt von Brasilien (nicht Rio!).";""
"Was ist die Hauptstadt von Kanada?";"Toronto";"Vancouver";"Ottawa";"Montreal";"C";"3";"9";"11";"hauptstaedte";"OTTAWA ist die Hauptstadt von Kanada.";""
"Was ist die Hauptstadt von Ägypten?";"Alexandria";"Kairo";"Luxor";"Gizeh";"B";"2";"8";"10";"hauptstaedte";"KAIRO ist die Hauptstadt von Ägypten.";""
"Was ist die Hauptstadt von Indien?";"Mumbai";"Kalkutta";"Neu-Delhi";"Bangalore";"C";"3";"9";"11";"hauptstaedte";"NEU-DELHI ist die Hauptstadt von Indien.";""
"Welches Land hat die meisten Einwohner?";"USA";"Indien";"China";"Indonesien";"C";"3";"9";"11";"laender";"CHINA hat die meisten Einwohner (ca. 1,4 Milliarden).";""
"Welches ist das flächenmäßig größte Land?";"China";"USA";"Kanada";"Russland";"D";"3";"9";"11";"laender";"RUSSLAND ist das größte Land der Welt.";""
"In welchem Land stehen die Pyramiden von Gizeh?";"Mexiko";"Irak";"Ägypten";"Sudan";"C";"2";"7";"9";"sehenswuerdigkeiten";"Die Pyramiden von Gizeh stehen in ÄGYPTEN.";""
"Wo steht die Freiheitsstatue?";"Paris";"London";"New York";"Washington";"C";"2";"8";"10";"sehenswuerdigkeiten";"Die Freiheitsstatue steht in NEW YORK (Geschenk von Frankreich).";""
"Wo steht der Eiffelturm?";"London";"Paris";"Rom";"Berlin";"B";"1";"6";"8";"sehenswuerdigkeiten";"Der Eiffelturm steht in PARIS.";""
"Wo steht Big Ben?";"Paris";"London";"Dublin";"Edinburgh";"B";"2";"7";"9";"sehenswuerdigkeiten";"Big Ben steht in LONDON.";""
"Wo steht das Kolosseum?";"Athen";"Rom";"Florenz";"Venedig";"B";"2";"8";"10";"sehenswuerdigkeiten";"Das Kolosseum steht in ROM.";""
"Was ist die EU?";"Ein Land";"Eine Wirtschafts- und politische Union europäischer Länder";"Eine Organisation";"Ein Kontinent";"B";"3";"10";"12";"politik";"Die EUROPÄISCHE UNION ist eine Union von 27 europäischen Ländern.";""
"Wie viele Länder gehören zur EU (2024)?";"15";"20";"27";"35";"C";"3";"11";"13";"politik";"Die EU hat 27 Mitgliedsstaaten.";""
"Was ist die Währung in den meisten EU-Ländern?";"Dollar";"Pfund";"Euro";"Franken";"C";"2";"8";"10";"wirtschaft";"Der EURO ist die Währung in der Eurozone (20 EU-Länder).";""
"Was ist das BIP?";"Bruttoindlandsprodukt";"Bundesinnenpolitik";"Bürgerinitiative";"Binnenhandel";"A";"4";"12";"14";"wirtschaft";"BIP = BRUTTOINLANDSPRODUKT: Wert aller Güter und Dienstleistungen eines Landes.";""
"Was ist der Unterschied zwischen Wetter und Klima?";"Kein Unterschied";"Wetter = kurzfristig, Klima = langfristig";"Wetter = warm, Klima = kalt";"Wetter = global, Klima = lokal";"B";"3";"9";"11";"klima";"WETTER ist kurzfristig (Tage), KLIMA ist langfristig (30+ Jahre).";""
"Was misst ein Barometer?";"Temperatur";"Luftdruck";"Windstärke";"Niederschlag";"B";"3";"10";"12";"wetter";"Ein BAROMETER misst den Luftdruck.";""
"Was misst ein Hygrometer?";"Temperatur";"Luftfeuchtigkeit";"Windstärke";"Luftdruck";"B";"3";"10";"12";"wetter";"Ein HYGROMETER misst die Luftfeuchtigkeit.";""
"Was ist ein Tsunami?";"Ein Wirbelsturm";"Eine Riesenwelle durch Seebeben";"Ein Erdbeben";"Ein Vulkan";"B";"3";"10";"12";"naturkatastrophen";"Ein TSUNAMI ist eine Riesenwelle, oft durch Seebeben verursacht.";""
"Was ist ein Hurrikan?";"Ein Erdbeben";"Ein tropischer Wirbelsturm";"Ein Vulkan";"Ein Tsunami";"B";"3";"10";"12";"naturkatastrophen";"Ein HURRIKAN ist ein tropischer Wirbelsturm (im Atlantik/Pazifik).";""
"Was ist ein Tornado?";"Ein Erdbeben";"Ein kleinerer, sehr starker Wirbelsturm";"Ein Vulkan";"Eine Flutwelle";"B";"3";"10";"12";"naturkatastrophen";"Ein TORNADO ist ein kleinerer, sehr starker Wirbelsturm an Land.";""
"Was ist Erosion?";"Aufbau von Land";"Abtragung von Material durch Wind/Wasser";"Vulkanismus";"Erdbeben";"B";"3";"10";"12";"geologie";"EROSION ist die Abtragung von Gestein und Boden durch Wind, Wasser, Eis.";""
"Was ist ein Gletscher?";"Ein großer See";"Eine langsam fließende Eismasse";"Ein Fluss";"Ein Berg";"B";"3";"9";"11";"geologie";"Ein GLETSCHER ist eine große Eismasse, die sich langsam talwärts bewegt.";""
"Was passiert mit den Gletschern durch den Klimawandel?";"Sie wachsen";"Sie schmelzen";"Sie bleiben gleich";"Sie bewegen sich schneller";"B";"3";"10";"12";"klimawandel";"Durch den Klimawandel SCHMELZEN die Gletscher weltweit.";""
"Welches Gas ist hauptverantwortlich für den Treibhauseffekt?";"Sauerstoff";"Stickstoff";"Kohlendioxid (CO₂)";"Wasserstoff";"C";"3";"10";"12";"klimawandel";"CO₂ (KOHLENDIOXID) ist das wichtigste Treibhausgas.";""
"Was ist der Meeresspiegel?";"Höhe über dem Meer";"Durchschnittliche Höhe der Meeresoberfläche";"Tiefe des Meeres";"Salzgehalt";"B";"3";"10";"12";"klimawandel";"Der MEERESSPIEGEL ist die durchschnittliche Höhe der Meeresoberfläche.";""
"Was ist nachhaltige Entwicklung?";"Schnelles Wachstum";"Entwicklung, die künftige Generationen nicht gefährdet";"Nur Wirtschaft";"Nur Umwelt";"B";"4";"12";"14";"nachhaltigkeit";"NACHHALTIGE ENTWICKLUNG befriedigt Bedürfnisse, ohne künftige Generationen zu gefährden.";""
"Was ist der Unterschied zwischen erneuerbaren und fossilen Energien?";"Kein Unterschied";"Erneuerbare regenerieren sich, fossile nicht";"Fossile sind billiger";"Erneuerbare sind älter";"B";"3";"10";"12";"energie";"ERNEUERBARE Energien regenerieren sich (Sonne, Wind), FOSSILE sind endlich (Kohle, Öl).";""
"Was ist ein Nationalpark?";"Eine Stadt";"Ein geschütztes Naturgebiet";"Ein Freizeitpark";"Ein Zoo";"B";"2";"8";"10";"naturschutz";"Ein NATIONALPARK ist ein geschütztes Naturgebiet.";""
"Was ist Urbanisierung?";"Landflucht";"Wachstum von Städten";"Entvölkerung";"Waldsterben";"B";"4";"12";"14";"bevoelkerung";"URBANISIERUNG ist das Wachstum von Städten und der Zuzug vom Land.";""
"Wie viele Menschen leben auf der Erde (2024)?";"5 Milliarden";"6 Milliarden";"8 Milliarden";"10 Milliarden";"C";"3";"10";"12";"bevoelkerung";"Etwa 8 MILLIARDEN Menschen leben auf der Erde.";""
"Was ist Migration?";"Klimawandel";"Wanderung von Menschen";"Erdbeben";"Vulkanismus";"B";"3";"10";"12";"bevoelkerung";"MIGRATION ist die Wanderung von Menschen (Umzug in andere Länder/Regionen).";""
"Was ist ein Entwicklungsland?";"Ein reiches Land";"Ein Land mit niedrigem Lebensstandard";"Ein großes Land";"Ein europäisches Land";"B";"4";"11";"13";"wirtschaft";"ENTWICKLUNGSLÄNDER haben niedrigen Lebensstandard und schwache Wirtschaft.";""
"Was ist ein Industrieland?";"Ein Land ohne Industrie";"Ein wirtschaftlich entwickeltes Land";"Ein kleines Land";"Ein armes Land";"B";"4";"11";"13";"wirtschaft";"INDUSTRIELÄNDER sind wirtschaftlich entwickelt mit hohem Lebensstandard.";""
"Was ist Globalisierung?";"Nur Handel";"Weltweite Vernetzung von Wirtschaft, Kultur, Politik";"Nur Internet";"Nur Reisen";"B";"4";"12";"14";"wirtschaft";"GLOBALISIERUNG ist die weltweite Vernetzung in Wirtschaft, Kultur und Politik.";""
"Welches Meer liegt zwischen Europa und Afrika?";"Atlantik";"Mittelmeer";"Pazifik";"Nordsee";"B";"2";"8";"10";"gewaesser";"Das MITTELMEER liegt zwischen Europa und Afrika.";""
"Welches Meer liegt nördlich von Deutschland?";"Mittelmeer";"Ostsee und Nordsee";"Atlantik";"Schwarzes Meer";"B";"2";"8";"10";"gewaesser";"Die NORDSEE und OSTSEE liegen nördlich von Deutschland.";""
