frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was bedeutet ein rundes, rotes Schild mit weißem Balken?";"Einfahrt erlaubt";"Einfahrt verboten";"Parken erlaubt";"Schnell fahren";"B";"2";"7";"9";"verkehrsschilder";"EINFAHRT VERBOTEN – hier darfst du nicht hineinfahren!";""
"Was bedeutet ein blaues, rundes Schild mit Fahrrad?";"Fahrradfahren verboten";"Fahrradweg";"Parken";"Fußgängerzone";"B";"2";"7";"9";"verkehrsschilder";"BLAUES FAHRRADSCHILD: Hier ist ein Fahrradweg.";""
"Was ist ein Fußgängerüberweg?";"Ein Parkplatz";"Sicherer Übergang für Fußgänger";"Eine Bushaltestelle";"Ein Radweg";"B";"1";"5";"7";"fussgaenger";"Ein FUSSÄNGERÜBERWEG ist ein sicherer Platz zum Überqueren der Straße.";""
"Was ist ein Gehweg?";"Für Autos";"Weg nur für Fußgänger";"Für Fahrräder";"Für alle";"B";"1";"5";"7";"wege";"Der GEHWEG ist nur für Fußgänger – nicht für Autos oder Fahrräder!";""
"Was ist ein Radweg?";"Für Fußgänger";"Weg für Fahrräder";"Für Autos";"Für Busse";"B";"1";"6";"8";"wege";"Der RADWEG ist für Fahrräder. Oft durch blaue Schilder oder Markierungen gekennzeichnet.";""
"Was ist eine Spielstraße?";"Autobahn";"Bereich, wo Kinder spielen dürfen, Autos nur Schritt fahren";"Parkplatz";"Radweg";"B";"2";"7";"9";"bereiche";"In der SPIELSTRASSE dürfen Kinder spielen. Autos fahren nur Schrittgeschwindigkeit.";""
"Wie schnell dürfen Autos in der Spielstraße fahren?";"50 km/h";"Schrittgeschwindigkeit (ca. 7 km/h)";"30 km/h";"100 km/h";"B";"2";"8";"10";"geschwindigkeit";"In der SPIELSTRASSE gilt SCHRITTGESCHWINDIGKEIT – ca. 5-7 km/h.";""
"Wie schnell darf man in der Stadt normalerweise fahren?";"30 km/h";"50 km/h";"100 km/h";"Unbegrenzt";"B";"2";"8";"10";"geschwindigkeit";"In der Stadt gilt normalerweise TEMPO 50.";""
"Was ist die Höchstgeschwindigkeit auf deutschen Autobahnen?";"100 km/h";"130 km/h Richtgeschwindigkeit, oft unbegrenzt";"50 km/h";"80 km/h";"B";"3";"10";"12";"geschwindigkeit";"Auf Autobahnen: 130 km/h RICHTGESCHWINDIGKEIT, oft kein Tempolimit.";""
"Was ist ein Sicherheitsgurt?";"Ein Gürtel";"Lebensretter im Auto, der dich festhält";"Ein Schmuckstück";"Ein Spielzeug";"B";"1";"5";"7";"sicherheit";"Der SICHERHEITSGURT hält dich bei Unfällen fest und kann Leben retten!";""
"Wer muss sich im Auto anschnallen?";"Nur der Fahrer";"Alle Personen";"Nur Kinder";"Niemand";"B";"1";"5";"7";"sicherheit";"ALLE müssen sich anschnallen – Fahrer und alle Mitfahrer!";""
"Was ist ein Kindersitz?";"Ein normaler Sitz";"Spezieller Sitz für kleine Kinder im Auto";"Ein Spielzeug";"Ein Fahrersitz";"B";"1";"5";"7";"sicherheit";"Der KINDERSITZ schützt kleine Kinder im Auto bei Unfällen.";""
"Bis zu welcher Größe brauchen Kinder einen Kindersitz?";"100 cm";"150 cm oder 12 Jahre";"120 cm";"140 cm";"B";"2";"8";"10";"sicherheit";"Kinder brauchen einen KINDERSITZ bis sie 150 cm groß oder 12 Jahre alt sind.";""
"Was ist ein toter Winkel?";"Ein Winkel in Mathe";"Bereich, den der Fahrer nicht sehen kann";"Ein kaputtes Auto";"Ein Verkehrsschild";"B";"2";"8";"10";"sicherheit";"Der TOTE WINKEL ist der Bereich, den der Fahrer im Spiegel nicht sehen kann.";""
"Warum ist der tote Winkel gefährlich?";"Er ist nicht gefährlich";"Fahrer können dich dort nicht sehen";"Er ist dunkel";"Er ist kalt";"B";"2";"8";"10";"sicherheit";"Im TOTEN WINKEL sieht dich der Fahrer nicht – sehr gefährlich bei LKWs!";""
"Was machst du, wenn ein Einsatzfahrzeug mit Blaulicht kommt?";"Weitergehen";"Platz machen und zur Seite gehen";"Stehenbleiben";"Mitrennen";"B";"1";"6";"8";"verhalten";"Bei BLAULICHT: Platz machen! Rettungsfahrzeuge müssen schnell durch.";""
"Wer darf Blaulicht und Sirene benutzen?";"Alle Autos";"Polizei, Feuerwehr, Krankenwagen";"Niemand";"Nur Busse";"B";"2";"7";"9";"fahrzeuge";"BLAULICHT: Nur Polizei, Feuerwehr, Rettungsdienst und ähnliche.";""
"Was ist eine Einbahnstraße?";"Straße mit zwei Richtungen";"Straße, in der nur in eine Richtung gefahren wird";"Autobahn";"Spielstraße";"B";"2";"7";"9";"strassenarten";"EINBAHNSTRASSE: Hier fahren alle Fahrzeuge nur in EINE Richtung.";""
"Was ist ein Kreisverkehr?";"Ampelkreuzung";"Kreuzung, in der man im Kreis fährt";"Parkplatz";"Bushaltestelle";"B";"2";"8";"10";"kreuzungen";"Im KREISVERKEHR fährt man im Kreis herum. Wer drin ist, hat Vorfahrt!";""
"Wer hat im Kreisverkehr Vorfahrt?";"Wer reinfährt";"Wer schon drin ist";"Der von rechts";"Niemand";"B";"2";"8";"10";"regeln";"Im Kreisverkehr hat Vorfahrt, WER SCHON DRIN IST.";""
"Was ist eine Autobahn?";"Stadtstraße";"Schnellstraße nur für Autos, keine Kreuzungen";"Spielstraße";"Fahrradweg";"B";"2";"7";"9";"strassenarten";"Die AUTOBAHN ist eine Schnellstraße ohne Ampeln und Kreuzungen.";""
"Wer darf auf der Autobahn fahren?";"Fahrräder";"Autos, Motorräder, LKW";"Fußgänger";"Traktoren";"B";"3";"9";"11";"strassenarten";"Auf der AUTOBAHN: Nur Fahrzeuge, die mindestens 60 km/h fahren können.";""
"Was ist ein Führerschein?";"Ein Ausweis";"Erlaubnis zum Fahren von Fahrzeugen";"Ein Fahrzeugpapier";"Eine Versicherung";"B";"2";"8";"10";"dokumente";"Der FÜHRERSCHEIN ist die offizielle Erlaubnis, ein Fahrzeug zu fahren.";""
"Ab welchem Alter darf man Auto fahren lernen?";"14";"17 (begleitet) oder 18 (allein)";"21";"16";"B";"3";"10";"12";"fuehrerschein";"Mit 17 kann man begleitet fahren, mit 18 allein (Klasse B).";""
"Ab welchem Alter darf man Mofa fahren?";"12";"15";"16";"18";"B";"3";"10";"12";"fuehrerschein";"MOFA (bis 25 km/h) darf man ab 15 Jahren fahren.";""
"Was ist ein Fahrradführerschein?";"Echter Führerschein";"Prüfung für Grundschüler über Verkehrsregeln";"Autoführerschein";"Unnötig";"B";"2";"8";"10";"fahrrad";"In der Grundschule lernt man Verkehrsregeln und macht die RADFAHRPRÜFUNG.";""
"Was ist ein Blinker?";"Licht";"Anzeiger für Richtungswechsel";"Bremslicht";"Scheinwerfer";"B";"2";"7";"9";"fahrzeugteile";"Der BLINKER zeigt anderen an, wohin man abbiegen will.";""
"Warum ist Blinken wichtig?";"Sieht cool aus";"Andere wissen, wohin du fährst/abbiegst";"Es ist unnötig";"Macht Spaß";"B";"1";"6";"8";"regeln";"BLINKEN ist wichtig, damit andere wissen, wohin du fahren willst!";""
"Was sind Bremsen?";"Gaspedal";"Vorrichtung zum Anhalten/Verlangsamen";"Licht";"Lenkrad";"B";"1";"6";"8";"fahrzeugteile";"BREMSEN verlangsamen oder stoppen das Fahrzeug.";""
"Was machst du, wenn die Ampel für Fußgänger rot ist?";"Schnell rüberlaufen";"Warten bis sie grün wird";"Ignorieren";"Langsam gehen";"B";"1";"5";"7";"fussgaenger";"Bei ROT für Fußgänger: WARTEN bis es grün wird!";""
"Was ist Ablenkung im Straßenverkehr?";"Aufmerksam sein";"Nicht aufpassen, z.B. wegen Handy";"Gut fahren";"Sicher sein";"B";"2";"8";"10";"sicherheit";"ABLENKUNG (z.B. Handy) ist sehr gefährlich im Straßenverkehr!";""
"Warum ist Handynutzung beim Fahren gefährlich?";"Ist nicht gefährlich";"Man schaut nicht auf die Straße";"Das Handy geht kaputt";"Der Akku wird leer";"B";"2";"8";"10";"sicherheit";"HANDY AM STEUER: Man schaut nicht auf die Straße – sehr gefährlich und verboten!";""
"Was bedeutet 'Zone 30'?";"30 Autos erlaubt";"Höchstgeschwindigkeit 30 km/h";"30 Minuten parken";"30 Meter lang";"B";"2";"7";"9";"geschwindigkeit";"ZONE 30: Hier darf man maximal 30 km/h fahren – oft in Wohngebieten.";""
"Was ist ein Fußgängerampel mit Anforderung?";"Normale Ampel";"Ampel, die man per Knopfdruck aktiviert";"Kaputte Ampel";"Blinkende Ampel";"B";"2";"7";"9";"ampeln";"Bei manchen Ampeln musst du einen KNOPF drücken, damit sie für dich grün wird.";""
"Was machst du, wenn kein Gehweg da ist?";"Auf der Straße gehen";"Am linken Fahrbahnrand gehen, entgegen der Fahrtrichtung";"In der Mitte gehen";"Nach Hause gehen";"B";"2";"8";"10";"fussgaenger";"Ohne Gehweg: Am LINKEN Rand gehen, ENTGEGEN den Autos – so siehst du sie kommen!";""
"Was ist ein Schulweg?";"Jeder Weg";"Der Weg zwischen Zuhause und Schule";"Ein langer Weg";"Ein gefährlicher Weg";"B";"1";"5";"7";"sicherheit";"Der SCHULWEG ist der Weg zur Schule. Er sollte sicher sein!";""
"Was ist ein Schülerlotse?";"Ein Lehrer";"Person, die Kindern hilft, die Straße zu überqueren";"Ein Polizist";"Ein Busfahrer";"B";"1";"6";"8";"sicherheit";"SCHÜLERLOTSEN helfen Kindern, sicher über die Straße zu kommen.";""
"Was bedeutet das Zeichen mit zwei Kindern?";"Spielplatz";"Achtung, Kinder! Langsam fahren";"Schule verboten";"Kinder verboten";"B";"1";"6";"8";"verkehrsschilder";"ACHTUNG KINDER: Hier spielen oder gehen Kinder – besonders vorsichtig fahren!";""
"Was ist öffentlicher Nahverkehr (ÖPNV)?";"Privatautos";"Bus, Bahn, Straßenbahn für alle";"Taxis";"Flugzeuge";"B";"2";"8";"10";"verkehrsmittel";"ÖPNV: Bus, Bahn, Straßenbahn – Verkehrsmittel für alle Menschen.";""
"Was ist eine Bushaltestelle?";"Parkplatz";"Ort, wo der Bus hält";"Tankstelle";"Bahnhof";"B";"1";"6";"8";"verkehrsmittel";"An der BUSHALTESTELLE wartest du auf den Bus.";""
"Wie verhältst du dich an der Bushaltestelle?";"Auf die Straße rennen";"In sicherem Abstand warten";"Den Bus jagen";"Auf die Straße treten";"B";"1";"6";"8";"verhalten";"An der Haltestelle: Mit ABSTAND warten, nicht auf die Straße treten!";""
"Was machst du im Bus?";"Herumrennen";"Festhalten und ruhig sitzen/stehen";"Tanzen";"Schreien";"B";"1";"6";"8";"verhalten";"Im Bus: FESTHALTEN und ruhig bleiben, sonst kann man fallen!";""
"Warum sollte man im Bus einen Sitzplatz für Ältere freimachen?";"Muss man nicht";"Aus Respekt und weil sie es schwerer haben zu stehen";"Weil sie es verlangen";"Weil es Gesetz ist";"B";"2";"7";"9";"verhalten";"HÖFLICHKEIT: Älteren und Schwangeren den Sitzplatz anbieten!";""
"Was ist ein Bahnübergang?";"Ein Bahnhof";"Stelle, wo Straße und Schienen sich kreuzen";"Ein Parkplatz";"Eine Brücke";"B";"2";"7";"9";"besondere_stellen";"Am BAHNÜBERGANG kreuzen sich Straße und Gleise – sehr gefährlich!";""
"Was bedeuten geschlossene Schranken am Bahnübergang?";"Durchfahren";"Anhalten und warten!";"Schnell drüber";"Aussteigen";"B";"1";"6";"8";"besondere_stellen";"Bei geschlossenen SCHRANKEN: NIEMALS durchfahren! Lebensgefahr!";""
"Was ist ein Unfall?";"Geplantes Ereignis";"Ungewolltes schädigendes Ereignis";"Ein Spiel";"Eine Übung";"B";"1";"6";"8";"notfall";"Ein UNFALL ist ein ungewolltes Ereignis, bei dem Menschen verletzt werden können.";""
"Was machst du, wenn du einen Unfall siehst?";"Weitergehen";"Hilfe holen, 112 anrufen wenn nötig";"Filmen";"Lachen";"B";"1";"6";"8";"notfall";"Bei einem Unfall: HILFE HOLEN! Bei Verletzten: 112 anrufen!";""
"Was ist die Notrufnummer in Deutschland?";"110";"112";"113";"911";"B";"1";"5";"7";"notfall";"Die NOTRUFNUMMER für Feuerwehr und Rettungsdienst ist 112.";""
"Was ist 110?";"Feuerwehr";"Polizei-Notruf";"Rettungsdienst";"Pannenhilfe";"B";"2";"7";"9";"notfall";"110 ist die Nummer für die POLIZEI.";""
"Was ist umweltfreundliches Verkehrsverhalten?";"Mit dem Auto überall hin";"Zu Fuß, Fahrrad, Bus oder Bahn fahren";"Immer fliegen";"Motor laufen lassen";"B";"2";"8";"10";"umwelt";"UMWELTFREUNDLICH: Zu Fuß, Fahrrad, Bus, Bahn statt immer Auto fahren!";""
"Was ist ein E-Auto?";"Normales Auto";"Auto mit Elektromotor statt Benzin/Diesel";"Ein Spielzeugauto";"Ein schnelles Auto";"B";"2";"8";"10";"umwelt";"E-AUTOS fahren mit Strom statt Benzin – besser für die Umwelt.";""
"Was ist ein E-Scooter?";"Ein Roller zum Treten";"Elektrischer Tretroller";"Ein Motorrad";"Ein Fahrrad";"B";"2";"8";"10";"verkehrsmittel";"E-SCOOTER sind elektrische Tretroller. In Deutschland ab 14 Jahren erlaubt.";""
"Ab welchem Alter darf man E-Scooter fahren?";"12";"14";"16";"18";"B";"3";"10";"12";"regeln";"E-SCOOTER darf man in Deutschland ab 14 Jahren fahren.";""
"Wo darf man mit dem E-Scooter fahren?";"Auf dem Gehweg";"Auf Radwegen und Straßen";"Überall";"Nur auf Privatgelände";"B";"3";"10";"12";"regeln";"E-SCOOTER: Auf RADWEGEN und STRASSEN, NICHT auf Gehwegen!";""
"Was ist ein Parkschein?";"Ein Führerschein";"Berechtigung zum Parken für eine bestimmte Zeit";"Ein Busticket";"Eine Tankquittung";"B";"2";"8";"10";"parken";"Ein PARKSCHEIN zeigt, wie lange man parken darf und ob man bezahlt hat.";""
"Was ist eine Parkscheibe?";"Ein Parkschein";"Zeigt an, wann man geparkt hat";"Ein Lenkrad";"Ein Reifen";"B";"2";"8";"10";"parken";"Die PARKSCHEIBE zeigt, seit wann man parkt – wichtig bei zeitlich begrenztem Parken.";""
"Was bedeutet 'Parken verboten'?";"Hier darf man parken";"Hier darf man nicht länger stehen";"Hier ist Einfahrt verboten";"Hier ist Durchfahrt verboten";"B";"2";"8";"10";"parken";"PARKEN VERBOTEN: Kurz anhalten ja, aber nicht länger stehen bleiben!";""
"Was bedeutet 'absolutes Halteverbot'?";"Man darf kurz halten";"Man darf hier gar nicht stehen bleiben";"Parken erlaubt";"Nur nachts verboten";"B";"3";"9";"11";"parken";"ABSOLUTES HALTEVERBOT: Nicht mal kurz anhalten erlaubt!";""
"Was ist Fahrerflucht?";"Schnell fahren";"Nach einem Unfall einfach wegfahren";"Im Stau stehen";"Zu langsam fahren";"B";"3";"10";"12";"recht";"FAHRERFLUCHT: Nach einem Unfall wegfahren, ohne sich zu melden – ist strafbar!";""
"Was muss man nach einem Unfall tun?";"Wegfahren";"Anhalten, Verletzte versorgen, Polizei rufen";"Weiterfahren";"Ignorieren";"B";"3";"10";"12";"notfall";"Nach einem Unfall: ANHALTEN, helfen, Polizei/Rettung rufen wenn nötig!";""
"Was ist ein Fahrtenschreiber?";"Ein Buch";"Gerät, das Fahrzeit und Geschwindigkeit aufzeichnet";"Ein Radio";"Ein Navi";"B";"4";"12";"14";"technik";"Der FAHRTENSCHREIBER zeichnet Fahrzeit und Pausen bei LKW auf.";""
"Warum gibt es Lenk- und Ruhezeiten für LKW-Fahrer?";"Gibt es nicht";"Damit Fahrer nicht übermüdet fahren";"Weil LKW langsam sind";"Weil LKW teuer sind";"B";"4";"12";"14";"sicherheit";"LENK- und RUHEZEITEN verhindern, dass müde LKW-Fahrer Unfälle verursachen.";""
"Was ist ein Navigationssystem?";"Ein Kompass";"Elektronische Wegführung zum Ziel";"Ein Radio";"Ein Telefon";"B";"2";"8";"10";"technik";"Das NAVI zeigt den Weg und führt dich zu deinem Ziel.";""
"Was ist ein Stau?";"Freie Fahrt";"Stillstand oder sehr langsamer Verkehr";"Schnelle Fahrt";"Einbahnstraße";"B";"1";"6";"8";"verkehrslage";"Ein STAU ist, wenn viele Fahrzeuge stehen oder nur sehr langsam vorankommen.";""
"Was ist eine Rettungsgasse?";"Parkplatz";"Freie Spur für Rettungsfahrzeuge im Stau";"Ausfahrt";"Einfahrt";"B";"3";"10";"12";"notfall";"Die RETTUNGSGASSE ist eine freie Spur im Stau für Rettungsfahrzeuge. Lebensrettend!";""
"Wie bildet man eine Rettungsgasse?";"Gar nicht";"Links fährt nach links, alle anderen nach rechts";"Alle nach links";"Alle in die Mitte";"B";"3";"10";"12";"notfall";"RETTUNGSGASSE: Linke Spur nach LINKS, alle anderen nach RECHTS ausweichen!";""
