frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was war das Motto der Französischen Revolution?";"Gott, König, Vaterland";"Freiheit, Gleichheit, Brüderlichkeit";"Blut und Eisen";"Einigkeit und Recht";"B";"3";"10";"12";"neuzeit";"LIBERTÉ, ÉGALITÉ, FRATERNITÉ – Freiheit, Gleichheit, Brüderlichkeit.";""
"Wer war Napoleon Bonaparte?";"Ein russischer Zar";"Ein französischer Kaiser und Feldherr";"Ein englischer König";"Ein preußischer General";"B";"3";"10";"12";"neuzeit";"NAPOLEON BONAPARTE wurde französischer Kaiser und eroberte große Teile Europas.";""
"Welche Schlacht beendete Napoleons Herrschaft?";"Stalingrad";"Waterloo";"Verdun";"Austerlitz";"B";"3";"11";"13";"neuzeit";"Die SCHLACHT BEI WATERLOO 1815 beendete Napoleons Herrschaft endgültig.";""
"Was war die Industrielle Revolution?";"Eine politische Revolution";"Übergang von Handarbeit zu Maschinen";"Ein Krieg";"Eine Kunstbewegung";"B";"3";"10";"12";"neuzeit";"Die INDUSTRIELLE REVOLUTION brachte Maschinen, Fabriken und Dampfkraft.";""
"Was erfand James Watt?";"Das Auto";"Die verbesserte Dampfmaschine";"Das Telefon";"Die Glühbirne";"B";"3";"10";"12";"neuzeit";"JAMES WATT verbesserte die Dampfmaschine – Schlüsseltechnologie der Industrialisierung.";""
"Wann wurde das Deutsche Reich gegründet?";"1815";"1871";"1918";"1949";"B";"3";"10";"12";"neuzeit";"Das DEUTSCHE REICH wurde 1871 im Spiegelsaal von Versailles gegründet.";""
"Wer war Otto von Bismarck?";"Ein König";"Der erste Reichskanzler Deutschlands";"Ein Kaiser";"Ein General";"B";"3";"11";"13";"neuzeit";"OTTO VON BISMARCK war der 'Eiserne Kanzler' und vereinte Deutschland.";""
"Wann begann der Erste Weltkrieg?";"1912";"1914";"1916";"1918";"B";"2";"9";"11";"moderne";"Der ERSTE WELTKRIEG begann 1914 (Attentat auf Franz Ferdinand in Sarajevo).";""
"Wann endete der Erste Weltkrieg?";"1916";"1917";"1918";"1919";"C";"2";"9";"11";"moderne";"Der Erste Weltkrieg endete am 11. November 1918.";""
"Was war der Versailler Vertrag?";"Ein Handelsvertrag";"Friedensvertrag nach dem Ersten Weltkrieg";"Ein Bündnis";"Eine Verfassung";"B";"3";"11";"13";"moderne";"Der VERSAILLER VERTRAG 1919 beendete den Ersten Weltkrieg mit harten Bedingungen für Deutschland.";""
"Was war die Weimarer Republik?";"Ein Land";"Erste deutsche Demokratie (1919-1933)";"Ein Königreich";"Ein Kaiserreich";"B";"3";"11";"13";"moderne";"Die WEIMARER REPUBLIK war die erste deutsche Demokratie von 1919 bis 1933.";""
"Wer war Adolf Hitler?";"Ein Künstler";"Diktator Nazi-Deutschlands";"Ein Wissenschaftler";"Ein General";"B";"3";"10";"12";"moderne";"ADOLF HITLER war der nationalsozialistische Diktator, der den Zweiten Weltkrieg auslöste.";""
"Was war der Holocaust?";"Ein Krieg";"Der Völkermord an den Juden";"Eine Schlacht";"Ein Vertrag";"B";"3";"11";"13";"moderne";"Der HOLOCAUST war der systematische Völkermord an 6 Millionen Juden durch die Nazis.";""
"Wann begann der Zweite Weltkrieg?";"1935";"1939";"1941";"1945";"B";"2";"9";"11";"moderne";"Der ZWEITE WELTKRIEG begann am 1. September 1939 mit dem Überfall auf Polen.";""
"Wann endete der Zweite Weltkrieg in Europa?";"1943";"1944";"1945";"1946";"C";"2";"9";"11";"moderne";"Der Zweite Weltkrieg endete in Europa am 8. Mai 1945.";""
"Was war der D-Day?";"Ein Feiertag";"Die alliierte Landung in der Normandie 1944";"Ein deutscher Angriff";"Ein Friedensvertrag";"B";"4";"12";"14";"moderne";"Der D-DAY am 6. Juni 1944 war die alliierte Landung in Frankreich.";""
"Was waren die Atombomben auf Japan?";"Normale Bomben";"Erste Atomwaffeneinsätze in Hiroshima und Nagasaki";"Luftangriffe";"Raketen";"B";"4";"12";"14";"moderne";"Im August 1945 warfen die USA Atombomben auf HIROSHIMA und NAGASAKI.";""
"Was war der Kalte Krieg?";"Ein Winterkrieg";"Konflikt zwischen USA und Sowjetunion ohne direkten Krieg";"Der Erste Weltkrieg";"Der Zweite Weltkrieg";"B";"3";"11";"13";"moderne";"Der KALTE KRIEG war ein Konflikt zwischen den Supermächten USA und UdSSR (1947-1991).";""
"Was war die Berliner Mauer?";"Eine alte Burg";"Mauer, die Berlin von 1961-1989 teilte";"Ein Museum";"Ein Denkmal";"B";"2";"9";"11";"moderne";"Die BERLINER MAUER teilte Berlin von 1961 bis 1989 in Ost und West.";""
"Wann fiel die Berliner Mauer?";"1979";"1989";"1999";"2009";"B";"2";"9";"11";"moderne";"Die Berliner Mauer fiel am 9. November 1989.";""
"Was war die DDR?";"Deutsche Demokratische Republik";"Deutsche Demokratische Republik (sozialistisch)";"Ein Museum";"Ein Denkmal";"B";"3";"10";"12";"moderne";"Die DDR war der sozialistische deutsche Staat im Osten (1949-1990).";""
"Wann wurde Deutschland wiedervereinigt?";"1989";"1990";"1991";"2000";"B";"2";"9";"11";"moderne";"Die DEUTSCHE WIEDERVEREINIGUNG fand am 3. Oktober 1990 statt.";""
"Wer war Martin Luther King Jr.?";"Ein deutscher Reformator";"Ein US-Bürgerrechtler";"Ein Präsident";"Ein Wissenschaftler";"B";"3";"10";"12";"moderne";"MARTIN LUTHER KING JR. kämpfte friedlich für die Rechte der Afroamerikaner.";""
"Wann landeten Menschen erstmals auf dem Mond?";"1959";"1969";"1979";"1989";"B";"2";"8";"10";"moderne";"Die erste MONDLANDUNG war am 20. Juli 1969 (Apollo 11, Neil Armstrong).";""
"Wer war der erste Mensch auf dem Mond?";"Buzz Aldrin";"Neil Armstrong";"Juri Gagarin";"Michael Collins";"B";"2";"8";"10";"moderne";"NEIL ARMSTRONG war der erste Mensch auf dem Mond ('Ein kleiner Schritt...').";""
"Was ist die EU?";"Ein Land";"Europäische Union - Zusammenschluss europäischer Länder";"Eine Bank";"Ein Militärbündnis";"B";"2";"9";"11";"moderne";"Die EUROPÄISCHE UNION ist ein Zusammenschluss von 27 europäischen Ländern.";""
"Wann wurde die EU (EWG) gegründet?";"1947";"1957";"1967";"1977";"B";"4";"12";"14";"moderne";"Die EWG (Vorläufer der EU) wurde 1957 mit den Römischen Verträgen gegründet.";""
"Was ist die UNO?";"Eine Bank";"Die Vereinten Nationen";"Ein Land";"Ein Militärbündnis";"B";"3";"10";"12";"moderne";"Die UNO (Vereinte Nationen) ist eine Organisation für Frieden und Zusammenarbeit.";""
"Wann wurde die UNO gegründet?";"1919";"1945";"1950";"1955";"B";"3";"11";"13";"moderne";"Die UNO wurde 1945 nach dem Zweiten Weltkrieg gegründet.";""
"Was war der Arabische Frühling?";"Eine Jahreszeit";"Protestbewegungen in arabischen Ländern 2010-2012";"Ein Krieg";"Ein Fest";"B";"4";"13";"15";"moderne";"Der ARABISCHE FRÜHLING waren Proteste für Demokratie in mehreren arabischen Ländern.";""
"Was war die Finanzkrise 2008?";"Ein kleiner Einbruch";"Eine weltweite Wirtschaftskrise";"Ein lokales Problem";"Ein Computerfehler";"B";"4";"13";"15";"moderne";"Die FINANZKRISE 2008 war eine weltweite Wirtschaftskrise, ausgelöst durch US-Bankenkrise.";""
"Was ist eine Primärquelle?";"Ein Geschichtsbuch";"Originaldokument aus der Zeit";"Eine Website";"Ein Film";"B";"4";"11";"13";"methodik";"PRIMÄRQUELLEN sind Originaldokumente aus der Zeit (Briefe, Urkunden, Fotos).";""
"Was ist eine Sekundärquelle?";"Originaldokument";"Spätere Analyse von Historikern";"Ein Foto";"Ein Brief";"B";"4";"11";"13";"methodik";"SEKUNDÄRQUELLEN sind spätere Darstellungen und Analysen von Historikern.";""
"Was bedeutet 'v. Chr.'?";"Vor Christus";"Vor Christus - vor dem Jahr 0";"Von Christus";"Vor China";"A";"2";"8";"10";"grundlagen";"V. CHR. = vor Christus. Zeitrechnung vor dem Jahr 0.";""
"Was bedeutet 'n. Chr.'?";"Nach China";"Nach Christus - nach dem Jahr 0";"Neben Christus";"Nur Christus";"B";"2";"8";"10";"grundlagen";"N. CHR. = nach Christus. Zeitrechnung nach dem Jahr 0.";""
"Was ist eine Monarchie?";"Demokratie";"Herrschaft eines Königs oder einer Königin";"Republik";"Diktatur";"B";"3";"9";"11";"politik";"MONARCHIE = Herrschaft eines Monarchen (König, Kaiser, Sultan...).";""
"Was ist eine Republik?";"Monarchie";"Staat ohne König, oft mit gewähltem Oberhaupt";"Diktatur";"Feudalismus";"B";"3";"10";"12";"politik";"Eine REPUBLIK hat keinen König, das Staatsoberhaupt wird oft gewählt.";""
"Was ist eine Diktatur?";"Demokratie";"Herrschaft einer Person mit absoluter Macht";"Monarchie";"Republik";"B";"3";"10";"12";"politik";"Eine DIKTATUR ist die Herrschaft einer Person oder Gruppe mit absoluter Macht.";""
"Was ist Kolonialismus?";"Tourismus";"Beherrschung fremder Länder durch europäische Mächte";"Handel";"Diplomatie";"B";"4";"11";"13";"geschichte";"KOLONIALISMUS: Europäische Mächte beherrschten Gebiete in Afrika, Asien und Amerika.";""
"Was war die Boston Tea Party?";"Eine Teeparty";"Protest gegen britische Steuern in Amerika 1773";"Ein Krieg";"Ein Fest";"B";"4";"11";"13";"geschichte";"Die BOSTON TEA PARTY 1773 war ein Protest, der zur Amerikanischen Revolution führte.";""
"Wann wurde die USA unabhängig?";"1676";"1776";"1876";"1976";"B";"3";"10";"12";"geschichte";"Die USA erklärten am 4. Juli 1776 ihre Unabhängigkeit von Großbritannien.";""
"Wer schrieb die amerikanische Unabhängigkeitserklärung?";"George Washington";"Thomas Jefferson";"Benjamin Franklin";"Abraham Lincoln";"B";"4";"11";"13";"geschichte";"THOMAS JEFFERSON schrieb hauptsächlich die Unabhängigkeitserklärung.";""
"Was war der amerikanische Bürgerkrieg?";"Unabhängigkeitskrieg";"Krieg zwischen Nord- und Südstaaten (1861-1865)";"Erster Weltkrieg";"Revolutionskrieg";"B";"4";"11";"13";"geschichte";"Der AMERIKANISCHE BÜRGERKRIEG (1861-1865) kämpfte auch um die Sklaverei.";""
"Wer war Abraham Lincoln?";"Erster Präsident";"Präsident während des Bürgerkriegs, befreite Sklaven";"General";"Richter";"B";"3";"10";"12";"geschichte";"ABRAHAM LINCOLN war US-Präsident und beendete die Sklaverei in den USA.";""
"Was war die Russische Revolution?";"Eine Kunstbewegung";"Umsturz in Russland 1917";"Ein Krieg";"Ein Vertrag";"B";"4";"12";"14";"moderne";"Die RUSSISCHE REVOLUTION 1917 führte zum Ende des Zarenreichs und zur Sowjetunion.";""
"Wer war Lenin?";"Ein Zar";"Führer der russischen Revolution";"Ein Kaiser";"Ein General";"B";"4";"12";"14";"moderne";"LENIN führte die Bolschewiki in der Russischen Revolution und gründete die Sowjetunion.";""
"Was war die Sowjetunion?";"Ein kleines Land";"Sozialistischer Staat (1922-1991)";"Ein Königreich";"Eine Kolonie";"B";"3";"11";"13";"moderne";"Die SOWJETUNION (UdSSR) war ein sozialistischer Staat unter kommunistischer Führung.";""
"Wer war Mahatma Gandhi?";"Ein Kriegsführer";"Indischer Unabhängigkeitskämpfer (gewaltlos)";"Ein König";"Ein Wissenschaftler";"B";"3";"10";"12";"moderne";"MAHATMA GANDHI führte Indien gewaltlos in die Unabhängigkeit von Großbritannien.";""
"Wer war Nelson Mandela?";"Ein Diktator";"Südafrikanischer Anti-Apartheid-Kämpfer und Präsident";"Ein König";"Ein General";"B";"3";"10";"12";"moderne";"NELSON MANDELA kämpfte gegen die Apartheid und wurde Südafrikas erster schwarzer Präsident.";""
"Was war die Apartheid?";"Gleichberechtigung";"Rassentrennung in Südafrika";"Ein Krieg";"Ein Fest";"B";"4";"11";"13";"moderne";"APARTHEID war die rassistische Trennungspolitik in Südafrika bis 1994.";""
"Wann endete die Apartheid?";"1984";"1994";"2004";"2014";"B";"4";"11";"13";"moderne";"Die Apartheid endete 1994 mit den ersten freien Wahlen in Südafrika.";""
"Was war der 11. September 2001?";"Ein Feiertag";"Terroranschläge in den USA";"Ein Krieg";"Ein Unfall";"B";"3";"11";"13";"moderne";"Am 11. SEPTEMBER 2001 griffen Terroristen das World Trade Center und das Pentagon an.";""
"Was ist Archäologie?";"Buchforschung";"Erforschung der Vergangenheit durch Ausgrabungen";"Sternenforschung";"Tierforschung";"B";"3";"9";"11";"methodik";"ARCHÄOLOGIE erforscht die Vergangenheit durch Ausgrabungen und Funde.";""
"Was ist ein Artefakt?";"Ein modernes Produkt";"Ein von Menschen gemachter Gegenstand aus der Vergangenheit";"Ein natürlicher Fund";"Ein Kunstwerk";"B";"3";"10";"12";"methodik";"Ein ARTEFAKT ist ein menschengemachter Gegenstand aus der Vergangenheit.";""
