frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was ist ein Virus?";"Ein Bakterium";"Winziger Krankheitserreger der Zellen braucht";"Ein Pilz";"Eine Pflanze";"B";"2";"8";"10";"mikrobiologie";"VIREN sind winzig und brauchen lebende Zellen um sich zu vermehren.";""
"Was ist ein Bakterium?";"Ein Virus";"Einzelliger Mikroorganismus";"Ein Pilz";"Ein Tier";"B";"2";"8";"10";"mikrobiologie";"BAKTERIEN sind winzige einzellige Lebewesen - manche nuetzlich manche schaedlich.";""
"Sind alle Bakterien schaedlich?";"Ja alle";"Nein viele sind nuetzlich";"Nur im Koerper";"Nur ausserhalb";"B";"2";"8";"10";"mikrobiologie";"Viele BAKTERIEN sind nuetzlich z.B. im Darm fuer die Verdauung!";""
"Was ist ein Antibiotikum?";"Virus";"Medikament gegen Bakterien";"Vitamin";"Hormon";"B";"3";"10";"12";"medizin";"ANTIBIOTIKA toeten Bakterien - sie wirken NICHT gegen Viren!";""
"Warum wirken Antibiotika nicht gegen Viren?";"Sind zu schwach";"Viren haben anderen Aufbau als Bakterien";"Sind zu stark";"Wirken schon";"B";"4";"11";"13";"medizin";"ANTIBIOTIKA greifen Strukturen an die nur Bakterien haben nicht Viren.";""
"Was ist eine Impfung?";"Medikament";"Training fuer das Immunsystem";"Operation";"Blutabnahme";"B";"2";"8";"10";"medizin";"Eine IMPFUNG trainiert das Immunsystem einen Erreger zu erkennen.";""
"Was ist ein Pilz biologisch?";"Pflanze";"Eigenes Reich zwischen Tier und Pflanze";"Tier";"Bakterie";"B";"3";"10";"12";"pilze";"PILZE sind weder Pflanzen noch Tiere sondern ein eigenes Reich.";""
"Wie ernaehren sich Pilze?";"Photosynthese";"Sie zersetzen organisches Material";"Sie jagen";"Sie trinken nur";"B";"3";"10";"12";"pilze";"Pilze koennen keine Photosynthese - sie ZERSETZEN totes Material.";""
"Was ist Symbiose?";"Kampf";"Zusammenleben zum gegenseitigen Nutzen";"Fressen";"Konkurrenz";"B";"3";"10";"12";"oekologie";"SYMBIOSE ist Zusammenleben bei dem beide Partner profitieren.";""
"Was ist ein Beispiel fuer Symbiose?";"Loewe und Zebra";"Clownfisch und Anemone";"Katze und Maus";"Hai und Robbe";"B";"3";"10";"12";"oekologie";"CLOWNFISCH und ANEMONE schuetzen sich gegenseitig - eine Symbiose!";""
"Was ist Parasitismus?";"Symbiose";"Ein Lebewesen schadet dem anderen";"Zusammenarbeit";"Gleichberechtigung";"B";"3";"10";"12";"oekologie";"Beim PARASITISMUS profitiert einer und schadet dem anderen z.B. Zecke.";""
"Was ist Tarnung bei Tieren?";"Lautstaerke";"Aussehen das vor Feinden schuetzt";"Schnelligkeit";"Groesse";"B";"2";"7";"9";"tiere";"TARNUNG ist Faerbung oder Form die Tiere vor Feinden versteckt.";""
"Was ist Mimikry?";"Tarnung";"Nachahmung anderer gefaehrlicher Tiere";"Verstecken";"Flucht";"B";"4";"11";"13";"tiere";"MIMIKRY ist wenn harmlose Tiere gefaehrliche nachahmen z.B. Schwebfliege wie Wespe.";""
"Was ist ein Regenwald?";"Trockener Wald";"Tropischer Wald mit viel Niederschlag";"Nadelwald";"Wueste";"B";"2";"7";"9";"oekologie";"REGENWAELDER sind tropische Waelder mit sehr viel Regen und Artenvielfalt.";""
"Warum sind Regenwaelder so wichtig?";"Nur fuer Tiere";"Sie produzieren Sauerstoff und speichern CO2";"Nur fuer Holz";"Gar nicht wichtig";"B";"2";"8";"10";"oekologie";"Regenwaelder sind die GRUENE LUNGE der Erde und beheimaten Millionen Arten.";""
"Was ist die Savanne?";"Regenwald";"Grasland mit wenigen Baeumen";"Wueste";"Meer";"B";"2";"8";"10";"oekologie";"Die SAVANNE ist Grasland mit vereinzelten Baeumen - Heimat von Loewen und Elefanten.";""
"Was ist die Tundra?";"Tropischer Wald";"Kalte baumlose Landschaft";"Wueste";"Meer";"B";"3";"9";"11";"oekologie";"Die TUNDRA ist eine kalte baumlose Zone nahe der Polargebiete.";""
"Was ist ein Korallenriff?";"Felsen";"Lebensraum aus winzigen Tieren im Meer";"Insel";"Vulkan";"B";"2";"8";"10";"oekologie";"KORALLENRIFFE werden von winzigen Tieren gebaut und sind voller Leben.";""
"Was bedroht Korallenriffe?";"Zu viele Fische";"Erwaermung und Versauerung der Meere";"Zu viel Sonne";"Zu wenig Salz";"B";"3";"10";"12";"oekologie";"KORALLENBLEICHE entsteht durch zu warmes und saures Wasser.";""
"Was ist Fototropismus?";"Bewegung zu Wasser";"Wachstum von Pflanzen zum Licht";"Bewegung weg vom Licht";"Keine Reaktion";"B";"3";"10";"12";"pflanzen";"FOTOTROPISMUS ist das Wachstum von Pflanzen in Richtung Licht.";""
"Was ist Bestaeubung?";"Saeen";"Uebertragung von Pollen zur Befruchtung";"Giessen";"Ernten";"B";"2";"7";"9";"pflanzen";"BESTAEUBUNG uebertraegt Pollen von Bluete zu Bluete - oft durch Bienen!";""
"Warum sind Bienen so wichtig?";"Nur fuer Honig";"Sie bestaeuben viele Nutzpflanzen";"Nur als Futter";"Gar nicht wichtig";"B";"2";"7";"9";"oekologie";"BIENEN bestaeuben etwa ein Drittel unserer Nahrungspflanzen!";""
"Was ist eine Metamorphose?";"Krankheit";"Verwandlung wie Raupe zu Schmetterling";"Tarnung";"Wachstum";"B";"2";"8";"10";"tiere";"METAMORPHOSE ist die komplette Verwandlung z.B. Raupe zum Schmetterling.";""
"Welche Tiere machen eine Metamorphose?";"Saeugetiere";"Froesche und Schmetterlinge";"Voegel";"Fische";"B";"2";"8";"10";"tiere";"FROESCHE werden von Kaulquappen und SCHMETTERLINGE von Raupen.";""
"Was ist Winterschlaf?";"Normaler Schlaf";"Tiefschlaf um Energie zu sparen";"Tod";"Krankheit";"B";"2";"7";"9";"tiere";"Im WINTERSCHLAF senken Tiere ihre Koerperfunktionen stark um Energie zu sparen.";""
"Welches Tier haelt keinen Winterschlaf?";"Igel";"Eichhoernchen";"Braunbaer";"Murmeltier";"B";"3";"9";"11";"tiere";"EICHHOERNCHEN halten Winterruhe aber keinen echten Winterschlaf!";""
"Was ist der Unterschied zwischen kalt- und warmbluetig?";"Keiner";"Warmbluetige halten ihre Temperatur selbst";"Kaltbluetige sind waermer";"Warmbluetige leben im Wasser";"B";"2";"8";"10";"tiere";"WARMBLUETIGE halten ihre Koerpertemperatur selbst - KALTBLUETIGE nicht.";""
"Welche Tiere sind warmbluetig?";"Schlangen";"Saeugetiere und Voegel";"Fische";"Insekten";"B";"2";"8";"10";"tiere";"SAEUGETIERE und VOEGEL sind warmbluetig alle anderen sind kaltbluetig.";""
"Was ist ein Allesfresser?";"Nur Fleischfresser";"Tier das Pflanzen und Fleisch frisst";"Nur Pflanzenfresser";"Frisst gar nichts";"B";"2";"7";"9";"tiere";"ALLESFRESSER essen sowohl Pflanzen als auch Fleisch - wie Menschen und Baeren.";""
"Was ist ein Carnivore?";"Pflanzenfresser";"Fleischfresser";"Allesfresser";"Insektenfresser";"B";"3";"9";"11";"tiere";"CARNIVOREN sind Fleischfresser wie Loewen und Woelfe.";""
"Was ist ein Herbivore?";"Fleischfresser";"Pflanzenfresser";"Allesfresser";"Insektenfresser";"B";"3";"9";"11";"tiere";"HERBIVOREN sind Pflanzenfresser wie Kuehe und Pferde.";""
"Was ist ein Plankton?";"Grosser Fisch";"Winzige Lebewesen im Wasser";"Hai";"Wal";"B";"3";"9";"11";"oekologie";"PLANKTON sind winzige Lebewesen die im Wasser treiben - Basis der Nahrungskette!";""
"Was produziert den meisten Sauerstoff auf der Erde?";"Baeume";"Meeresalgen und Plankton";"Gras";"Blumen";"B";"4";"11";"13";"oekologie";"MEERESALGEN und PLANKTON produzieren mehr Sauerstoff als alle Waelder!";""
"Was ist eine Art in der Biologie?";"Jedes Tier";"Gruppe die sich untereinander fortpflanzen kann";"Nur Saeugetiere";"Nur Pflanzen";"B";"3";"10";"12";"grundlagen";"Eine ART umfasst Lebewesen die fruchtbare Nachkommen haben koennen.";""
"Was ist ein Hybrid?";"Reinrassiges Tier";"Kreuzung aus zwei Arten";"Klon";"Mutation";"B";"4";"11";"13";"grundlagen";"Ein HYBRID ist eine Kreuzung z.B. Maultier aus Pferd und Esel.";""
"Was ist Klonen?";"Zucht";"Erzeugen genetisch identischer Kopien";"Kreuzung";"Mutation";"B";"4";"12";"14";"genetik";"Beim KLONEN entsteht ein genetisch identisches Lebewesen.";""
"Wie heisst das erste geklonte Saeugetier?";"Bella";"Dolly das Schaf";"Max";"Klara";"B";"4";"11";"13";"genetik";"DOLLY das Schaf war 1996 das erste geklonte Saeugetier.";""
"Was ist CRISPR?";"Chips";"Methode zum Veraendern von Genen";"Medikament";"Virus";"B";"5";"14";"17";"genetik";"CRISPR ist eine Genschere mit der man DNA gezielt veraendern kann.";""
"Was ist ein Stammbaum in der Biologie?";"Familienbaum";"Zeigt Verwandtschaft zwischen Arten";"Echter Baum";"Pflanzenstamm";"B";"3";"10";"12";"evolution";"Ein phylogenetischer STAMMBAUM zeigt die evolutionaere Verwandtschaft.";""
"Von wem stammen Menschen ab?";"Von Affen";"Von gemeinsamen Vorfahren mit Menschenaffen";"Von Fischen";"Von Reptilien";"B";"4";"11";"13";"evolution";"Menschen und MENSCHENAFFEN haben gemeinsame Vorfahren - wir stammen nicht von heutigen Affen ab!";""
