frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was ist Cellulose?";"Protein";"Pflanzlicher Zucker - Hauptbestandteil von Holz";"Fett";"Mineral";"B";"4";"12";"14";"organisch";"CELLULOSE ist ein Polymer aus Zucker - gibt Pflanzen Stabilitaet.";""
"Was ist ein Enzym?";"Metall";"Biologischer Katalysator aus Protein";"Zucker";"Fett";"B";"4";"12";"14";"biochemie";"ENZYME sind Biokatalysatoren die Reaktionen im Koerper beschleunigen.";""
"Was ist ATP?";"Zucker";"Energiewaehrung der Zelle";"Protein";"Fett";"B";"5";"14";"17";"biochemie";"ATP ist die ENERGIEWAEHRUNG der Zellen - wird staendig auf- und abgebaut.";""
"Was ist der Treibhauseffekt?";"Kuehlung";"Erwaermung durch Gase in der Atmosphaere";"Regen";"Wind";"B";"3";"10";"12";"umwelt";"Der TREIBHAUSEFFEKT erwaermt die Erde - CO2 und Methan verstaerken ihn.";""
"Was ist CO2?";"Sauerstoff";"Kohlendioxid - ein Treibhausgas";"Stickstoff";"Wasserstoff";"B";"2";"8";"10";"umwelt";"CO2 ist Kohlendioxid - wir atmen es aus und Pflanzen nehmen es auf.";""
"Was ist Ozon?";"Sauerstoff";"Drei Sauerstoffatome - schuetzt vor UV";"Stickstoff";"Kohlendioxid";"B";"3";"10";"12";"umwelt";"OZON ist O3 - die Ozonschicht schuetzt uns vor UV-Strahlung.";""
"Was ist saurer Regen?";"Normaler Regen";"Regen mit Saeure aus Luftverschmutzung";"Basischer Regen";"Neutraler Regen";"B";"3";"10";"12";"umwelt";"SAURER REGEN entsteht durch Schwefeldioxid und Stickoxide in der Luft.";""
"Wer war Marie Curie?";"Physikerin";"Chemikerin die Radioaktivitaet erforschte";"Biologin";"Mathematikerin";"B";"3";"10";"12";"geschichte";"MARIE CURIE entdeckte Polonium und Radium - zweifache Nobelpreistraegerin!";""
"Was ist Radioaktivitaet?";"Magnetismus";"Zerfall von Atomkernen mit Strahlung";"Elektrizitaet";"Waerme";"B";"4";"12";"14";"radioaktivitaet";"Bei RADIOAKTIVITAET zerfallen instabile Atomkerne und senden Strahlung aus.";""
"Was ist eine Halbwertszeit?";"Ganze Zeit";"Zeit bis Haelfte eines Stoffes zerfallen ist";"Doppelte Zeit";"Keine Zeit";"B";"5";"13";"16";"radioaktivitaet";"Die HALBWERTSZEIT ist die Zeit in der die Haelfte der Atome zerfaellt.";""
"Was ist Elektrolyse?";"Verbrennung";"Zerlegung durch elektrischen Strom";"Filterung";"Destillation";"B";"4";"12";"14";"elektrochemie";"ELEKTROLYSE zerlegt Stoffe mit Strom - z.B. Wasser in Wasserstoff und Sauerstoff.";""
"Wie funktioniert eine Batterie?";"Verbrennung";"Chemische Reaktion erzeugt Strom";"Magnetismus";"Reibung";"B";"3";"10";"12";"elektrochemie";"In BATTERIEN erzeugen chemische Reaktionen elektrischen Strom.";""
"Was ist ein Elektrolyt?";"Isolator";"Stoff der Strom leitet durch Ionen";"Nichtleiter";"Fester Stoff";"B";"4";"12";"14";"elektrochemie";"ELEKTROLYTE leiten Strom weil sie in Ionen zerfallen z.B. Salzwasser.";""
"Was ist Korrosion?";"Haertung";"Zerstoerung von Material durch chemische Reaktion";"Reinigung";"Faerbung";"B";"3";"10";"12";"reaktionen";"KORROSION ist chemischer Angriff - wie Rost bei Eisen.";""
"Was schuetzt vor Korrosion?";"Wasser";"Beschichtung oder Legierung";"Saeure";"Hitze";"B";"3";"10";"12";"reaktionen";"KORROSIONSSCHUTZ durch Lack, Verzinken oder rostfreien Stahl.";""
"Was ist Natriumhydrogencarbonat?";"Gift";"Backpulver - Natron";"Saeure";"Alkohol";"B";"3";"10";"12";"alltagschemie";"NATRON ist Backpulver - reagiert mit Saeure und macht Teig locker.";""
"Warum schaeumen Cola und Mentos?";"Magie";"CO2 wird schnell freigesetzt";"Explosion";"Hitze";"B";"2";"8";"10";"alltagschemie";"MENTOS hat raue Oberflaeche - dort bilden sich schnell CO2-Blasen!";""
