frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was ist Schall?";"Licht";"Schwingungen die wir hoeren";"Waerme";"Elektrizitaet";"B";"2";"8";"10";"physik";"SCHALL sind Schwingungen in der Luft die unser Ohr wahrnimmt.";""
"Wie schnell ist Schall ungefaehr?";"100 m/s";"343 m/s";"1000 m/s";"Lichtgeschwindigkeit";"B";"3";"10";"12";"physik";"Schall ist etwa 343 METER pro Sekunde schnell - viel langsamer als Licht!";""
"Warum sehen wir Blitz vor dem Donner?";"Zufall";"Licht ist schneller als Schall";"Blitz ist lauter";"Donner ist langsamer";"B";"2";"8";"10";"physik";"LICHT ist viel schneller als Schall - darum Blitz vor Donner.";""
"Was ist Lichtgeschwindigkeit?";"100 km/h";"Etwa 300.000 km pro Sekunde";"1000 km/s";"Unendlich";"B";"3";"10";"12";"physik";"Licht ist etwa 300.000 KILOMETER pro Sekunde schnell!";""
"Was ist ein Magnet?";"Elektrischer Leiter";"Gegenstand der Eisen anzieht";"Isolator";"Batterie";"B";"1";"6";"8";"physik";"Ein MAGNET zieht Eisen und einige andere Metalle an.";""
"Was hat jeder Magnet?";"Nur einen Pol";"Einen Nord- und einen Suedpol";"Drei Pole";"Keine Pole";"B";"2";"7";"9";"physik";"Jeder Magnet hat einen NORDPOL und einen SUEDPOL.";""
"Was passiert wenn gleiche Magnetpole aufeinandertreffen?";"Anziehung";"Abstossung";"Nichts";"Explosion";"B";"2";"8";"10";"physik";"Gleiche Pole STOSSEN sich ab, ungleiche ZIEHEN sich an!";""
"Was ist Elektrizitaet?";"Magnetismus";"Fluss von elektrischen Ladungen";"Licht";"Waerme";"B";"2";"8";"10";"physik";"ELEKTRIZITAET ist der Fluss von Elektronen durch einen Leiter.";""
"Was leitet Strom gut?";"Holz";"Metall";"Gummi";"Plastik";"B";"2";"8";"10";"physik";"METALLE leiten Strom gut - sie sind elektrische Leiter.";""
"Was leitet Strom nicht?";"Kupfer";"Gummi und Plastik";"Eisen";"Gold";"B";"2";"8";"10";"physik";"GUMMI und PLASTIK sind Isolatoren - sie leiten keinen Strom.";""
"Was ist ein Stromkreis?";"Nur Batterie";"Geschlossener Weg fuer Strom";"Nur Kabel";"Nur Lampe";"B";"2";"8";"10";"physik";"Ein STROMKREIS ist ein geschlossener Weg durch den Strom fliessen kann.";""
"Was ist ein schwarzes Loch?";"Dunkler Raum";"Extrem starke Schwerkraft im All";"Planet";"Stern";"B";"3";"10";"12";"astronomie";"Ein SCHWARZES LOCH hat so starke Schwerkraft dass nichts entkommt - nicht mal Licht!";""
"Was ist eine Galaxie?";"Ein Planet";"Riesige Ansammlung von Sternen";"Ein Stern";"Ein Mond";"B";"2";"8";"10";"astronomie";"Eine GALAXIE enthaelt Milliarden Sterne - unsere heisst Milchstrasse.";""
"Wie heisst unsere Galaxie?";"Andromeda";"Milchstrasse";"Orion";"Sonnensystem";"B";"2";"8";"10";"astronomie";"Unsere Galaxie heisst MILCHSTRASSE mit etwa 200 Milliarden Sternen.";""
"Was ist ein Komet?";"Planet";"Eisiger Koerper mit Schweif";"Stern";"Mond";"B";"2";"9";"11";"astronomie";"KOMETEN sind eisige Koerper die nahe der Sonne einen Schweif bilden.";""
"Was ist ein Asteroid?";"Planet";"Felsiger Koerper im All";"Stern";"Komet";"B";"2";"9";"11";"astronomie";"ASTEROIDEN sind felsige Koerper die um die Sonne kreisen.";""
"Was ist ein Meteor?";"Stern";"Leuchterscheinung wenn Gestein verbrennt";"Planet";"Komet";"B";"2";"9";"11";"astronomie";"Ein METEOR ist das Leuchten wenn Gestein in der Atmosphaere verbrennt - Sternschnuppe!";""
"Was ist ein Meteorit?";"Sternschnuppe";"Gestein das auf die Erde faellt";"Komet";"Asteroid";"B";"3";"10";"12";"astronomie";"Ein METEORIT ist ein Gestein aus dem All das die Erde erreicht.";""
"Was ist die Atmosphaere?";"Wasser";"Lufthuelle um die Erde";"Boden";"Weltraum";"B";"2";"8";"10";"erde";"Die ATMOSPHAERE ist die Lufthuelle die unsere Erde umgibt.";""
"Woraus besteht die Atmosphaere hauptsaechlich?";"Sauerstoff";"Stickstoff etwa 78 Prozent";"Kohlendioxid";"Wasserstoff";"B";"3";"10";"12";"erde";"Die Atmosphaere besteht zu 78% aus STICKSTOFF und 21% Sauerstoff.";""
"Was schuetzt uns vor UV-Strahlung?";"Wolken";"Die Ozonschicht";"Der Mond";"Die Sonne";"B";"3";"10";"12";"erde";"Die OZONSCHICHT filtert schaedliche UV-Strahlung der Sonne.";""
"Was ist der Treibhauseffekt?";"Kuehlung";"Erwaermung durch Gase in der Atmosphaere";"Regen";"Wind";"B";"3";"10";"12";"klima";"TREIBHAUSEFFEKT: Gase wie CO2 halten Waerme in der Atmosphaere.";""
"Was ist Klimawandel?";"Wetterwechsel";"Langfristige Veraenderung des Klimas";"Jahreszeiten";"Taegliches Wetter";"B";"3";"10";"12";"klima";"KLIMAWANDEL ist die langfristige Veraenderung der durchschnittlichen Temperaturen.";""
"Was ist der Unterschied zwischen Wetter und Klima?";"Keiner";"Wetter ist kurzfristig, Klima langfristig";"Klima ist taegich";"Wetter ist jaehrlich";"B";"3";"10";"12";"klima";"WETTER ist heute, KLIMA ist der Durchschnitt ueber viele Jahre.";""
"Was ist ein Fossil?";"Lebender Organismus";"Versteinerter Ueberrest von Lebewesen";"Mineral";"Kristall";"B";"2";"8";"10";"geologie";"FOSSILIEN sind versteinerte Ueberreste oder Abdrücke von Lebewesen.";""
"Was waren Dinosaurier?";"Saeugetiere";"Ausgestorbene Reptilien";"Voegel";"Fische";"B";"2";"7";"9";"biologie";"DINOSAURIER waren Reptilien die vor 66 Millionen Jahren ausstarben.";""
"Was ist ein Vulkan?";"Berg ohne Lava";"Berg aus dem Lava austritt";"Tal";"Fluss";"B";"1";"6";"8";"geologie";"Ein VULKAN ist ein Berg aus dem heisse Lava und Asche austreten kann.";""
"Was ist Lava?";"Kaltes Gestein";"Geschmolzenes Gestein aus Vulkanen";"Wasser";"Gas";"B";"1";"6";"8";"geologie";"LAVA ist heisses fluessiges Gestein das aus Vulkanen kommt.";""
"Was ist ein Erdbeben?";"Wind";"Erschuetterung der Erde";"Regen";"Sturm";"B";"2";"7";"9";"geologie";"Ein ERDBEBEN ist wenn sich die Erdplatten bewegen und die Erde bebt.";""
"Was sind tektonische Platten?";"Teller";"Grosse bewegliche Teile der Erdkruste";"Berge";"Meere";"B";"3";"10";"12";"geologie";"TEKTONISCHE PLATTEN sind riesige Teile der Erdkruste die sich langsam bewegen.";""
"Was ist der Erdkern?";"Aeussere Schicht";"Heisses Zentrum der Erde";"Atmosphaere";"Erdkruste";"B";"3";"9";"11";"geologie";"Der ERDKERN ist das heisse Zentrum der Erde aus Eisen und Nickel.";""
"Was ist die wissenschaftliche Methode?";"Raten";"Systematisches Vorgehen zur Erkenntnisgewinnung";"Glauben";"Meinungen";"B";"3";"10";"12";"grundlagen";"Die WISSENSCHAFTLICHE METHODE: Beobachten, Hypothese, Experiment, Auswerten.";""
"Was ist Peer Review?";"Noten geben";"Wissenschaftler pruefen Arbeiten anderer";"Teamarbeit";"Wettbewerb";"B";"4";"13";"15";"grundlagen";"Beim PEER REVIEW pruefen Experten wissenschaftliche Arbeiten vor Veroeffentlichung.";""
"Was ist ein Labor?";"Schule";"Raum fuer wissenschaftliche Experimente";"Buecherei";"Buero";"B";"1";"6";"8";"grundlagen";"Ein LABOR ist ein spezieller Raum fuer Experimente und Forschung.";""
"Was bedeutet reproduzierbar?";"Einmalig";"Kann wiederholt werden mit gleichem Ergebnis";"Zufaellig";"Geheim";"B";"4";"12";"14";"grundlagen";"REPRODUZIERBAR bedeutet andere koennen das Experiment wiederholen.";""
"Was ist der Nobelpreis?";"Sportpreis";"Hoechste wissenschaftliche Auszeichnung";"Kunstpreis";"Musikpreis";"B";"3";"10";"12";"wissenschaft";"Der NOBELPREIS ist die wichtigste Auszeichnung fuer Wissenschaft und Frieden.";""
"Wer war Stephen Hawking?";"Chemiker";"Beruemter Physiker und Kosmologe";"Biologe";"Mathematiker";"B";"3";"10";"12";"wissenschaftler";"STEPHEN HAWKING erforschte schwarze Loecher und das Universum.";""
"Was ist der Urknall?";"Explosion";"Theorie zur Entstehung des Universums";"Planet";"Stern";"B";"3";"10";"12";"astronomie";"Der URKNALL war der Beginn von Raum und Zeit vor etwa 14 Milliarden Jahren.";""
"Wie alt ist das Universum ungefaehr?";"1 Milliarde Jahre";"14 Milliarden Jahre";"100 Milliarden Jahre";"1 Million Jahre";"B";"4";"11";"13";"astronomie";"Das Universum ist etwa 13,8 MILLIARDEN Jahre alt.";""
