frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Wann war der Boersencrash der Weltwirtschaftskrise?";"1919";"1929";"1939";"1949";"B";"4";"12";"14";"moderne";"Der BOERSENCRASH 1929 loeste die Weltwirtschaftskrise aus.";""
"Wann kam Hitler an die Macht?";"1923";"1933";"1939";"1945";"B";"4";"11";"13";"deutschland";"HITLER wurde am 30. Januar 1933 Reichskanzler.";""
"Was war der Nationalsozialismus?";"Demokratie";"Rassistische Diktatur in Deutschland";"Kommunismus";"Monarchie";"B";"4";"11";"13";"deutschland";"Der NATIONALSOZIALISMUS war eine verbrecherische Diktatur.";""
"Wann begann der Zweite Weltkrieg?";"1933";"1939";"1941";"1945";"B";"3";"10";"12";"weltkriege";"Der ZWEITE WELTKRIEG begann am 1. September 1939 mit dem Angriff auf Polen.";""
"Wann endete der Zweite Weltkrieg in Europa?";"1943";"1944";"1945";"1946";"C";"3";"10";"12";"weltkriege";"Der Zweite Weltkrieg endete in Europa am 8. Mai 1945.";""
"Was war der Holocaust?";"Ein Krieg";"Voelkermord an Juden und anderen";"Eine Schlacht";"Eine Revolution";"B";"4";"12";"14";"weltkriege";"Der HOLOCAUST war der systematische Voelkermord an sechs Millionen Juden.";""
"Was war D-Day?";"Ein Feiertag";"Landung der Alliierten in der Normandie 1944";"Kriegsende";"Kriegsbeginn";"B";"4";"12";"14";"weltkriege";"Am D-DAY 6. Juni 1944 landeten die Alliierten in Frankreich.";""
"Was war der Kalte Krieg?";"Heisser Krieg";"Konflikt zwischen USA und UdSSR ohne direkte Kaempfe";"Buergerkrieg";"Weltkrieg";"B";"3";"10";"12";"moderne";"Der KALTE KRIEG war ein Konflikt der Supermächte ohne direkte Kaempfe.";""
"Wann wurde die DDR gegruendet?";"1945";"1949";"1961";"1989";"B";"3";"10";"12";"deutschland";"Die DDR wurde am 7. Oktober 1949 gegruendet.";""
"Wann wurde die Bundesrepublik gegruendet?";"1945";"1949";"1961";"1990";"B";"3";"10";"12";"deutschland";"Die BUNDESREPUBLIK wurde am 23. Mai 1949 gegruendet.";""
"Wann wurde die Berliner Mauer gebaut?";"1949";"1961";"1989";"1990";"B";"3";"10";"12";"deutschland";"Die BERLINER MAUER wurde am 13. August 1961 gebaut.";""
"Wann fiel die Berliner Mauer?";"1985";"1987";"1989";"1991";"C";"2";"8";"10";"deutschland";"Die BERLINER MAUER fiel am 9. November 1989!";""
"Wann wurde Deutschland wiedervereinigt?";"1989";"1990";"1991";"1992";"B";"2";"8";"10";"deutschland";"Die DEUTSCHE WIEDERVEREINIGUNG war am 3. Oktober 1990.";""
"Wer war Konrad Adenauer?";"DDR-Fuehrer";"Erster Bundeskanzler der BRD";"Kaiser";"Praesident";"B";"3";"10";"12";"deutschland";"KONRAD ADENAUER war der erste Bundeskanzler 1949-1963.";""
"Wer war Willy Brandt?";"CDU-Politiker";"SPD-Kanzler mit Ostpolitik";"DDR-Chef";"Kaiser";"B";"4";"11";"13";"deutschland";"WILLY BRANDT war SPD-Kanzler und bekam den Friedensnobelpreis.";""
"Wer war Helmut Kohl?";"Erster Kanzler";"Kanzler der Wiedervereinigung";"DDR-Chef";"Praesident";"B";"3";"10";"12";"deutschland";"HELMUT KOHL war der Kanzler der deutschen Wiedervereinigung.";""
"Wer war Angela Merkel?";"Erste Kanzlerin";"Erste deutsche Bundeskanzlerin";"Praesidentin";"Koenigin";"B";"2";"8";"10";"deutschland";"ANGELA MERKEL war 2005-2021 die erste Bundeskanzlerin Deutschlands.";""
"Was ist die EU?";"Ein Land";"Europaeische Staatengemeinschaft";"Eine Waehrung";"Ein Kontinent";"B";"2";"8";"10";"moderne";"Die EUROPAEISCHE UNION ist ein Zusammenschluss europaeischer Staaten.";""
"Wann wurde die EU gegruendet?";"1957";"1992";"2002";"1945";"B";"4";"11";"13";"moderne";"Die EU wurde 1992 durch den Vertrag von Maastricht gegruendet.";""
"Was war die Mondlandung?";"Ein Film";"Erste Menschen auf dem Mond 1969";"Eine Legende";"Ein Traum";"B";"2";"8";"10";"moderne";"Am 20. Juli 1969 betraten ARMSTRONG und ALDRIN als erste den Mond.";""
"Wer war der erste Mensch auf dem Mond?";"Buzz Aldrin";"Neil Armstrong";"Juri Gagarin";"John Glenn";"B";"2";"8";"10";"moderne";"NEIL ARMSTRONG war der erste Mensch auf dem Mond.";""
"Wer war der erste Mensch im Weltraum?";"Neil Armstrong";"Juri Gagarin";"John Glenn";"Buzz Aldrin";"B";"3";"10";"12";"moderne";"JURI GAGARIN aus der UdSSR war 1961 der erste Mensch im All.";""
"Was war die Sowjetunion?";"Russland";"Kommunistischer Staat 1922-1991";"Kaiserreich";"Demokratie";"B";"3";"10";"12";"moderne";"Die SOWJETUNION war ein kommunistischer Staat der 1991 zerfiel.";""
"Wer war Martin Luther King Jr.?";"Reformator";"US-Buergerrechtler";"Praesident";"Musiker";"B";"3";"10";"12";"moderne";"MARTIN LUTHER KING JR. kaempfte fuer Gleichberechtigung in den USA.";""
"Was war die Apartheid?";"Demokratie";"Rassentrennung in Suedafrika";"Religion";"Revolution";"B";"4";"12";"14";"moderne";"APARTHEID war die rassistische Trennung in Suedafrika bis 1994.";""
"Wer war Nelson Mandela?";"US-Praesident";"Suedafrikanischer Freiheitskaempfer und Praesident";"Koenig";"Diktator";"B";"3";"10";"12";"moderne";"NELSON MANDELA kaempfte gegen Apartheid und wurde Praesident.";""
"Wer war Mahatma Gandhi?";"Kriegsherr";"Indischer Freiheitskaempfer fuer Gewaltlosigkeit";"Kaiser";"Diktator";"B";"3";"10";"12";"moderne";"GANDHI fuehrte Indien gewaltlos in die Unabhaengigkeit.";""
"Wann wurde Israel gegruendet?";"1918";"1948";"1967";"1990";"B";"4";"12";"14";"moderne";"Der Staat ISRAEL wurde am 14. Mai 1948 gegruendet.";""
"Was war der Vietnamkrieg?";"Weltkrieg";"Konflikt in Suedostasien 1955-1975";"Buergerkrieg in Europa";"Kalter Krieg";"B";"4";"12";"14";"moderne";"Der VIETNAMKRIEG dauerte von 1955 bis 1975.";""
"Was ist die UNO?";"Ein Land";"Vereinte Nationen - internationale Organisation";"Eine Armee";"Ein Buendnis";"B";"3";"10";"12";"moderne";"Die UNO ist die Weltorganisation fuer Frieden und Zusammenarbeit.";""
"Wann wurde die UNO gegruendet?";"1918";"1945";"1950";"1990";"B";"4";"11";"13";"moderne";"Die VEREINTEN NATIONEN wurden 1945 nach dem Zweiten Weltkrieg gegruendet.";""
"Was ist die NATO?";"Handelsbuendnis";"Militaerbuendnis westlicher Staaten";"UNO";"EU";"B";"4";"11";"13";"moderne";"Die NATO ist ein Militaerbuendnis gegründet 1949.";""
"Was geschah am 11. September 2001?";"Mauerfall";"Terroranschlaege in den USA";"Mondlandung";"Wiedervereinigung";"B";"3";"10";"12";"moderne";"Am 11. SEPTEMBER 2001 gab es Terroranschlaege auf die USA.";""
"Wer war Kleopatra?";"Griechische Goettin";"Letzte Pharaonin Aegyptens";"Roemische Kaiserin";"Persische Koenigin";"B";"3";"9";"11";"antike";"KLEOPATRA VII. war die letzte Pharaonin des alten Aegypten.";""
"Wer war Karl der Grosse?";"Roemischer Kaiser";"Frenkischer Kaiser um 800";"Griechischer Koenig";"Aegyptischer Pharao";"B";"3";"10";"12";"mittelalter";"KARL DER GROSSE war um 800 Kaiser des Frankenreichs.";""
"Wer war Friedrich der Grosse?";"Oesterreichischer Kaiser";"Preussischer Koenig";"Russischer Zar";"Franzoesischer Koenig";"B";"4";"11";"13";"neuzeit";"FRIEDRICH DER GROSSE war Koenig von Preussen 1740-1786.";""
"Was ist ein Pharao?";"Griechischer Gott";"Aegyptischer Herrscher";"Roemischer Kaiser";"Persischer Koenig";"B";"1";"6";"8";"antike";"PHARAO war der Titel der aegyptischen Koenige.";""
"Was ist ein Kaiser?";"Koenig";"Hoechster Herrscher";"Soldat";"Priester";"B";"2";"7";"9";"grundlagen";"Ein KAISER ist der hoechste Herrscher ueber ein Reich.";""
"Was ist eine Monarchie?";"Demokratie";"Herrschaft eines Koenigs oder Kaisers";"Republik";"Diktatur";"B";"3";"9";"11";"politik";"Eine MONARCHIE ist eine Staatsform mit Koenig oder Kaiser.";""
"Was ist eine Republik?";"Monarchie";"Staat ohne Koenig";"Diktatur";"Kaiserreich";"B";"3";"9";"11";"politik";"Eine REPUBLIK ist ein Staat ohne Koenig - das Volk waehlt.";""
"Was ist eine Diktatur?";"Demokratie";"Alleinherrschaft mit Gewalt";"Monarchie";"Republik";"B";"3";"10";"12";"politik";"Eine DIKTATUR ist eine Herrschaft mit Zwang ohne freie Wahlen.";""
"Was ist ein Zeitzeuge?";"Historiker";"Jemand der ein Ereignis selbst erlebt hat";"Autor";"Lehrer";"B";"2";"8";"10";"grundlagen";"Ein ZEITZEUGE hat ein historisches Ereignis selbst erlebt.";""
"Was ist ein Artefakt?";"Naturobjekt";"Von Menschen gemachter historischer Gegenstand";"Tier";"Pflanze";"B";"3";"10";"12";"grundlagen";"Ein ARTEFAKT ist ein historischer Gegenstand von Menschenhand.";""
"Was ist Archaeologie?";"Sternenkunde";"Ausgrabung und Erforschung alter Kulturen";"Medizin";"Biologie";"B";"2";"8";"10";"grundlagen";"ARCHAEOLOGIE erforscht alte Kulturen durch Ausgrabungen.";""
"Was bedeutet vor Christus (v. Chr.)?";"Nach Jesus Geburt";"Zeit vor Jesus Geburt";"Mittelalter";"Neuzeit";"B";"2";"8";"10";"zeitrechnung";"V. CHR. bedeutet vor der Geburt von Jesus Christus.";""
"Was bedeutet nach Christus (n. Chr.)?";"Vor Jesus Geburt";"Zeit nach Jesus Geburt";"Antike";"Urzeit";"B";"2";"8";"10";"zeitrechnung";"N. CHR. bedeutet nach der Geburt von Jesus Christus.";""
"Was ist ein Jahrhundert?";"10 Jahre";"100 Jahre";"1000 Jahre";"50 Jahre";"B";"2";"7";"9";"zeitrechnung";"Ein JAHRHUNDERT sind 100 Jahre.";""
"Was ist ein Jahrtausend?";"100 Jahre";"500 Jahre";"1000 Jahre";"10000 Jahre";"C";"2";"7";"9";"zeitrechnung";"Ein JAHRTAUSEND sind 1000 Jahre.";""
"In welchem Jahrhundert leben wir?";"20.";"21.";"22.";"19.";"B";"2";"8";"10";"zeitrechnung";"Wir leben im 21. JAHRHUNDERT (seit dem Jahr 2000).";""
