frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Wer ist Banksy?";"Maler aus der Renaissance";"Anonymer Street Art Kuenstler";"Bildhauer";"Fotograf";"B";"3";"10";"12";"kuenstler";"BANKSY ist ein beruehmter anonymer Street Art Kuenstler aus England.";""
"Was ist Impressionismus?";"Realistische Kunst";"Kunststil der Licht und Eindruecke einfaengt";"Abstrakte Kunst";"Mittelalterliche Kunst";"B";"3";"10";"12";"epochen";"IMPRESSIONISMUS fing Lichtmomente ein - Monet, Renoir, Degas.";""
"Wer war Claude Monet?";"Bildhauer";"Begruender des Impressionismus";"Architekt";"Fotograf";"B";"3";"10";"12";"kuenstler";"CLAUDE MONET war ein franzoesischer Maler und Begruender des Impressionismus.";""
"Was ist Expressionismus?";"Realistische Darstellung";"Kunst die Gefuehle ausdrueckt";"Fotorealismus";"Klassische Kunst";"B";"3";"11";"13";"epochen";"EXPRESSIONISMUS zeigt innere Gefuehle - oft mit starken Farben und Formen.";""
"Was ist Surrealismus?";"Realistische Kunst";"Kunst mit traumhaften unwirklichen Szenen";"Impressionismus";"Klassische Kunst";"B";"3";"11";"13";"epochen";"SURREALISMUS zeigt traumhafte unwirkliche Welten - Dali, Magritte.";""
"Wer war Salvador Dali?";"Impressionist";"Surrealistischer Maler";"Bildhauer";"Architekt";"B";"3";"10";"12";"kuenstler";"SALVADOR DALI war ein spanischer Surrealist mit schmelzenden Uhren.";""
"Was ist Kubismus?";"Runde Formen";"Kunst mit geometrischen Formen und vielen Blickwinkeln";"Realismus";"Impressionismus";"B";"4";"11";"13";"epochen";"KUBISMUS zeigt Objekte aus mehreren Blickwinkeln gleichzeitig - Picasso, Braque.";""
"Was ist Pop Art?";"Alte Kunst";"Kunst mit Motiven aus der Populaerkultur";"Klassische Kunst";"Religiose Kunst";"B";"3";"10";"12";"epochen";"POP ART zeigt Alltagsgegenstande und Stars - Andy Warhol, Roy Lichtenstein.";""
"Wer war Andy Warhol?";"Impressionist";"Pop Art Kuenstler";"Bildhauer";"Architekt";"B";"3";"10";"12";"kuenstler";"ANDY WARHOL war ein amerikanischer Pop Art Kuenstler - beruehmt fuer Suppendosen und Marilyn.";""
"Was ist die Renaissance?";"Moderne Kunst";"Wiedergeburt der antiken Kunst ab 1400";"Impressionismus";"Surrealismus";"B";"3";"10";"12";"epochen";"Die RENAISSANCE war die Wiedergeburt antiker Kunst in Italien ab etwa 1400.";""
"Was ist Barock?";"Schlichte Kunst";"Prunkvoller Kunststil mit viel Bewegung";"Moderne Kunst";"Steinzeitkunst";"B";"4";"11";"13";"epochen";"BAROCK ist prunkvoll und dramatisch - viel Gold, Bewegung, Licht und Schatten.";""
"Was ist Jugendstil?";"Alte Kunst";"Kunststil um 1900 mit geschwungenen Linien";"Kubismus";"Pop Art";"B";"4";"11";"13";"epochen";"JUGENDSTIL oder Art Nouveau zeigt geschwungene pflanzliche Formen um 1900.";""
"Was ist ein Selbstportrait?";"Bild einer anderen Person";"Bild das ein Kuenstler von sich selbst malt";"Landschaft";"Stillleben";"B";"2";"7";"9";"genres";"Ein SELBSTPORTRAIT ist ein Bild das der Kuenstler von sich selbst gemalt hat.";""
"Wer malte viele Selbstportraits mit abgeschnittenem Ohr?";"Picasso";"Van Gogh";"Monet";"Dali";"B";"3";"9";"11";"kuenstler";"VINCENT VAN GOGH malte viele Selbstportraits - eines nach dem er sich das Ohr abschnitt.";""
"Was ist ein Fresko?";"Staffelei-Malerei";"Malerei auf frischem Wandputz";"Oelmalerei";"Aquarell";"B";"4";"11";"13";"techniken";"Ein FRESKO ist Malerei direkt auf feuchten Putz - wie in der Sixtinischen Kapelle.";""
"Was bedeutet Chiaroscuro?";"Bunt";"Starker Hell-Dunkel-Kontrast";"Nur helle Farben";"Nur dunkle Farben";"B";"5";"13";"16";"techniken";"CHIAROSCURO ist der starke Kontrast zwischen Licht und Schatten - Caravaggio war Meister darin.";""
"Wer war Rembrandt?";"Spanischer Maler";"Hollaendischer Meister des Barocks";"Italienischer Bildhauer";"Franzoesischer Impressionist";"B";"3";"10";"12";"kuenstler";"REMBRANDT war ein hollaendischer Maler bekannt fuer Licht-Schatten-Effekte.";""
"Was ist die Uffizien?";"Ein Schloss";"Beruehmtes Kunstmuseum in Florenz";"Eine Kirche";"Ein Theater";"B";"3";"10";"12";"museen";"Die UFFIZIEN in Florenz gehoeren zu den aeltesten Kunstmuseen der Welt.";""
"Was ist das MoMA?";"Museum fuer alte Kunst";"Museum of Modern Art in New York";"Musikmuseum";"Naturkundemuseum";"B";"3";"10";"12";"museen";"Das MoMA in New York zeigt moderne und zeitgenoessische Kunst.";""
"Was ist die Tate Modern?";"Altes Museum";"Modernes Kunstmuseum in London";"Schloss";"Theater";"B";"3";"10";"12";"museen";"Die TATE MODERN in London zeigt moderne Kunst in einem alten Kraftwerk.";""
"Was ist ein Triptychon?";"Einzelbild";"Dreiteiliges Kunstwerk";"Skulptur";"Mosaik";"B";"4";"12";"14";"formen";"Ein TRIPTYCHON ist ein Bild aus drei zusammengehoerenden Teilen.";""
"Was ist ein Diptychon?";"Dreiteilig";"Zweiteiliges Kunstwerk";"Vierteilig";"Einteilig";"B";"4";"12";"14";"formen";"Ein DIPTYCHON besteht aus zwei zusammengehoerenden Bildtafeln.";""
"Was ist eine Installation?";"Gemalde";"Begehbares dreidimensionales Kunstwerk";"Skulptur";"Zeichnung";"B";"4";"12";"14";"genres";"Eine INSTALLATION ist ein raumfuellendes Kunstwerk das man oft betreten kann.";""
"Was ist Performance-Kunst?";"Gemalde";"Kunst bei der der Kuenstler selbst agiert";"Skulptur";"Fotografie";"B";"4";"13";"15";"genres";"Bei PERFORMANCE-KUNST ist die Handlung des Kuenstlers das Kunstwerk.";""
"Was ist Fotorealismus?";"Abstrakte Kunst";"Malerei die wie ein Foto aussieht";"Impressionismus";"Expressionismus";"B";"3";"11";"13";"epochen";"FOTOREALISMUS zeigt Bilder die so detailliert sind wie Fotografien.";""
"Was ist Minimalismus?";"Viele Details";"Kunst mit sehr wenigen einfachen Elementen";"Barock";"Surrealismus";"B";"4";"12";"14";"epochen";"MINIMALISMUS reduziert auf das Wesentliche - wenige Farben und Formen.";""
"Was ist digitale Kunst?";"Oelmalerei";"Kunst die am Computer erstellt wird";"Aquarell";"Skulptur";"B";"2";"8";"10";"genres";"DIGITALE KUNST wird mit Computer und Software erstellt.";""
"Was ist ein NFT in der Kunst?";"Physisches Bild";"Digitales Kunstwerk mit Echtheitszertifikat";"Skulptur";"Fresko";"B";"4";"13";"16";"modern";"NFTs sind digitale Kunstwerke deren Einzigartigkeit auf der Blockchain bestaetigt wird.";""
"Was ist ein Farbverlauf?";"Eine Farbe";"Uebergang von einer Farbe zur anderen";"Kontrast";"Rahmen";"B";"2";"7";"9";"techniken";"Ein FARBVERLAUF zeigt den sanften Uebergang zwischen zwei Farben.";""
"Was bedeutet lasieren?";"Dick auftragen";"Duenne transparente Farbschichten auftragen";"Schnell malen";"Farbe mischen";"B";"4";"12";"14";"techniken";"LASIEREN bedeutet duenne durchsichtige Farbschichten uebereinander zu legen.";""
"Was ist ein Goldener Schnitt?";"Goldfarbe";"Harmonisches Teilungsverhaeltnis in der Kunst";"Goldrahmen";"Goldene Farbe";"B";"4";"12";"14";"grundlagen";"Der GOLDENE SCHNITT ist ein ideales Verhaeltnis das als besonders harmonisch gilt.";""
"Was ist eine Vorstudie?";"Fertiges Bild";"Vorbereitende Skizze fuer ein Kunstwerk";"Kopie";"Faelschung";"B";"3";"10";"12";"grundlagen";"Eine VORSTUDIE ist eine Skizze zur Vorbereitung auf das fertige Werk.";""
"Was ist eine Kopie in der Kunst?";"Original";"Nachahmung eines Kunstwerks";"Skizze";"Entwurf";"B";"2";"8";"10";"grundlagen";"Eine KOPIE ist eine Nachahmung eines bestehenden Kunstwerks zum Lernen.";""
"Was ist eine Kunstfaelschung?";"Kopie zum Lernen";"Betruegerische Nachahmung als Original verkauft";"Skizze";"Entwurf";"B";"3";"10";"12";"grundlagen";"Eine FAELSCHUNG ist eine Kopie die betruegerisch als Original verkauft wird.";""
"Wer war Frida Kahlo?";"Franzoesische Impressionistin";"Mexikanische Malerin bekannt fuer Selbstportraits";"Deutsche Bildhauerin";"Italienische Kuenstlerin";"B";"3";"10";"12";"kuenstler";"FRIDA KAHLO war eine mexikanische Malerin bekannt fuer emotionale Selbstportraits.";""
"Wer war Albrecht Duerer?";"Franzoesischer Maler";"Deutscher Renaissancekuenstler";"Italienischer Bildhauer";"Spanischer Maler";"B";"3";"11";"13";"kuenstler";"ALBRECHT DUERER war ein deutscher Kuenstler der Renaissance bekannt fuer Holzschnitte.";""
"Was malte Edvard Munch?";"Seerosen";"Der Schrei";"Mona Lisa";"Sternennacht";"B";"3";"10";"12";"kuenstler";"EDVARD MUNCH malte Der Schrei - ein Symbol der Angst und des Expressionismus.";""
"Was ist ein Kurator?";"Maler";"Leiter einer Kunstsammlung oder Ausstellung";"Bildhauer";"Kunsthaendler";"B";"4";"12";"14";"berufe";"Ein KURATOR waehlt Kunstwerke aus und organisiert Ausstellungen.";""
"Was ist eine Galerie?";"Atelier";"Raum zum Ausstellen und Verkaufen von Kunst";"Museum";"Werkstatt";"B";"2";"8";"10";"orte";"Eine GALERIE zeigt und verkauft Kunstwerke.";""
"Was ist ein Atelier?";"Museum";"Arbeitsraum eines Kuenstlers";"Galerie";"Buero";"B";"2";"8";"10";"orte";"Ein ATELIER ist die Werkstatt in der ein Kuenstler arbeitet.";""
"Was ist eine Vernissage?";"Abschluss";"Eroeffnungsfeier einer Ausstellung";"Auktion";"Workshop";"B";"4";"12";"14";"kultur";"Eine VERNISSAGE ist die feierliche Eroeffnung einer Kunstausstellung.";""
"Was ist eine Kunstauktion?";"Ausstellung";"Versteigerung von Kunstwerken";"Galerie";"Museum";"B";"3";"10";"12";"kultur";"Bei einer AUKTION werden Kunstwerke an den Meistbietenden verkauft.";""
