frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
Welches Land ist bekannt fuer Sumo-Ringen?;China;Korea;Japan;Thailand;C;mittel;8;12;multiple_choice;Sumo ist ein traditioneller japanischer Kampfsport.;
Was ist ein Birdie beim Golf?;Ein Vogel;Einen Schlag unter Par;Einen Schlag ueber Par;Ein Loch in einem Schlag;B;schwer;12;18;multiple_choice;Ein Birdie bedeutet man braucht einen Schlag weniger als Par fuer das Loch.;
Wie lang ist ein Fussballfeld ungefaehr?;50m;75m;105m;150m;C;mittel;8;12;multiple_choice;Ein Fussballfeld ist etwa 100-110 Meter lang.;
Was traegt man beim Fechten zum Schutz?;Helm;Maske;Brille;Muetze;B;mittel;8;12;multiple_choice;Beim Fechten traegt man eine spezielle Schutzmaske fuers Gesicht.;
Welcher Schwimmstil ist der schnellste?;Brustschwimmen;Rueckenschwimmen;Kraulschwimmen;Schmetterling;C;mittel;10;14;multiple_choice;Kraulschwimmen auch Freistil genannt ist der schnellste Schwimmstil.;
Was ist ein Serve beim Tennis?;Ein Volley;Der Aufschlag;Ein Schmetterball;Ein Lob;B;leicht;6;10;multiple_choice;Der Serve ist der Aufschlag mit dem jeder Punkt beginnt.;
Wie viele Baelle werden beim Snooker verwendet?;15;21;22;36;C;schwer;14;21;multiple_choice;Beim Snooker gibt es 22 Baelle - 15 rote 6 bunte und 1 weisse.;
Was ist Doping?;Training;Verbotene Leistungssteigerung;Eine Sportart;Ein Wettkampf;B;mittel;10;14;multiple_choice;Doping ist die verbotene Einnahme von Substanzen zur Leistungssteigerung.;
Welcher Fussballer hat die meisten Tore in der Champions League?;Messi;Ronaldo;Lewandowski;Benzema;B;schwer;12;18;multiple_choice;Cristiano Ronaldo hat die meisten Champions League Tore geschossen.;
Was ist ein Homerun beim Baseball?;Ein Lauf nach Hause;Ball ueber den Zaun geschlagen;Ein Wurf;Ein Fang;B;mittel;10;14;multiple_choice;Bei einem Homerun schlaegt man den Ball so weit dass alle Basen umlaufen werden.;
Welche Sportart heisst auch der Koenigssport?;Fussball;Boxen;Schach;Tennis;B;schwer;12;18;multiple_choice;Boxen wird oft als Koenigssport bezeichnet.;
Was ist ein Penalty Kick?;Freistoss;Elfmeter;Abstoss;Einwurf;B;leicht;6;10;multiple_choice;Penalty Kick ist der englische Begriff fuer Elfmeter.;
Wie viele Sekunden hat man beim Basketball fuer einen Angriff?;20;24;30;35;B;schwer;12;18;multiple_choice;Ein Team hat 24 Sekunden Zeit um auf den Korb zu werfen.;
Was ist die Koenigsdisziplin der Leichtathletik?;100m Lauf;Hochsprung;Zehnkampf;Marathon;C;schwer;14;21;multiple_choice;Der Zehnkampf gilt als Koenigsdisziplin mit 10 verschiedenen Disziplinen.;
Welche Farbe hat der Mittelkreis beim Fussball?;Rot;Weiss;Gelb;Blau;B;leicht;5;8;multiple_choice;Die Linien auf dem Fussballfeld sind weiss.;
Was ist ein Volley beim Tennis?;Ball vor dem Aufprall schlagen;Aufschlag;Rueckhand;Vorhand;A;mittel;10;14;multiple_choice;Bei einem Volley schlaegt man den Ball bevor er den Boden beruehrt.;
Wie heisst die hoechste deutsche Fussballliga?;2. Bundesliga;Bundesliga;Regionalliga;3. Liga;B;leicht;6;10;multiple_choice;Die Bundesliga ist die hoechste Spielklasse im deutschen Fussball.;
Was macht ein Schiedsrichter?;Tore schiessen;Das Spiel leiten;Mitspielen;Zuschauen;B;leicht;5;8;multiple_choice;Der Schiedsrichter achtet auf die Regeln und leitet das Spiel.;
Wie viele Punkte gibt ein Freiwurf beim Basketball?;1;2;3;4;A;mittel;8;12;multiple_choice;Ein Freiwurf bringt 1 Punkt beim Basketball.;
Was ist ein Derby beim Fussball?;Ein Pokalspiel;Spiel zwischen Lokalrivalen;Ein Freundschaftsspiel;Ein Laenderspiel;B;mittel;10;14;multiple_choice;Ein Derby ist ein Spiel zwischen zwei rivalisierenden Teams aus der gleichen Stadt.;
