frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was heisst Vogel auf Englisch?";"fish";"bird";"bear";"bee";"B";"1";"5";"7";"tiere";"Vogel = BIRD. Birds can fly.";""
"Was heisst Fisch auf Englisch?";"bird";"fish";"frog";"fly";"B";"1";"5";"7";"tiere";"Fisch = FISH. Fish live in water.";""
"Was heisst Pferd auf Englisch?";"pig";"horse";"hen";"hamster";"B";"1";"6";"8";"tiere";"Pferd = HORSE. We can ride a horse.";""
"Was heisst Baum auf Englisch?";"flower";"tree";"grass";"garden";"B";"1";"5";"7";"natur";"Baum = TREE. Trees have leaves.";""
"Was heisst Blume auf Englisch?";"tree";"flower";"fruit";"field";"B";"1";"5";"7";"natur";"Blume = FLOWER. Flowers are beautiful.";""
"Welcher Tag ist Monday?";"Sonntag";"Montag";"Dienstag";"Mittwoch";"B";"1";"6";"8";"wochentage";"Monday = MONTAG. Der erste Tag der Woche.";""
"Welcher Tag ist Friday?";"Donnerstag";"Freitag";"Samstag";"Sonntag";"B";"1";"6";"8";"wochentage";"Friday = FREITAG. Das Wochenende beginnt!";""
"Welcher Tag ist Sunday?";"Samstag";"Sonntag";"Montag";"Freitag";"B";"1";"6";"8";"wochentage";"Sunday = SONNTAG. Ein freier Tag.";""
"Welcher Monat ist January?";"Februar";"Januar";"Maerz";"April";"B";"1";"6";"8";"monate";"January = JANUAR. Der erste Monat.";""
"Welcher Monat ist December?";"November";"Dezember";"Oktober";"Januar";"B";"1";"6";"8";"monate";"December = DEZEMBER. Der letzte Monat mit Weihnachten!";""
"Was bedeutet please?";"danke";"bitte";"entschuldigung";"hallo";"B";"1";"5";"7";"hoeflichkeit";"Please = BITTE. Can I have water, please?";""
"Was bedeutet thank you?";"bitte";"danke";"tut mir leid";"gern geschehen";"B";"1";"5";"7";"hoeflichkeit";"Thank you = DANKE. Thank you for your help!";""
"Was bedeutet sorry?";"danke";"bitte";"entschuldigung";"hallo";"C";"1";"5";"7";"hoeflichkeit";"Sorry = ENTSCHULDIGUNG. I'm sorry!";""
"Was bedeutet youre welcome?";"bitte sehr, gern geschehen";"danke";"tut mir leid";"auf wiedersehen";"A";"2";"7";"9";"hoeflichkeit";"You're welcome = GERN GESCHEHEN nach thank you.";""
"Was heisst twenty auf Deutsch?";"12";"20";"22";"200";"B";"1";"6";"8";"zahlen";"Twenty = 20. Zwanzig.";""
"Was heisst fifty auf Deutsch?";"15";"50";"55";"500";"B";"2";"7";"9";"zahlen";"Fifty = 50. Fuenfzig.";""
"Was heisst hundred auf Deutsch?";"10";"100";"1000";"110";"B";"2";"7";"9";"zahlen";"Hundred = 100. Einhundert.";""
"Was heisst schwarz auf Englisch?";"white";"black";"brown";"blue";"B";"1";"5";"7";"farben";"Schwarz = BLACK. The opposite of white.";""
"Was heisst weiss auf Englisch?";"white";"black";"grey";"pink";"A";"1";"5";"7";"farben";"Weiss = WHITE. Snow is white.";""
"Was heisst orange auf Englisch?";"red";"orange";"yellow";"brown";"B";"1";"5";"7";"farben";"Orange = ORANGE. Wie die Frucht!";""
"Wie sagt man Auf Wiedersehen?";"Hello";"Goodbye";"Sorry";"Please";"B";"1";"5";"7";"begruessung";"Goodbye = AUF WIEDERSEHEN. Auch: Bye!";""
"Wie sagt man Bis spaeter?";"See you";"See you later";"Goodbye";"Hello";"B";"2";"7";"9";"begruessung";"See you later = BIS SPAETER.";""
"Was bedeutet I love you?";"Ich mag dich";"Ich liebe dich";"Ich vermisse dich";"Ich kenne dich";"B";"1";"6";"8";"phrasen";"I love you = ICH LIEBE DICH.";""
"Was bedeutet Happy birthday?";"Frohe Weihnachten";"Alles Gute zum Geburtstag";"Guten Morgen";"Viel Glueck";"B";"1";"6";"8";"phrasen";"Happy birthday = ALLES GUTE ZUM GEBURTSTAG!";""
"Was bedeutet Merry Christmas?";"Guten Rutsch";"Frohe Weihnachten";"Frohe Ostern";"Alles Gute";"B";"1";"6";"8";"phrasen";"Merry Christmas = FROHE WEIHNACHTEN!";""
"Was bedeutet Good luck?";"Gute Nacht";"Viel Glueck";"Guten Appetit";"Gute Reise";"B";"1";"6";"8";"phrasen";"Good luck = VIEL GLUECK!";""
"Ergaenze: I can ___ English.";"speaks";"speak";"speaking";"spoke";"B";"2";"8";"10";"modalverben";"I can SPEAK. Nach can kommt die Grundform.";""
"Was bedeutet I must go?";"Ich kann gehen";"Ich muss gehen";"Ich will gehen";"Ich soll gehen";"B";"2";"8";"10";"modalverben";"Must = MUESSEN. I must go = Ich muss gehen.";""
"Was bedeutet May I?";"Muss ich?";"Darf ich?";"Kann ich?";"Will ich?";"B";"2";"8";"10";"modalverben";"May I? = DARF ICH? Hoefliche Frage um Erlaubnis.";""
"Wie bildet man die Verneinung von I like?";"I no like";"I don't like";"I not like";"I likes not";"B";"2";"8";"10";"verneinung";"I DON'T LIKE. Mit do + not = don't.";""
"Wie bildet man die Verneinung von He likes?";"He don't like";"He doesn't like";"He not likes";"He no like";"B";"2";"8";"10";"verneinung";"He DOESN'T LIKE. Mit does + not bei he/she/it.";""
"Was ist der Komparativ von big?";"more big";"bigger";"bigest";"most big";"B";"2";"8";"10";"steigerung";"Big - BIGGER - biggest. Mit -er.";""
"Was ist der Superlativ von good?";"goodest";"better";"best";"most good";"C";"2";"8";"10";"steigerung";"Good - better - BEST. Unregelmaessig!";""
"Was ist der Komparativ von beautiful?";"beautifuler";"more beautiful";"beautifulest";"most beautiful";"B";"3";"9";"11";"steigerung";"Bei langen Adjektiven: MORE + Adjektiv.";""
"Welche Zeit ist Simple Past?";"Gegenwart";"Vergangenheit";"Zukunft";"Verlaufsform";"B";"3";"9";"11";"zeiten";"SIMPLE PAST ist die einfache Vergangenheit.";""
"Welche Zeit ist Present Progressive?";"Einfache Gegenwart";"Verlaufsform der Gegenwart";"Vergangenheit";"Zukunft";"B";"3";"9";"11";"zeiten";"PRESENT PROGRESSIVE zeigt was JETZT GERADE passiert.";""
"Was zeigt will + Verb?";"Vergangenheit";"Zukunft";"Gegenwart";"Befehl";"B";"3";"9";"11";"zeiten";"WILL zeigt die Zukunft. I will go = Ich werde gehen.";""
"Was zeigt going to + Verb?";"Vergangenheit";"Geplante Zukunft";"Gegenwart";"Befehl";"B";"3";"10";"12";"zeiten";"GOING TO zeigt geplante Zukunft. I'm going to visit...";""
"Was bedeutet I have been?";"Ich bin";"Ich bin gewesen";"Ich werde sein";"Ich war";"B";"4";"11";"13";"zeiten";"HAVE BEEN = bin gewesen. Present Perfect.";""
"Wie fragt man nach dem Weg?";"Where is...?";"What is...?";"Who is...?";"Why is...?";"A";"2";"8";"10";"fragen";"WHERE IS...? = Wo ist...? Excuse me, where is the station?";""
"Was bedeutet How much?";"Wie viel? (Anzahl)";"Wie viel? (Menge/Preis)";"Wie weit?";"Wie lange?";"B";"2";"8";"10";"fragen";"HOW MUCH fuer Preis oder unzaehlbare Dinge. How much is it?";""
"Was bedeutet How many?";"Wie viel? (Preis)";"Wie viele? (Anzahl)";"Wie weit?";"Wie oft?";"B";"2";"8";"10";"fragen";"HOW MANY fuer zaehlbare Dinge. How many books?";""
"Welches Land spricht Englisch als Muttersprache?";"Spanien";"England";"Italien";"Frankreich";"B";"1";"6";"8";"laender";"In ENGLAND spricht man Englisch als Muttersprache.";""
"Wo spricht man auch Englisch?";"Nur England";"USA, Australien, Kanada";"Nur USA";"Nur Australien";"B";"2";"8";"10";"laender";"Englisch spricht man in vielen Laendern: UK, USA, Kanada, Australien...";""
"Was ist die Hauptstadt von England?";"New York";"London";"Sydney";"Dublin";"B";"2";"7";"9";"laender";"LONDON ist die Hauptstadt von England und des UK.";""
"Was bedeutet British?";"Amerikanisch";"Britisch";"Australisch";"Kanadisch";"B";"2";"8";"10";"laender";"British = BRITISCH. Aus Grossbritannien.";""
"Was bedeutet American?";"Britisch";"Amerikanisch";"Australisch";"Kanadisch";"B";"2";"8";"10";"laender";"American = AMERIKANISCH. Aus den USA.";""
