frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was ist Tempo in der Musik?";"Lautstärke";"Geschwindigkeit der Musik";"Tonhöhe";"Klangfarbe";"B";"1";"6";"8";"grundlagen";"TEMPO ist die Geschwindigkeit der Musik.";""
"Was bedeutet 'Allegro'?";"Langsam";"Schnell, lebhaft";"Leise";"Laut";"B";"3";"9";"11";"tempobezeichnungen";"ALLEGRO bedeutet schnell und lebhaft.";""
"Was bedeutet 'Adagio'?";"Schnell";"Langsam";"Laut";"Leise";"B";"3";"9";"11";"tempobezeichnungen";"ADAGIO bedeutet langsam, ruhig.";""
"Was bedeutet 'Andante'?";"Sehr schnell";"Gehend, mäßig bewegt";"Sehr langsam";"Laut";"B";"3";"9";"11";"tempobezeichnungen";"ANDANTE bedeutet gehend, mäßig bewegt.";""
"Was bedeutet 'Piano' (p)?";"Schnell";"Leise";"Langsam";"Laut";"B";"2";"7";"9";"dynamik";"PIANO (p) bedeutet leise spielen.";""
"Was bedeutet 'Forte' (f)?";"Leise";"Laut";"Schnell";"Langsam";"B";"2";"7";"9";"dynamik";"FORTE (f) bedeutet laut spielen.";""
"Was bedeutet 'Crescendo'?";"Leiser werden";"Lauter werden";"Schneller werden";"Langsamer werden";"B";"3";"9";"11";"dynamik";"CRESCENDO bedeutet allmählich lauter werden.";""
"Was bedeutet 'Decrescendo'?";"Lauter werden";"Leiser werden";"Schneller werden";"Langsamer werden";"B";"3";"9";"11";"dynamik";"DECRESCENDO bedeutet allmählich leiser werden.";""
"Was ist eine Melodie?";"Nur Rhythmus";"Eine Abfolge von Tönen";"Nur Lautstärke";"Nur Begleitung";"B";"1";"5";"7";"grundlagen";"Eine MELODIE ist eine Abfolge von Tönen, die man singen oder spielen kann.";""
"Was ist Rhythmus?";"Tonhöhe";"Zeitliche Abfolge von Tönen";"Lautstärke";"Klangfarbe";"B";"1";"6";"8";"grundlagen";"RHYTHMUS ist die zeitliche Anordnung und Betonung von Tönen.";""
"Was ist Harmonie?";"Einzelne Töne";"Zusammenklang mehrerer Töne";"Lautstärke";"Tempo";"B";"2";"8";"10";"grundlagen";"HARMONIE ist der Zusammenklang mehrerer Töne (Akkorde).";""
"Was ist ein Akkord?";"Ein einzelner Ton";"Mehrere gleichzeitig klingende Töne";"Ein Rhythmus";"Ein Tempo";"B";"2";"8";"10";"grundlagen";"Ein AKKORD besteht aus mindestens drei gleichzeitig klingenden Tönen.";""
"Was ist ein Dur-Akkord?";"Trauriger Klang";"Fröhlicher, heller Klang";"Dissonanter Klang";"Leiser Klang";"B";"3";"9";"11";"harmonielehre";"DUR klingt fröhlich und hell.";""
"Was ist ein Moll-Akkord?";"Fröhlicher Klang";"Trauriger, weicher Klang";"Lauter Klang";"Schneller Klang";"B";"3";"9";"11";"harmonielehre";"MOLL klingt trauriger und weicher als Dur.";""
"Was ist eine Tonleiter?";"Ein Instrument";"Eine Abfolge von Tönen in einer Tonart";"Ein Akkord";"Ein Rhythmus";"B";"2";"8";"10";"grundlagen";"Eine TONLEITER ist eine Reihe von Tönen in einer bestimmten Reihenfolge.";""
"Wie viele Halbtöne hat eine Oktave?";"8";"10";"12";"14";"C";"3";"10";"12";"theorie";"Eine Oktave hat 12 HALBTÖNE.";""
"Was ist eine Pause in der Musik?";"Ein lauter Ton";"Stille/Keine Töne";"Ein schneller Teil";"Ein langsamer Teil";"B";"1";"6";"8";"notation";"Eine PAUSE ist ein Moment der Stille in der Musik.";""
"Was ist ein Streichinstrument?";"Instrument mit Tasten";"Instrument mit Saiten, die gestrichen werden";"Blasinstrument";"Schlaginstrument";"B";"1";"6";"8";"instrumente";"STREICHINSTRUMENTE haben Saiten, die mit einem Bogen gestrichen werden.";""
"Welches ist ein Streichinstrument?";"Flöte";"Geige";"Trompete";"Klavier";"B";"1";"5";"7";"instrumente";"Die GEIGE (Violine) ist ein Streichinstrument.";""
"Welches ist das größte Streichinstrument?";"Geige";"Bratsche";"Cello";"Kontrabass";"D";"2";"7";"9";"instrumente";"Der KONTRABASS ist das größte Streichinstrument.";""
"Was ist ein Blasinstrument?";"Saiteninstrument";"Instrument, in das man bläst";"Schlaginstrument";"Tasteninstrument";"B";"1";"6";"8";"instrumente";"Bei BLASINSTRUMENTEN erzeugt man den Ton durch Blasen.";""
"Welches ist ein Holzblasinstrument?";"Trompete";"Flöte";"Posaune";"Tuba";"B";"2";"7";"9";"instrumente";"Die FLÖTE ist ein Holzblasinstrument (auch wenn sie aus Metall ist).";""
"Welches ist ein Blechblasinstrument?";"Klarinette";"Oboe";"Trompete";"Fagott";"C";"2";"7";"9";"instrumente";"Die TROMPETE ist ein Blechblasinstrument.";""
"Was ist ein Schlaginstrument?";"Saiteninstrument";"Instrument, das geschlagen wird";"Blasinstrument";"Tasteninstrument";"B";"1";"6";"8";"instrumente";"SCHLAGINSTRUMENTE werden geschlagen, geschüttelt oder gerieben.";""
"Welches ist ein Schlaginstrument?";"Geige";"Flöte";"Trommel";"Trompete";"C";"1";"5";"7";"instrumente";"Die TROMMEL ist ein Schlaginstrument.";""
"Was ist ein Tasteninstrument?";"Blasinstrument";"Instrument mit Tasten";"Streichinstrument";"Zupfinstrument";"B";"1";"6";"8";"instrumente";"TASTENINSTRUMENTE haben Tasten (Klavier, Orgel, Keyboard...).";""
"Welches ist ein Tasteninstrument?";"Gitarre";"Klavier";"Geige";"Harfe";"B";"1";"5";"7";"instrumente";"Das KLAVIER ist ein Tasteninstrument.";""
"Was ist ein Zupfinstrument?";"Blasinstrument";"Saiteninstrument, dessen Saiten gezupft werden";"Schlaginstrument";"Tasteninstrument";"B";"2";"7";"9";"instrumente";"Bei ZUPFINSTRUMENTEN werden die Saiten gezupft (Gitarre, Harfe...).";""
"Welches ist ein Zupfinstrument?";"Geige";"Gitarre";"Klavier";"Trommel";"B";"1";"6";"8";"instrumente";"Die GITARRE ist ein Zupfinstrument.";""
"Was ist ein Orchester?";"Ein Solo-Künstler";"Große Gruppe von Musikern verschiedener Instrumente";"Eine Band";"Ein Chor";"B";"1";"6";"8";"ensembles";"Ein ORCHESTER ist eine große Gruppe mit Streich-, Blas- und Schlaginstrumenten.";""
"Was macht ein Dirigent?";"Spielt ein Instrument";"Leitet das Orchester";"Singt";"Komponiert";"B";"1";"6";"8";"ensembles";"Der DIRIGENT leitet das Orchester mit einem Taktstock.";""
"Was ist ein Chor?";"Instrumentalgruppe";"Gruppe von Sängern";"Einzelsänger";"Orchester";"B";"1";"6";"8";"ensembles";"Ein CHOR ist eine Gruppe von Sängern.";""
"Was ist eine Sinfonie?";"Kurzes Lied";"Großes Orchesterwerk in mehreren Sätzen";"Oper";"Musical";"B";"3";"10";"12";"formen";"Eine SINFONIE ist ein großes Orchesterwerk, meist in 4 Sätzen.";""
"Was ist ein Konzert (Musikform)?";"Orchesterwerk ohne Solist";"Werk für Solist mit Orchesterbegleitung";"Kammermusik";"Oper";"B";"3";"10";"12";"formen";"Ein KONZERT ist ein Werk für einen Solisten mit Orchesterbegleitung.";""
"Was ist eine Oper?";"Instrumentalwerk";"Musiktheater mit Gesang";"Ballett";"Sinfonie";"B";"2";"8";"10";"formen";"Eine OPER ist ein Theaterstück, bei dem die Handlung gesungen wird.";""
"Was ist ein Musical?";"Nur Gesang";"Theaterstück mit Gesang, Tanz und Dialog";"Nur Tanz";"Nur Instrumentalmusik";"B";"2";"8";"10";"formen";"Ein MUSICAL verbindet Gesang, Tanz und gesprochene Dialoge.";""
"Wer war Johann Sebastian Bach?";"Romantiker";"Barock-Komponist";"Klassiker";"Moderner Komponist";"B";"2";"8";"10";"komponisten";"JOHANN SEBASTIAN BACH war ein großer Barock-Komponist aus Deutschland.";""
"Wer war Wolfgang Amadeus Mozart?";"Barock-Komponist";"Klassik-Komponist";"Romantiker";"Moderner Komponist";"B";"2";"8";"10";"komponisten";"MOZART war ein österreichischer Klassik-Komponist, Wunderkind.";""
"Wer war Ludwig van Beethoven?";"Barock";"Klassik/Romantik";"Moderne";"Renaissance";"B";"2";"8";"10";"komponisten";"BEETHOVEN war ein deutscher Komponist zwischen Klassik und Romantik.";""
"Welches berühmte Werk schrieb Beethoven?";"Die Zauberflöte";"Die 9. Sinfonie (mit 'Ode an die Freude')";"Die Jahreszeiten";"Carmen";"B";"3";"9";"11";"komponisten";"Beethovens 9. SINFONIE enthält die berühmte 'Ode an die Freude'.";""
"Wer komponierte 'Die Zauberflöte'?";"Bach";"Mozart";"Beethoven";"Brahms";"B";"3";"9";"11";"komponisten";"MOZART komponierte die Oper 'Die Zauberflöte'.";""
"Was ist Barock in der Musik?";"1900-heute";"Ca. 1600-1750";"Ca. 1750-1820";"Ca. 1820-1900";"B";"3";"10";"12";"epochen";"BAROCK: ca. 1600-1750 (Bach, Händel, Vivaldi).";""
"Was ist Klassik in der Musik?";"1600-1750";"Ca. 1750-1820";"1820-1900";"1900-heute";"B";"3";"10";"12";"epochen";"KLASSIK: ca. 1750-1820 (Mozart, Haydn, früher Beethoven).";""
"Was ist Romantik in der Musik?";"1600-1750";"1750-1820";"Ca. 1820-1900";"1900-heute";"C";"3";"10";"12";"epochen";"ROMANTIK: ca. 1820-1900 (Schubert, Chopin, Brahms, Wagner).";""
"Wer war Frédéric Chopin?";"Deutscher Barock-Komponist";"Polnischer Romantiker, bekannt für Klavierwerke";"Österreichischer Klassiker";"Italienischer Opernkomponist";"B";"3";"10";"12";"komponisten";"CHOPIN war ein polnischer Romantiker, berühmt für seine Klaviermusik.";""
"Wer war Richard Wagner?";"Klassiker";"Romantischer Opernkomponist";"Barock-Komponist";"Moderner Komponist";"B";"3";"11";"13";"komponisten";"RICHARD WAGNER war ein deutscher romantischer Opernkomponist.";""
"Was ist Jazz?";"Klassische Musik";"Musikstil aus den USA mit Improvisation";"Volksmusik";"Kirchenmusik";"B";"2";"9";"11";"genres";"JAZZ entstand in den USA und betont Improvisation und Swing.";""
"Was ist Rock'n'Roll?";"Klassische Musik";"Musikstil der 1950er mit Gitarren und Rhythmus";"Jazz";"Volksmusik";"B";"2";"9";"11";"genres";"ROCK'N'ROLL entstand in den 1950ern – energiegeladen mit E-Gitarren.";""
"Wer war Elvis Presley?";"Jazz-Musiker";"König des Rock'n'Roll";"Klassischer Komponist";"Rapper";"B";"2";"8";"10";"kuenstler";"ELVIS PRESLEY gilt als 'King of Rock'n'Roll'.";""
"Was ist Pop-Musik?";"Klassik";"Populäre, eingängige Musik für breites Publikum";"Jazz";"Volksmusik";"B";"1";"7";"9";"genres";"POP ist populäre Musik mit eingängigen Melodien für ein breites Publikum.";""
"Wer waren die Beatles?";"Deutsche Band";"Britische Band, sehr einflussreich";"Amerikanische Band";"Französische Band";"B";"2";"8";"10";"kuenstler";"Die BEATLES waren eine britische Band und sehr einflussreich.";""
"Was ist Hip-Hop?";"Klassische Musik";"Musikstil mit Rap und DJ-Techniken";"Rock";"Jazz";"B";"2";"9";"11";"genres";"HIP-HOP kombiniert Rap, DJing, Breakdance und Graffiti.";""
"Was ist elektronische Musik?";"Nur mit akustischen Instrumenten";"Musik, die mit elektronischen Geräten erzeugt wird";"Nur Gesang";"Nur Orchester";"B";"2";"9";"11";"genres";"ELEKTRONISCHE MUSIK wird mit Synthesizern, Computern etc. erzeugt.";""
"Was ist ein DJ?";"Sänger";"Person, die Musik auflegt und mixt";"Gitarrist";"Komponist";"B";"2";"8";"10";"begriffe";"Ein DJ (Disc Jockey) legt Musik auf und mixt Tracks.";""
"Was ist ein Synthesizer?";"Akustisches Instrument";"Elektronisches Instrument zur Klangerzeugung";"Streichinstrument";"Blasinstrument";"B";"3";"10";"12";"instrumente";"Ein SYNTHESIZER erzeugt Klänge elektronisch.";""
"Was ist ein Refrain?";"Die erste Strophe";"Der wiederkehrende Teil eines Liedes";"Das Ende";"Die Einleitung";"B";"2";"7";"9";"songwriting";"Der REFRAIN ist der Teil eines Liedes, der sich wiederholt (Chorus).";""
"Was ist eine Strophe?";"Wiederkehrender Teil";"Vers eines Liedes mit wechselndem Text";"Das Ende";"Die Einleitung";"B";"2";"7";"9";"songwriting";"Eine STROPHE ist ein Vers mit Text, der sich im Lied ändert.";""
"Was ist ein Intro?";"Das Ende";"Der Anfang eines Musikstücks";"Der Refrain";"Die Strophe";"B";"2";"8";"10";"songwriting";"Das INTRO ist die Einleitung eines Musikstücks.";""
"Was ist ein Outro?";"Der Anfang";"Das Ende eines Musikstücks";"Der Refrain";"Die Strophe";"B";"2";"8";"10";"songwriting";"Das OUTRO ist der Schluss eines Musikstücks.";""
"Was ist Improvisation?";"Nach Noten spielen";"Spontanes Erfinden von Musik";"Üben";"Komponieren";"B";"3";"9";"11";"begriffe";"IMPROVISATION bedeutet, spontan ohne Vorbereitung Musik zu erfinden.";""
"Was ist ein Vibrato?";"Lautstärkeänderung";"Leichtes Schwingen eines Tons";"Tempoänderung";"Akkordwechsel";"B";"3";"10";"12";"spieltechniken";"VIBRATO ist ein leichtes Schwingen/Vibrieren eines Tons.";""
"Was ist Legato?";"Abgehackt spielen";"Gebunden, fließend spielen";"Laut spielen";"Schnell spielen";"B";"3";"10";"12";"spieltechniken";"LEGATO bedeutet, Töne gebunden und fließend zu spielen.";""
"Was ist Staccato?";"Gebunden spielen";"Kurz und abgehackt spielen";"Leise spielen";"Langsam spielen";"B";"3";"10";"12";"spieltechniken";"STACCATO bedeutet, Töne kurz und abgetrennt zu spielen.";""
"Was ist eine Partitur?";"Einzelne Notenstimme";"Alle Stimmen eines Musikwerks untereinander";"Ein Instrument";"Ein Taktstock";"B";"4";"11";"13";"notation";"Eine PARTITUR zeigt alle Stimmen eines Orchesters untereinander.";""
"Was ist Kontrapunkt?";"Einstimmige Musik";"Mehrere selbstständige Melodien gleichzeitig";"Nur Akkorde";"Nur Rhythmus";"B";"5";"14";"17";"theorie";"KONTRAPUNKT: Mehrere selbstständige Melodien erklingen gleichzeitig.";""
"Was ist eine Fuge?";"Einfaches Lied";"Kontrapunktisches Werk mit sich imitierenden Stimmen";"Opernarie";"Volkslied";"B";"5";"14";"17";"formen";"Eine FUGE ist ein komplexes Werk, bei dem Stimmen ein Thema nacheinander imitieren.";""
"Was ist die Tonika?";"Der fünfte Ton";"Der Grundton/Grundakkord einer Tonart";"Der dritte Ton";"Der siebte Ton";"B";"4";"12";"14";"harmonielehre";"Die TONIKA ist der Grundakkord einer Tonart (z.B. C-Dur in C-Dur).";""
"Was ist die Dominante?";"Der erste Ton";"Der fünfte Ton/Akkord einer Tonart";"Der dritte Ton";"Der vierte Ton";"B";"4";"12";"14";"harmonielehre";"Die DOMINANTE ist der 5. Ton/Akkord (z.B. G in C-Dur).";""
"Was ist Synkope?";"Betonung auf dem Schlag";"Betonung zwischen den Hauptschlägen";"Pause";"Akkord";"B";"4";"12";"14";"rhythmus";"Eine SYNKOPE ist eine Betonung auf einem normalerweise unbetonten Taktzeit.";""
"Was ist ein Arpeggio?";"Akkord gleichzeitig gespielt";"Akkordtöne nacheinander gespielt";"Melodie";"Rhythmus";"B";"4";"11";"13";"spieltechniken";"Ein ARPEGGIO ist ein gebrochener Akkord – Töne nacheinander statt gleichzeitig.";""
"Was ist Weltmusik?";"Nur westliche Musik";"Musik aus verschiedenen Kulturen weltweit";"Nur Pop";"Nur Klassik";"B";"3";"10";"12";"genres";"WELTMUSIK umfasst traditionelle und moderne Musik aus aller Welt.";""
"Was ist ein Volkslied?";"Klassisches Kunstlied";"Traditionelles Lied, mündlich überliefert";"Popsong";"Operarie";"B";"2";"8";"10";"genres";"Ein VOLKSLIED ist ein traditionelles, oft mündlich überliefertes Lied.";""
"Was ist ein Lied in der klassischen Musik?";"Oper";"Kunstlied für Stimme und Klavier";"Sinfonie";"Konzert";"B";"4";"12";"14";"formen";"Das KUNSTLIED ist eine Komposition für Gesang mit Klavierbegleitung (z.B. Schubert).";""
"Wer war Franz Schubert?";"Barock-Komponist";"Romantischer Liedkomponist";"Klassiker";"Jazz-Musiker";"B";"4";"11";"13";"komponisten";"FRANZ SCHUBERT war ein österreichischer Romantiker, bekannt für seine Lieder.";""
"Was ist ein Motiv in der Musik?";"Das ganze Stück";"Kleinste musikalische Einheit mit Wiedererkennungswert";"Ein Akkord";"Ein Instrument";"B";"4";"12";"14";"theorie";"Ein MOTIV ist eine kurze, wiedererkennbare musikalische Idee.";""
"Was ist ein Leitmotiv?";"Zufälliges Motiv";"Wiederkehrendes Motiv für Person/Idee";"Hauptmelodie";"Schlussmotiv";"B";"5";"14";"17";"theorie";"Ein LEITMOTIV steht für eine Person oder Idee und kehrt immer wieder (Wagner).";""
"Was ist eine Kadenz?";"Melodie";"Harmonische Schlussformel";"Rhythmus";"Dynamik";"B";"4";"13";"15";"harmonielehre";"Eine KADENZ ist eine harmonische Akkordfolge zum Abschluss eines Abschnitts.";""
"Was ist ein Metronom?";"Instrument";"Gerät zum Angeben des Tempos";"Notenschlüssel";"Lautstärkeanzeige";"B";"3";"9";"11";"begriffe";"Ein METRONOM gibt das Tempo durch gleichmäßige Klicks an.";""
"Was bedeutet BPM?";"Beats pro Minute";"Bass pro Melodie";"Begleitung pro Musik";"Band pro Mitglied";"A";"3";"10";"12";"begriffe";"BPM = Beats Per Minute (Schläge pro Minute) – misst das Tempo.";""
"Was ist Sampling?";"Live-Aufnahme";"Verwendung von Teilen bestehender Aufnahmen";"Komponieren";"Singen";"B";"4";"12";"14";"produktion";"SAMPLING nutzt Teile bestehender Musikaufnahmen in neuen Werken.";""
"Was ist ein Cover-Song?";"Neues Lied";"Neuaufnahme eines bekannten Liedes";"Originallied";"Improvisation";"B";"2";"9";"11";"begriffe";"Ein COVER ist eine Neuaufnahme eines bereits existierenden Liedes.";""
"Was ist ein Remix?";"Original";"Bearbeitete Version eines Liedes";"Cover";"Neukomposition";"B";"3";"10";"12";"produktion";"Ein REMIX ist eine bearbeitete, veränderte Version eines Songs.";""
