frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was machst du bei Feuer im Tunnel?";"Im Auto bleiben";"Motor aus, Schluessel stecken lassen, zum Notausgang gehen";"Warten";"Umdrehen";"B";"3";"10";"12";"notfall";"Bei Feuer im Tunnel: Motor aus, Schluessel stecken lassen, NOTAUSGANG benutzen!";""
"Was ist eine Autobahnauffahrt?";"Ausfahrt";"Einfahrt auf die Autobahn";"Parkplatz";"Raststaette";"B";"2";"8";"10";"autobahn";"Ueber die AUFFAHRT faehrst du auf die Autobahn.";""
"Wie faehrst du auf die Autobahn auf?";"Langsam";"Auf dem Beschleunigungsstreifen Gas geben und einordnen";"Sofort rueberfahren";"Anhalten";"B";"3";"10";"12";"autobahn";"Auf dem BESCHLEUNIGUNGSSTREIFEN Geschwindigkeit aufnehmen, dann einordnen.";""
"Was ist der Standstreifen?";"Ueberholspur";"Seitenstreifen fuer Pannenfahrzeuge";"Normaler Fahrstreifen";"Radweg";"B";"2";"8";"10";"autobahn";"Der STANDSTREIFEN ist nur fuer Pannen und Notfaelle!";""
"Was ist eine Raststaette?";"Tankstelle";"Pausenort an der Autobahn mit WC und Essen";"Parkplatz";"Mautstelle";"B";"1";"6";"8";"autobahn";"An der RASTSTAETTE kannst du Pause machen, essen und tanken.";""
"Was bedeutet das blaue Schild mit weissem P?";"Polizei";"Parkplatz";"Panne";"Post";"B";"1";"6";"8";"verkehrsschilder";"Das blaue P bedeutet: Hier ist ein PARKPLATZ.";""
"Darf man auf dem Gehweg parken?";"Ja immer";"Nur wenn ein Schild es erlaubt";"Ja kurz";"Nachts ja";"B";"2";"8";"10";"parken";"Auf dem Gehweg parken ist VERBOTEN - ausser ein Schild erlaubt es.";""
"Was ist ein Behindertenparkplatz?";"Normaler Parkplatz";"Reservierter Parkplatz fuer Menschen mit Behinderung";"Groesserer Parkplatz";"Kostenloser Parkplatz";"B";"2";"7";"9";"parken";"BEHINDERTENPARKPLAETZE sind reserviert und duerfen nicht ohne Berechtigung benutzt werden.";""
"Was ist der TUeV?";"Eine Automarke";"Technische Ueberwachung die prueft ob Autos sicher sind";"Ein Autohaendler";"Eine Tankstelle";"B";"3";"10";"12";"fahrzeugpruefung";"Der TUeV prueft, ob dein Auto technisch sicher und verkehrstauglich ist.";""
"Wie oft muss ein PKW zum TUeV?";"Jedes Jahr";"Alle 2 Jahre und Neuwagen erst nach 3 Jahren";"Alle 5 Jahre";"Nie";"B";"3";"10";"12";"fahrzeugpruefung";"Hauptuntersuchung TUeV alle 2 Jahre, Neuwagen erst nach 3 Jahren.";""
"Was ist die gruene Plakette?";"Parkerlaubnis";"Umweltplakette fuer saubere Autos";"TUeV-Plakette";"Steuermarke";"B";"3";"10";"12";"umwelt";"Die GRUENE UMWELTPLAKETTE zeigt: Dieses Auto darf in Umweltzonen fahren.";""
"Was ist eine Umweltzone?";"Naturschutzgebiet";"Stadtbereich nur fuer Autos mit Umweltplakette";"Fussgaengerzone";"Spielstrasse";"B";"3";"10";"12";"umwelt";"In UMWELTZONEN duerfen nur Autos mit passender Plakette fahren.";""
"Was ist die KFZ-Versicherung?";"Steuern";"Pflichtversicherung fuer Schaeden durch dein Auto";"TUeV";"Fuehrerschein";"B";"3";"10";"12";"dokumente";"Die KFZ-VERSICHERUNG bezahlt Schaeden, die dein Auto verursacht. Sie ist Pflicht!";""
"Was ist die Promillegrenze fuer Fahranfaenger?";"0,5 Promille";"0,0 Promille";"0,3 Promille";"1,0 Promille";"B";"4";"14";"16";"alkohol";"Fuer FAHRANFAENGER gilt 0,0 Promille - absolutes Alkoholverbot!";""
"Was ist die normale Promillegrenze?";"0,0";"0,5 Promille";"1,0 Promille";"2,0 Promille";"B";"4";"14";"16";"alkohol";"Die normale Grenze ist 0,5 Promille, aber schon ab 0,3 kann es Strafen geben.";""
"Warum ist Alkohol am Steuer gefaehrlich?";"Ist nicht gefaehrlich";"Reaktion langsamer, Sicht schlechter, Risiko hoeher";"Macht schneller";"Hilft beim Fahren";"B";"3";"10";"12";"alkohol";"ALKOHOL verlangsamt Reaktionen und macht das Fahren sehr gefaehrlich!";""
"Was ist ein Motorrad?";"Dreirad";"Zweirad mit Motor";"Fahrrad";"Auto";"B";"1";"6";"8";"fahrzeuge";"Ein MOTORRAD ist ein Zweirad mit Motor - schnell aber auch gefaehrlich.";""
"Welche Schutzkleidung braucht ein Motorradfahrer?";"Keine";"Helm, Jacke, Hose, Handschuhe, Stiefel";"Nur Helm";"Warnweste";"B";"2";"8";"10";"sicherheit";"Motorradfahrer brauchen: HELM Pflicht, Schutzkleidung, Handschuhe, feste Schuhe.";""
"Wo duerfen Inline-Skater fahren?";"Auf der Strasse";"Auf Gehwegen und Fussgaengerbereichen";"Auf dem Radweg";"Auf der Autobahn";"B";"2";"8";"10";"regeln";"Inline-Skater gelten als Fussgaenger und fahren auf GEHWEGEN.";""
"Was ist ein Anhaenger?";"Vorderseite des Autos";"Fahrzeug das hinter dem Auto gezogen wird";"Ein grosses Auto";"Ein Bus";"B";"2";"7";"9";"fahrzeuge";"Ein ANHAENGER wird hinter dem Auto angekuppelt und transportiert Sachen.";""
"Braucht man fuer einen Anhaenger einen speziellen Fuehrerschein?";"Nie";"Ab bestimmtem Gewicht ja Klasse BE";"Immer";"Nur fuer grosse Anhaenger";"B";"4";"14";"16";"fuehrerschein";"Fuer schwere Anhaenger braucht man Fuehrerschein Klasse BE.";""
"Was bedeutet das Schild mit dem LKW und rotem Kreis?";"LKW erlaubt";"Ueberholverbot fuer LKW";"LKW-Parkplatz";"LKW-Werkstatt";"B";"3";"10";"12";"verkehrsschilder";"LKW-UEBERHOLVERBOT: LKW duerfen hier nicht ueberholen.";""
"Was ist ein Gefahrguttransporter?";"Normaler LKW";"LKW der gefaehrliche Stoffe transportiert";"Krankenwagen";"Feuerwehr";"B";"3";"10";"12";"fahrzeuge";"GEFAHRGUTTRANSPORTER haben orangene Warntafeln und transportieren gefaehrliche Stoffe.";""
"Was bedeuten orangene Warntafeln an LKW?";"Baustelle";"Gefahrgut und gefaehrliche Ladung";"Schwertransport";"Ueberlange Ladung";"B";"3";"10";"12";"sicherheit";"Orangene Tafeln gleich GEFAEHRLICHE LADUNG. Bei Unfall Abstand halten!";""
"Was ist ein Zebrastreifen ohne Ampel?";"Unsicher";"Fussgaenger haben Vorrang, Autos muessen warten";"Autos haben Vorrang";"Niemand hat Vorrang";"B";"2";"7";"9";"regeln";"Am ZEBRASTREIFEN haben Fussgaenger VORRANG - Autos muessen anhalten!";""
"Was ist eine Fahrradstrasse?";"Normale Strasse";"Strasse auf der Radfahrer Vorrang haben";"Fussgaengerzone";"Spielstrasse";"B";"3";"10";"12";"wege";"In der FAHRRADSTRASSE haben Radfahrer Vorrang. Autos duerfen oft auch fahren.";""
"Was bedeutet das Schild Anlieger frei?";"Durchfahrt fuer alle";"Nur Anwohner und Besucher duerfen hier fahren";"Parkverbot";"Einbahnstrasse";"B";"3";"10";"12";"verkehrsschilder";"ANLIEGER FREI: Nur wer hier wohnt oder jemanden besucht, darf durchfahren.";""
"Was ist eine Sackgasse?";"Einbahnstrasse";"Strasse die nicht durchfuehrt";"Spielstrasse";"Fahrradstrasse";"B";"1";"6";"8";"strassenarten";"Eine SACKGASSE endet - du musst umkehren.";""
"Was machst du bei einem Reifenplatzer?";"Stark bremsen";"Lenkrad festhalten, langsam abbremsen, rechts ran";"Schneller fahren";"Hupen";"B";"4";"12";"14";"notfall";"Bei Reifenplatzer: NICHT stark bremsen! Lenkrad halten, langsam abbremsen.";""
"Was ist das Zuendschloss?";"Tankdeckel";"Vorrichtung zum Starten des Motors mit Schluessel";"Tuerschloss";"Lenkradschloss";"B";"2";"7";"9";"fahrzeugteile";"Im ZUENDSCHLOSS steckst du den Schluessel um den Motor zu starten.";""
"Was ist der Rueckspiegel?";"Seitenspiegel";"Spiegel um nach hinten zu sehen";"Schminkspiegel";"Dekoration";"B";"1";"6";"8";"fahrzeugteile";"Im RUECKSPIEGEL siehst du was hinter dem Auto passiert.";""
"Wofuer sind die Seitenspiegel?";"Zum Schminken";"Um den seitlichen Verkehr zu sehen";"Dekoration";"Werbung";"B";"1";"6";"8";"fahrzeugteile";"Die SEITENSPIEGEL zeigen den Verkehr neben und hinter dir.";""
"Was ist der Tacho?";"Radio";"Geschwindigkeitsanzeige";"Tankuhr";"Uhr";"B";"1";"6";"8";"fahrzeugteile";"Der TACHO zeigt wie schnell du faehrst.";""
"Was zeigt die Tankuhr an?";"Geschwindigkeit";"Wie viel Benzin noch im Tank ist";"Temperatur";"Kilometerstand";"B";"1";"6";"8";"fahrzeugteile";"Die TANKUHR zeigt, ob du bald tanken musst.";""
"Was ist das Lenkrad?";"Gaspedal";"Steuerung fuer die Fahrtrichtung";"Bremse";"Sitz";"B";"1";"5";"7";"fahrzeugteile";"Mit dem LENKRAD bestimmst du wohin das Auto faehrt.";""
"Was ist das Gaspedal?";"Bremse";"Pedal zum Beschleunigen";"Kupplung";"Lenkrad";"B";"1";"6";"8";"fahrzeugteile";"Das GASPEDAL laesst das Auto schneller fahren.";""
"Was sind Scheibenwischer?";"Fensterheber";"Wischen Regen und Schmutz von der Windschutzscheibe";"Spiegel";"Scheinwerfer";"B";"1";"5";"7";"fahrzeugteile";"Die SCHEIBENWISCHER halten die Sicht bei Regen frei.";""
"Warum ist es wichtig bei Regen Licht einzuschalten?";"Sieht cool aus";"Damit andere dich besser sehen koennen";"Spart Benzin";"Ist nicht wichtig";"B";"2";"7";"9";"wetter";"Bei Regen: LICHT AN! Dann sehen dich andere besser.";""
"Was ist Sekundenschlaf?";"Kurzes Nickerchen";"Gefaehrliches Einschlafen waehrend der Fahrt";"Schnelles Blinzeln";"Tagtraeumen";"B";"3";"10";"12";"gefahren";"SEKUNDENSCHLAF ist sehr gefaehrlich! Muede Fahrer sollten Pause machen.";""
"Was machst du wenn du muede wirst beim Fahren?";"Musik lauter";"Pause machen und schlafen";"Fenster oeffnen";"Schneller fahren";"B";"3";"10";"12";"verhalten";"Bei Muedigkeit: PAUSE machen! Kein Trick hilft wirklich ausser Schlaf.";""
"Was ist ein Fahrstreifen?";"Gehweg";"Spur auf der Strasse fuer eine Fahrtrichtung";"Parkplatz";"Radweg";"B";"2";"8";"10";"strassenarten";"Jeder FAHRSTREIFEN ist fuer eine Reihe Autos gedacht.";""
"Was bedeutet durchgezogene Linie?";"Ueberholen erlaubt";"Ueberholen verboten, nicht ueberfahren";"Parkverbot";"Ende der Strasse";"B";"3";"10";"12";"regeln";"DURCHGEZOGENE LINIE darf nicht ueberfahren werden - Ueberholverbot!";""
"Was bedeutet gestrichelte Linie?";"Durchfahrt verboten";"Ueberholen erlaubt wenn frei";"Parkplatz";"Haltelinie";"B";"3";"10";"12";"regeln";"GESTRICHELTE LINIE: Ueberholen erlaubt wenn die Gegenspur frei ist.";""
"Was ist ein Carport?";"Garage";"Ueberdachter Stellplatz fuer Autos";"Parkhaus";"Tiefgarage";"B";"2";"7";"9";"parken";"Ein CARPORT ist ein ueberdachter Stellplatz, aber keine geschlossene Garage.";""
"Was ist ein Parkhaus?";"Einzelner Parkplatz";"Gebaeude mit vielen Parkplaetzen auf mehreren Ebenen";"Carport";"Tiefgarage";"B";"2";"7";"9";"parken";"Im PARKHAUS gibt es viele Parkplaetze uebereinander.";""
"Was ist eine Tiefgarage?";"Parkhaus";"Parkplaetze unter der Erde";"Carport";"Freier Parkplatz";"B";"2";"7";"9";"parken";"Eine TIEFGARAGE ist ein Parkhaus unter der Erde.";""
"Was ist ein Strassenbahngleis?";"Radweg";"Schienen fuer die Strassenbahn";"Fussgaengerweg";"Autospur";"B";"2";"7";"9";"strassenarten";"Auf STRASSENBAHNGLEISEN faehrt die Tram - Vorsicht beim Ueberqueren!";""
"Wer hat Vorrang wenn die Strassenbahn kommt?";"Autos";"Die Strassenbahn";"Fahrraeder";"Fussgaenger";"B";"2";"8";"10";"regeln";"Die STRASSENBAHN hat fast immer Vorrang - sie kann nicht ausweichen!";""
"Was ist ein Taxistand?";"Bushaltestelle";"Warteplatz fuer Taxis";"Parkplatz";"Halteverbot";"B";"2";"7";"9";"bereiche";"Am TAXISTAND warten Taxis auf Fahrgaeste.";""
"Darf man am Taxistand parken?";"Ja";"Nein, nur Taxis duerfen dort stehen";"Kurz ja";"Nachts ja";"B";"2";"8";"10";"parken";"Am TAXISTAND ist Parken verboten - nur fuer Taxis!";""
"Was bedeutet das Schild mit dem durchgestrichenen Handy?";"Handy benutzen";"Handyverbot";"Telefonzelle";"WLAN vorhanden";"B";"2";"8";"10";"verkehrsschilder";"HANDYVERBOT: Hier darfst du das Handy nicht benutzen.";""
"Was passiert wenn man mit Handy am Steuer erwischt wird?";"Nichts";"Bussgeld und Punkt in Flensburg";"Lob";"Nur Ermahnung";"B";"4";"12";"14";"recht";"HANDY AM STEUER: Mindestens 100 Euro Bussgeld und 1 Punkt!";""
"Was ist der Verbandskasten?";"Werkzeugkoffer";"Erste-Hilfe-Set das im Auto sein muss";"Reifenset";"Warndreieck";"B";"2";"8";"10";"sicherheit";"Der VERBANDSKASTEN ist Pflicht im Auto - fuer Erste Hilfe bei Unfaellen.";""
"Was muss im Verbandskasten sein?";"Werkzeug";"Verbandsmaterial, Pflaster, Schere, Handschuhe";"Medikamente";"Snacks";"B";"3";"10";"12";"sicherheit";"Im Verbandskasten: Verbandsmaterial, Pflaster, Schere, Einweghandschuhe.";""
"Was ist Erste Hilfe?";"Arztbesuch";"Sofortige Hilfe fuer Verletzte bis der Rettungsdienst kommt";"Krankenhaus";"Apotheke";"B";"2";"7";"9";"notfall";"ERSTE HILFE rettet Leben! Jeder sollte helfen koennen.";""
"Was ist die stabile Seitenlage?";"Sitzen";"Sichere Position fuer bewusstlose Menschen die atmen";"Stehen";"Liegen auf dem Ruecken";"B";"3";"10";"12";"notfall";"Die STABILE SEITENLAGE schuetzt Bewusstlose vor Ersticken.";""
