frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was ist ein Flaschenzug?";"Ein Hebel";"System aus mehreren Rollen";"Ein Seil";"Ein Motor";"B";"3";"9";"11";"mechanik";"Ein FLASCHENZUG hat mehrere Rollen und verringert den Kraftaufwand.";""
"Was ist Auftrieb?";"Sinken";"Kraft die Koerper im Wasser nach oben drueckt";"Schwerkraft";"Reibung";"B";"2";"8";"10";"mechanik";"AUFTRIEB ist die Kraft die Koerper im Wasser schweben laesst.";""
"Warum schwimmt Holz?";"Es ist leicht";"Sein Auftrieb ist groesser als sein Gewicht";"Es hat Luft";"Es ist warm";"B";"2";"8";"10";"mechanik";"Holz hat weniger DICHTE als Wasser und schwimmt daher.";""
"Was ist Dichte?";"Gewicht";"Masse pro Volumen";"Groesse";"Kraft";"B";"3";"10";"12";"mechanik";"DICHTE ist Masse geteilt durch Volumen - wie dicht gepackt die Materie ist.";""
"Was ist Druck?";"Kraft";"Kraft pro Flaeche";"Gewicht";"Volumen";"B";"3";"10";"12";"mechanik";"DRUCK ist Kraft geteilt durch Flaeche - gemessen in Pascal.";""
"In welcher Einheit misst man Druck?";"Newton";"Pascal oder Bar";"Joule";"Watt";"B";"3";"10";"12";"mechanik";"Druck wird in PASCAL (Pa) oder BAR gemessen.";""
"Was ist der Luftdruck?";"Gewicht der Sonne";"Gewicht der Luftsaeule ueber uns";"Temperatur";"Wind";"B";"3";"10";"12";"mechanik";"LUFTDRUCK ist das Gewicht der Luftsaeule auf einer Flaeche.";""
"Was ist Vakuum?";"Volle Luft";"Raum ohne Materie";"Kalte Luft";"Heisse Luft";"B";"2";"8";"10";"grundlagen";"VAKUUM ist ein Raum ohne Luft und Materie.";""
"Was ist ein Stromkreis?";"Nur Kabel";"Geschlossener Weg fuer elektrischen Strom";"Nur Batterie";"Nur Lampe";"B";"2";"8";"10";"elektrik";"Ein STROMKREIS ist ein geschlossener Weg durch den Strom fliesst.";""
"Was ist ein Leiter?";"Isolator";"Material das Strom gut leitet";"Widerstand";"Schalter";"B";"2";"8";"10";"elektrik";"Ein LEITER leitet Strom gut - wie Kupfer oder Aluminium.";""
"Was ist ein Isolator?";"Leiter";"Material das Strom nicht leitet";"Widerstand";"Batterie";"B";"2";"8";"10";"elektrik";"Ein ISOLATOR leitet keinen Strom - wie Gummi oder Plastik.";""
"Was ist ein Kurzschluss?";"Langer Schluss";"Strom fliesst ohne Widerstand";"Offener Stromkreis";"Kein Strom";"B";"3";"10";"12";"elektrik";"Ein KURZSCHLUSS ist wenn Strom den kurzen Weg ohne Verbraucher nimmt.";""
"Was ist eine Reihenschaltung?";"Parallel";"Verbraucher sind hintereinander geschaltet";"Keine Verbindung";"Nur ein Verbraucher";"B";"3";"10";"12";"elektrik";"In der REIHENSCHALTUNG sind alle Elemente hintereinander.";""
"Was ist eine Parallelschaltung?";"Reihe";"Verbraucher sind nebeneinander geschaltet";"Keine Verbindung";"Kurzschluss";"B";"3";"10";"12";"elektrik";"In der PARALLELSCHALTUNG sind Elemente nebeneinander - mehrere Wege.";""
"Was ist ein Generator?";"Verbraucher";"Maschine die Bewegung in Strom umwandelt";"Motor";"Batterie";"B";"3";"10";"12";"elektrik";"Ein GENERATOR wandelt Bewegungsenergie in elektrischen Strom um.";""
"Was ist ein Elektromotor?";"Generator";"Maschine die Strom in Bewegung umwandelt";"Batterie";"Widerstand";"B";"3";"10";"12";"elektrik";"Ein ELEKTROMOTOR wandelt elektrischen Strom in Bewegung um.";""
"Was ist ein Transformator?";"Motor";"Geraet das Spannung umwandelt";"Generator";"Schalter";"B";"4";"12";"14";"elektrik";"Ein TRANSFORMATOR wandelt elektrische Spannung hoch oder runter.";""
"Wie heisst Einsteins beruehmte Formel?";"F=ma";"E=mc2";"V=IR";"P=UI";"B";"3";"10";"12";"physiker";"E=mc2 zeigt dass Masse und Energie aequivalent sind.";""
"Wer entwickelte die Relativitaetstheorie?";"Newton";"Einstein";"Hawking";"Bohr";"B";"3";"10";"12";"physiker";"ALBERT EINSTEIN entwickelte die Relativitaetstheorie.";""
"Was ist die spezielle Relativitaetstheorie?";"Gravity";"Theorie ueber schnelle Bewegungen und Licht";"Quantenphysik";"Elektrodynamik";"B";"5";"14";"17";"moderne";"Die SPEZIELLE RELATIVITAET erklaert Bewegung nahe der Lichtgeschwindigkeit.";""
"Was sind Atome?";"Molekuele";"Kleinste Bausteine der Materie";"Elektronen";"Zellen";"B";"2";"8";"10";"atomphysik";"ATOME sind die kleinsten Bausteine aus denen alles besteht.";""
"Was ist im Atomkern?";"Elektronen";"Protonen und Neutronen";"Nur Protonen";"Nur Neutronen";"B";"3";"10";"12";"atomphysik";"Im ATOMKERN sind positiv geladene Protonen und neutrale Neutronen.";""
"Wo sind die Elektronen im Atom?";"Im Kern";"In der Huelle um den Kern";"Ausserhalb";"Nirgends";"B";"3";"10";"12";"atomphysik";"ELEKTRONEN umkreisen den Kern in der Atomhuelle.";""
"Was ist Radioaktivitaet?";"Magnetismus";"Zerfall von Atomkernen";"Elektrizitaet";"Chemie";"B";"4";"12";"14";"atomphysik";"RADIOAKTIVITAET ist der Zerfall instabiler Atomkerne mit Strahlung.";""
"Was ist ein Photon?";"Elektron";"Lichtteilchen";"Proton";"Neutron";"B";"4";"12";"14";"moderne";"Ein PHOTON ist ein Teilchen des Lichts - Licht ist auch Welle!";""
"Was ist der Welle-Teilchen-Dualismus?";"Nur Welle";"Licht ist Welle und Teilchen";"Nur Teilchen";"Weder noch";"B";"5";"14";"17";"moderne";"WELLE-TEILCHEN-DUALISMUS: Licht verhaelt sich als Welle UND Teilchen.";""
"Wer erforschte schwarze Loecher?";"Newton";"Stephen Hawking";"Einstein";"Bohr";"B";"3";"10";"12";"physiker";"STEPHEN HAWKING erforschte schwarze Loecher und das Universum.";""
"Was ist ein schwarzes Loch?";"Leerer Raum";"Objekt mit extremer Schwerkraft";"Dunkler Stern";"Kalter Planet";"B";"3";"10";"12";"astronomie";"Ein SCHWARZES LOCH hat so starke Schwerkraft dass nichts entkommt.";""
"Was ist Kernspaltung?";"Fusion";"Teilen schwerer Atomkerne";"Chemische Reaktion";"Verbrennung";"B";"4";"12";"14";"atomphysik";"Bei KERNSPALTUNG werden schwere Kerne geteilt - setzt Energie frei.";""
"Was ist Kernfusion?";"Spaltung";"Verschmelzen leichter Atomkerne";"Chemie";"Radioaktivitaet";"B";"4";"12";"14";"atomphysik";"Bei KERNFUSION verschmelzen leichte Kerne - wie in der Sonne!";""
"Was passiert in der Sonne?";"Verbrennung";"Kernfusion von Wasserstoff zu Helium";"Kernspaltung";"Chemie";"B";"3";"10";"12";"astronomie";"In der SONNE fusioniert Wasserstoff zu Helium - daher die Energie.";""
"Was ist Geschwindigkeit?";"Strecke";"Zurueckgelegte Strecke pro Zeit";"Zeit";"Beschleunigung";"B";"2";"8";"10";"mechanik";"GESCHWINDIGKEIT ist Weg geteilt durch Zeit.";""
"Was ist Beschleunigung?";"Geschwindigkeit";"Aenderung der Geschwindigkeit pro Zeit";"Strecke";"Kraft";"B";"3";"10";"12";"mechanik";"BESCHLEUNIGUNG ist wie schnell sich die Geschwindigkeit aendert.";""
"Was ist Gravitation?";"Magnetismus";"Anziehung zwischen Massen";"Elektrizitaet";"Reibung";"B";"2";"8";"10";"mechanik";"GRAVITATION ist die Anziehungskraft zwischen allen Massen.";""
"Warum ist der Mond nicht weggeflogen?";"Zu schwer";"Gravitation der Erde haelt ihn";"Kein Wind";"Zu langsam";"B";"2";"8";"10";"astronomie";"Die GRAVITATION der Erde haelt den Mond in seiner Bahn.";""
"Was ist ein Pendel?";"Uhr";"Masse an Schnur die hin und her schwingt";"Hebel";"Rolle";"B";"2";"8";"10";"mechanik";"Ein PENDEL schwingt gleichmaessig hin und her - Basis fuer Uhren.";""
"Warum sieht ein Strohhalm im Wasser geknickt aus?";"Kaputt";"Lichtbrechung";"Optische Taeuschung";"Wasserbewegung";"B";"2";"8";"10";"optik";"LICHTBRECHUNG an der Wasseroberflaeche laesst den Strohhalm geknickt aussehen.";""
"Was ist ein Prisma?";"Linse";"Dreieckiger Koerper der Licht in Farben teilt";"Spiegel";"Filter";"B";"3";"9";"11";"optik";"Ein PRISMA bricht Licht und teilt es in die Regenbogenfarben.";""
"Wie funktioniert ein Spiegel?";"Brechung";"Reflexion von Licht";"Absorption";"Streuung";"B";"2";"8";"10";"optik";"Ein SPIEGEL reflektiert Licht und zeigt so ein Bild.";""
"Was ist Ultraschall?";"Sehr lauter Schall";"Schall mit sehr hoher Frequenz";"Sehr tiefer Schall";"Lichtschall";"B";"3";"10";"12";"akustik";"ULTRASCHALL hat Frequenzen ueber 20.000 Hz - fuer Menschen unhoerbar.";""
"Welche Tiere nutzen Ultraschall?";"Voegel";"Fledermaeuse und Delfine";"Fische";"Insekten";"B";"2";"8";"10";"akustik";"FLEDERMAEUSE und DELFINE nutzen Ultraschall zur Orientierung.";""
"Was ist Infrarot?";"Sichtbares Licht";"Waermestrahlung unter Rot";"Ultraviolett";"Roentgen";"B";"3";"10";"12";"optik";"INFRAROT ist Waermestrahlung mit niedrigerer Frequenz als rotes Licht.";""
"Was ist UV-Strahlung?";"Infrarot";"Strahlung ueber Violett";"Sichtbares Licht";"Roentgen";"B";"3";"10";"12";"optik";"ULTRAVIOLETT hat hoehere Frequenz als sichtbares Licht - kann Sonnenbrand verursachen.";""
"Was sind Roentgenstrahlen?";"Radiowellen";"Durchdringende Strahlung fuer Medizin";"UV-Licht";"Infrarot";"B";"3";"10";"12";"strahlung";"ROENTGENSTRAHLEN durchdringen Koerper - nuetzlich fuer medizinische Bilder.";""
"Wer entdeckte die Roentgenstrahlen?";"Curie";"Wilhelm Conrad Roentgen";"Einstein";"Becquerel";"B";"3";"10";"12";"physiker";"WILHELM CONRAD ROENTGEN entdeckte 1895 die nach ihm benannten Strahlen.";""
"Was ist elektromagnetische Strahlung?";"Nur Licht";"Wellen aus elektrischen und magnetischen Feldern";"Schallwellen";"Wasserwellen";"B";"4";"12";"14";"strahlung";"ELEKTROMAGNETISCHE STRAHLUNG umfasst Radio bis Gammastrahlen.";""
"Was sind die Aggregatzustaende?";"Farben";"Fest, fluessig, gasfoermig";"Temperaturen";"Energieformen";"B";"2";"7";"9";"thermodynamik";"Die drei AGGREGATZUSTAENDE sind fest, fluessig und gasfoermig.";""
"Was ist Schmelzen?";"Gasfoermig werden";"Fest zu fluessig";"Fluessig zu fest";"Fluessig zu Gas";"B";"2";"7";"9";"thermodynamik";"SCHMELZEN ist der Uebergang von fest zu fluessig.";""
"Was ist Verdampfen?";"Fest zu Gas";"Fluessig zu gasfoermig";"Gas zu fluessig";"Fluessig zu fest";"B";"2";"7";"9";"thermodynamik";"VERDAMPFEN ist der Uebergang von fluessig zu gasfoermig.";""
