frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was ist ein Krimi?";"Liebesroman";"Geschichte mit Verbrechen und Loesung";"Sachbuch";"Maerchen";"B";"2";"8";"10";"genres";"In KRIMIS wird ein Verbrechen aufgeklaert.";""
"Was ist ein Fantasy-Buch?";"Sachbuch";"Geschichte in einer magischen Welt";"Biografie";"Zeitschrift";"B";"2";"8";"10";"genres";"FANTASY spielt in erfundenen Welten mit Magie und Fabelwesen.";""
"Was ist Science Fiction?";"Fantasy";"Geschichten ueber Zukunft und Technik";"Maerchen";"Krimi";"B";"3";"9";"11";"genres";"SCIENCE FICTION handelt von Zukunft, Weltraum und Technik.";""
"Was ist eine Biografie?";"Roman";"Lebensbeschreibung einer echten Person";"Maerchen";"Fabel";"B";"3";"10";"12";"genres";"Eine BIOGRAFIE erzaehlt das Leben einer realen Person.";""
"Wer schrieb Harry Potter?";"Stephen King";"J.K. Rowling";"Tolkien";"Astrid Lindgren";"B";"2";"8";"10";"autoren";"J.K. ROWLING schrieb alle Harry Potter Buecher.";""
"Wer schrieb Der Herr der Ringe?";"Rowling";"J.R.R. Tolkien";"Stephen King";"C.S. Lewis";"B";"3";"10";"12";"autoren";"J.R.R. TOLKIEN schrieb Der Herr der Ringe und Der Hobbit.";""
"Wer schrieb Pippi Langstrumpf?";"Grimm";"Astrid Lindgren";"Ottfried Preussler";"Michael Ende";"B";"2";"7";"9";"autoren";"ASTRID LINDGREN aus Schweden schrieb Pippi Langstrumpf.";""
"Wer schrieb Die unendliche Geschichte?";"Astrid Lindgren";"Michael Ende";"Ottfried Preussler";"Erich Kaestner";"B";"3";"9";"11";"autoren";"MICHAEL ENDE schrieb Die unendliche Geschichte und Momo.";""
"Wer schrieb Das kleine Gespenst?";"Michael Ende";"Ottfried Preussler";"Astrid Lindgren";"Erich Kaestner";"B";"2";"8";"10";"autoren";"OTTFRIED PREUSSLER schrieb Das kleine Gespenst und Die kleine Hexe.";""
"Was ist die Hauptfigur in einer Geschichte?";"Nebenrolle";"Wichtigste Person der Handlung";"Autor";"Erzaehler";"B";"2";"8";"10";"erzaehlung";"Die HAUPTFIGUR ist die wichtigste Person um die sich alles dreht.";""
"Was ist der Hoehepunkt einer Geschichte?";"Anfang";"Spannendster Moment";"Ende";"Mitte";"B";"3";"9";"11";"erzaehlung";"Der HOEHEPUNKT ist der spannendste Punkt der Geschichte.";""
"Was ist ein Happy End?";"Trauriges Ende";"Glueckliches Ende";"Offenes Ende";"Ueberraschendes Ende";"B";"1";"6";"8";"erzaehlung";"Ein HAPPY END ist wenn die Geschichte gut ausgeht.";""
"Was ist ein Cliffhanger?";"Happy End";"Spannung am Ende einer Episode";"Trauriges Ende";"Anfang";"B";"3";"10";"12";"erzaehlung";"Ein CLIFFHANGER laesst den Leser in Spannung - man will weiterlesen!";""
"Was bedeutet Ich-Erzaehler?";"Autor erzaehlt";"Hauptfigur erzaehlt selbst";"Niemand erzaehlt";"Alle erzaehlen";"B";"3";"10";"12";"erzaehlperspektive";"Beim ICH-ERZAEHLER erzaehlt eine Figur ihre eigene Geschichte.";""
"Was ist ein Dialog?";"Beschreibung";"Gespraech zwischen Figuren";"Gedanken";"Erzaehlung";"B";"2";"8";"10";"erzaehlung";"Ein DIALOG ist ein Gespraech zwischen zwei oder mehr Personen.";""
"Welches Satzzeichen steht vor woertlicher Rede?";"Punkt";"Doppelpunkt und Anfuehrungszeichen";"Fragezeichen";"Komma";"B";"3";"9";"11";"zeichensetzung";"Vor woertlicher Rede steht DOPPELPUNKT dann Anfuehrungszeichen.";""
"Was ist ein Absatz?";"Satz";"Abschnitt im Text";"Wort";"Kapitel";"B";"2";"7";"9";"textstruktur";"Ein ABSATZ ist ein Textabschnitt der mit einer neuen Zeile beginnt.";""
"Was ist eine Ueberschrift?";"Letzter Satz";"Titel ueber einem Text";"Fussnote";"Zusammenfassung";"B";"1";"6";"8";"textstruktur";"Eine UEBERSCHRIFT steht oben und sagt worum es geht.";""
"Was ist Vorlesen?";"Still lesen";"Laut fuer andere lesen";"Schreiben";"Zuhoeren";"B";"1";"5";"7";"lesen";"Beim VORLESEN liest man laut damit andere zuhoeren koennen.";""
"Was ist ein Lesezeichen?";"Buchtitel";"Markierung wo man aufgehoert hat";"Seitenzahl";"Kapitel";"B";"1";"5";"7";"lesen";"Ein LESEZEICHEN zeigt wo man aufgehoert hat zu lesen.";""
"Was ist eine Zusammenfassung?";"Ganzer Text";"Kurze Version der wichtigsten Punkte";"Einleitung";"Ueberschrift";"B";"2";"8";"10";"textverstaendnis";"Eine ZUSAMMENFASSUNG enthaelt nur die wichtigsten Informationen.";""
"Was ist Textverstaendnis?";"Schnell lesen";"Verstehen was man liest";"Laut lesen";"Auswendig lernen";"B";"2";"7";"9";"lesen";"TEXTVERSTAENDNIS bedeutet den Inhalt eines Textes zu verstehen.";""
"Was ist ein Woerterbuch?";"Roman";"Buch das Woerter erklaert";"Maerchen";"Zeitschrift";"B";"2";"7";"9";"nachschlagewerke";"Ein WOERTERBUCH erklaert was Woerter bedeuten.";""
"Was ist ein Lexikon?";"Roman";"Nachschlagewerk mit vielen Themen";"Maerchen";"Gedichtband";"B";"2";"8";"10";"nachschlagewerke";"Ein LEXIKON erklaert viele verschiedene Begriffe alphabetisch.";""
"Was ist eine Zeitung?";"Buch";"Regelmaessige Nachrichten auf Papier";"Roman";"Brief";"B";"1";"6";"8";"medien";"Eine ZEITUNG erscheint regelmaessig mit aktuellen Nachrichten.";""
"Was ist eine Zeitschrift?";"Tageszeitung";"Magazin das regelmaessig erscheint";"Buch";"Brief";"B";"2";"7";"9";"medien";"ZEITSCHRIFTEN erscheinen woechentlich oder monatlich zu bestimmten Themen.";""
"Was ist ein Comic?";"Roman";"Bildergeschichte mit Sprechblasen";"Sachbuch";"Zeitung";"B";"1";"5";"7";"medien";"COMICS erzaehlen Geschichten mit Bildern und Sprechblasen.";""
"Was ist ein Hoerbuch?";"Gedrucktes Buch";"Buch das man anhoert";"E-Book";"Comic";"B";"1";"6";"8";"medien";"Ein HOERBUCH wird vorgelesen und man kann es anhoeren.";""
"Was ist ein E-Book?";"Papier-Buch";"Elektronisches Buch zum Lesen auf Geraeten";"Hoerbuch";"Zeitschrift";"B";"2";"8";"10";"medien";"E-BOOKS liest man auf Tablets, E-Readern oder Computern.";""
"Was ist Rotkäppchen?";"Fabel";"Maerchen der Brueder Grimm";"Roman";"Sachbuch";"B";"1";"5";"7";"maerchen";"ROTKAEPPCHEN ist ein bekanntes Maerchen ueber ein Maedchen und den Wolf.";""
"Was ist Haensel und Gretel?";"Fabel";"Maerchen ueber zwei Kinder im Wald";"Roman";"Gedicht";"B";"1";"5";"7";"maerchen";"HAENSEL UND GRETEL ist ein Maerchen ueber zwei Kinder und eine Hexe.";""
"Was ist Schneewittchen?";"Fabel";"Maerchen mit boser Koenigin";"Roman";"Sachbuch";"B";"1";"5";"7";"maerchen";"SCHNEEWITTCHEN handelt von einer Prinzessin und sieben Zwergen.";""
"Was ist Aschenputtel?";"Fabel";"Maerchen mit Glaesernem Schuh";"Roman";"Gedicht";"B";"1";"5";"7";"maerchen";"ASCHENPUTTEL geht zum Ball und verliert ihren Schuh.";""
"Was ist eine Sage?";"Maerchen";"Ueberlieferte Geschichte oft mit wahrem Kern";"Roman";"Fabel";"B";"3";"10";"12";"textarten";"SAGEN sind alte Geschichten die oft einen wahren Kern haben.";""
"Was ist eine Legende?";"Roman";"Erzaehlung ueber Heilige oder Helden";"Sachbuch";"Comic";"B";"3";"10";"12";"textarten";"LEGENDEN erzaehlen von besonderen Menschen oft Heiligen.";""
"Was ist ein Mythos?";"Sachbuch";"Alte Goettergeschichte";"Roman";"Zeitung";"B";"4";"11";"13";"textarten";"MYTHEN sind alte Geschichten ueber Goetter und die Entstehung der Welt.";""
"Was ist ein Prolog?";"Ende";"Einleitung vor der eigentlichen Geschichte";"Hoehepunkt";"Kapitel";"B";"4";"11";"13";"buchteile";"Der PROLOG ist eine Einleitung vor dem ersten Kapitel.";""
"Was ist ein Epilog?";"Anfang";"Nachwort nach der eigentlichen Geschichte";"Prolog";"Kapitel";"B";"4";"11";"13";"buchteile";"Der EPILOG steht am Ende und zeigt oft was spaeter passiert.";""
"Was ist ein Zitat?";"Eigene Meinung";"Woertlich uebernommener Text";"Zusammenfassung";"Ueberschrift";"B";"3";"10";"12";"textarbeit";"Ein ZITAT ist ein genau so uebernommener Text mit Anfuehrungszeichen.";""
"Was bedeutet interpretieren?";"Vorlesen";"Bedeutung eines Textes erklaeren";"Abschreiben";"Uebersetzen";"B";"4";"11";"13";"textarbeit";"INTERPRETIEREN bedeutet die tiefere Bedeutung eines Textes zu erklaeren.";""
"Was ist eine Rezension?";"Zusammenfassung";"Bewertung eines Buches";"Inhaltsverzeichnis";"Kapitel";"B";"4";"12";"14";"textarbeit";"Eine REZENSION ist eine Buchkritik die sagt ob ein Buch gut ist.";""
"Was ist ein Bestseller?";"Schlechtes Buch";"Sehr oft verkauftes Buch";"Altes Buch";"Kurzes Buch";"B";"2";"8";"10";"buchwelt";"Ein BESTSELLER ist ein Buch das sehr oft verkauft wird.";""
"Was ist ein Klassiker?";"Neues Buch";"Zeitloses beruemtes Buch";"Comic";"Sachbuch";"B";"3";"10";"12";"buchwelt";"KLASSIKER sind Buecher die auch nach langer Zeit noch gelesen werden.";""
