frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was ist Windows?";"Ein Fenster";"Ein Betriebssystem von Microsoft";"Ein Browser";"Ein Spiel";"B";"2";"8";"10";"systeme";"WINDOWS ist das Betriebssystem von Microsoft fuer PCs.";""
"Was ist MacOS?";"Ein Burger";"Betriebssystem von Apple fuer Macs";"Windows";"Linux";"B";"2";"8";"10";"systeme";"MACOS ist das Betriebssystem von Apple fuer Mac Computer.";""
"Was ist Android?";"Ein Roboter";"Betriebssystem fuer Smartphones";"Ein Spiel";"Ein Browser";"B";"2";"8";"10";"systeme";"ANDROID ist ein Betriebssystem fuer Smartphones von Google.";""
"Was ist iOS?";"Ein Virus";"Betriebssystem fuer iPhones";"Android";"Windows";"B";"2";"8";"10";"systeme";"IOS ist das Betriebssystem von Apple fuer iPhones und iPads.";""
"Was ist ein Browser?";"Ein Spiel";"Programm zum Anzeigen von Webseiten";"Ein Betriebssystem";"Eine App";"B";"1";"6";"8";"werkzeuge";"Ein BROWSER zeigt Webseiten an - wie Chrome, Firefox oder Safari.";""
"Was ist eine URL?";"Ein Name";"Adresse einer Webseite";"Ein Passwort";"Ein Code";"B";"2";"8";"10";"web";"Die URL ist die ADRESSE einer Webseite wie www.example.com.";""
"Was ist ein Link?";"Eine Kette";"Verweis auf eine andere Seite";"Ein Bild";"Ein Text";"B";"1";"6";"8";"web";"Ein LINK fuehrt dich per Klick zu einer anderen Seite.";""
"Was ist ein Download?";"Hochladen";"Dateien aus dem Internet holen";"Loeschen";"Kopieren";"B";"1";"6";"8";"grundlagen";"DOWNLOAD holt Dateien aus dem Internet auf deinen Computer.";""
"Was ist ein Upload?";"Herunterladen";"Dateien ins Internet hochladen";"Loeschen";"Speichern";"B";"1";"6";"8";"grundlagen";"UPLOAD laedt Dateien von deinem Computer ins Internet hoch.";""
"Was ist Cloud Computing?";"Wolken berechnen";"Speichern und Rechnen im Internet";"Wetter";"Fliegen";"B";"3";"10";"12";"konzepte";"CLOUD: Daten und Programme werden im Internet statt lokal gespeichert.";""
"Was ist ein Datentyp?";"Datenbank";"Art von Werten wie Zahl oder Text";"Ein Befehl";"Ein Fehler";"B";"2";"9";"11";"datentypen";"DATENTYPEN sagen was fuer Werte gespeichert werden: Text, Zahl, Wahrheitswert...";""
"Was ist Pseudozufallszahl?";"Echte Zufallszahl";"Vom Computer berechnete scheinbar zufaellige Zahl";"Keine Zahl";"Feste Zahl";"B";"4";"13";"15";"konzepte";"Computer koennen keine echten ZUFALLSZAHLEN erzeugen - nur scheinbar zufaellige.";""
"Was ist ein Pixel?";"Ein Bild";"Kleinster Bildpunkt auf dem Bildschirm";"Eine Farbe";"Ein Programm";"B";"2";"8";"10";"grafik";"Ein PIXEL ist der kleinste Punkt auf einem Bildschirm.";""
"Was ist eine Datenbank?";"Ein Buch";"Strukturierte Sammlung von Daten";"Ein Programm";"Ein Browser";"B";"3";"10";"12";"datenstrukturen";"Eine DATENBANK speichert grosse Mengen Daten strukturiert und durchsuchbar.";""
"Was ist JSON?";"Ein Name";"Datenformat zum Austausch";"Eine Sprache";"Ein Fehler";"B";"4";"12";"14";"datenformate";"JSON ist ein beliebtes Format zum Austausch von Daten zwischen Programmen.";""
"Was ist XML?";"Ein Spiel";"Datenformat mit Tags";"Eine Sprache";"Ein Browser";"B";"4";"12";"14";"datenformate";"XML speichert Daten strukturiert mit Tags wie bei HTML.";""
"Was ist eine Schnittstelle?";"Schnittmuster";"Verbindung zwischen Programmen";"Ein Kabel";"Ein Bildschirm";"B";"3";"11";"13";"konzepte";"Eine SCHNITTSTELLE verbindet Programme oder Systeme miteinander.";""
"Was ist Versionskontrolle?";"Spielversion";"System zum Verfolgen von Code-Aenderungen";"Update";"Backup";"B";"3";"11";"13";"werkzeuge";"VERSIONSKONTROLLE speichert alle Aenderungen am Code wie eine Zeitmaschine.";""
"Was ist ein Commit in Git?";"Verpflichtung";"Speichern einer Code-Aenderung";"Ein Fehler";"Ein Branch";"B";"4";"12";"14";"werkzeuge";"Ein COMMIT speichert deine Aenderungen mit einer Beschreibung.";""
"Was ist ein Branch in Git?";"Ein Ast";"Parallele Version des Codes";"Ein Fehler";"Ein Commit";"B";"4";"12";"14";"werkzeuge";"Ein BRANCH ist eine parallele Version zum Ausprobieren ohne das Original zu aendern.";""
"Was ist Merge in Git?";"Zusammenfuegen";"Branches zusammenfuehren";"Loeschen";"Kopieren";"B";"4";"13";"15";"werkzeuge";"MERGE fuegt zwei Branches zusammen zu einer Version.";""
"Was ist ein Bug Report?";"Insektenbericht";"Fehlermeldung an Entwickler";"Ein Programm";"Ein Update";"B";"2";"9";"11";"entwicklung";"Ein BUG REPORT beschreibt einen Fehler damit er behoben werden kann.";""
"Was ist ein Feature Request?";"Wunschliste";"Vorschlag fuer neue Funktion";"Ein Fehler";"Ein Update";"B";"2";"9";"11";"entwicklung";"Ein FEATURE REQUEST ist ein Wunsch fuer eine neue Programmfunktion.";""
"Was ist Testing?";"Pruefung";"Programme auf Fehler pruefen";"Spielen";"Programmieren";"B";"3";"10";"12";"entwicklung";"TESTING prueft ob ein Programm richtig funktioniert und findet Fehler.";""
"Was ist Unit Testing?";"Einheitentest";"Testen einzelner Programmteile";"Alles testen";"Nichts testen";"B";"4";"13";"15";"entwicklung";"UNIT TESTS pruefen einzelne kleine Teile des Codes automatisch.";""
"Was ist Deployment?";"Einsatz";"Programm veroeffentlichen";"Programmieren";"Testen";"B";"4";"13";"15";"entwicklung";"DEPLOYMENT bringt ein fertiges Programm auf den Server fuer Nutzer.";""
"Was ist Agile Entwicklung?";"Schnell rennen";"Flexible iterative Softwareentwicklung";"Wasserfall";"Langsame Entwicklung";"B";"5";"14";"17";"entwicklung";"AGILE entwickelt in kurzen Zyklen mit regelmaessigem Feedback.";""
"Was ist Scrum?";"Rugby";"Agile Projektmanagement-Methode";"Ein Fehler";"Ein Programm";"B";"5";"14";"17";"entwicklung";"SCRUM ist eine Methode fuer agile Softwareentwicklung im Team.";""
"Was ist ein Sprint in Scrum?";"Rennen";"Kurze Entwicklungsphase";"Ein Fehler";"Ein Test";"B";"5";"14";"17";"entwicklung";"Ein SPRINT ist eine kurze Phase von 1-4 Wochen in der Features fertig werden.";""
"Was ist ein Stack Overflow?";"Website";"Fehler wenn der Speicher voll ist";"Ein Bug";"Eine Liste";"B";"4";"13";"15";"fehler";"STACK OVERFLOW: Der Speicher fuer Funktionsaufrufe ist voll - oft durch Rekursion.";""
"Was ist Refactoring?";"Fabrik";"Code verbessern ohne Funktion zu aendern";"Neu schreiben";"Loeschen";"B";"4";"13";"15";"best_practices";"REFACTORING verbessert die Code-Struktur ohne das Verhalten zu aendern.";""
"Was ist Code Review?";"Buchkritik";"Kollegen pruefen den Code";"Testing";"Debugging";"B";"4";"12";"14";"best_practices";"CODE REVIEW: Andere Entwickler pruefen deinen Code und geben Feedback.";""
"Was ist Pair Programming?";"Doppelt programmieren";"Zwei Entwickler an einem Computer";"Alleine programmieren";"Teammeeting";"B";"4";"12";"14";"best_practices";"PAIR PROGRAMMING: Zwei Entwickler arbeiten gemeinsam an einem Code.";""
"Was ist ein Algorithmus zur Sortierung?";"Aufraeum-Roboter";"Methode um Daten zu ordnen";"Suche";"Loeschen";"B";"3";"10";"12";"algorithmen";"SORTIERALGORITHMEN ordnen Daten - z.B. Zahlen von klein nach gross.";""
"Was ist Bubble Sort?";"Seifenblasen";"Einfacher Sortieralgorithmus";"Schnellster Algorithmus";"Suchalgorithmus";"B";"4";"12";"14";"algorithmen";"BUBBLE SORT vergleicht Nachbarn und tauscht sie - einfach aber langsam.";""
"Was ist binaere Suche?";"Suche mit 0 und 1";"Effiziente Suche in sortierter Liste";"Lineare Suche";"Zufaellige Suche";"B";"4";"12";"14";"algorithmen";"BINAERE SUCHE halbiert die Liste bei jedem Schritt - sehr schnell!";""
"Was ist die Laufzeit eines Algorithmus?";"Joggen";"Wie lange ein Algorithmus braucht";"Startzeit";"Endzeit";"B";"4";"13";"15";"algorithmen";"Die LAUFZEIT sagt wie schnell ein Algorithmus bei verschiedenen Datenmengen ist.";""
"Was ist O-Notation Big O?";"Ein Buchstabe";"Beschreibt Algorithmus-Effizienz";"Ein Fehler";"Ein Befehl";"B";"5";"14";"17";"algorithmen";"BIG O beschreibt wie die Laufzeit mit der Datenmenge waechst.";""
"Was ist ein Pointer?";"Zeiger";"Variable die auf Speicheradresse zeigt";"Pfeil";"Maus";"B";"5";"14";"17";"konzepte";"Ein POINTER zeigt auf eine Stelle im Speicher - wichtig in C und C++.";""
"Was ist Memory Leak?";"Wasserleck";"Nicht freigegebener Speicher";"Backup";"Cache";"B";"5";"14";"17";"fehler";"MEMORY LEAK: Speicher wird belegt aber nie freigegeben - fuehrt zu Problemen.";""
"Was ist ein Container Docker?";"Schiffscontainer";"Isolierte Umgebung fuer Programme";"Ein Server";"Ein Browser";"B";"5";"15";"18";"werkzeuge";"DOCKER Container sind isolierte Umgebungen um Programme ueberall gleich laufen zu lassen.";""
