frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was ist die Mehrzahl von 'dog'?";"dogs";"doges";"dogies";"dog";"A";"2";"7";"9";"plural";"Dogs = Hunde. Einfach +s anhängen.";""
"Was ist die Mehrzahl von 'child'?";"childs";"childes";"children";"child";"C";"2";"8";"10";"plural";"Children = Kinder. Unregelmäßige Mehrzahl!";""
"Was ist die Mehrzahl von 'mouse'?";"mouses";"mousies";"mice";"mouse";"C";"2";"8";"10";"plural";"Mice = Mäuse. Unregelmäßige Mehrzahl!";""
"Was ist die Vergangenheit von 'go'?";"goed";"goes";"went";"gone";"C";"2";"8";"10";"verben";"Went = ging. Go ist unregelmäßig: go-went-gone.";""
"Was ist die Vergangenheit von 'eat'?";"eated";"ate";"eaten";"eating";"B";"2";"8";"10";"verben";"Ate = aß. Eat ist unregelmäßig: eat-ate-eaten.";""
"Was ist die Vergangenheit von 'play'?";"plaied";"plays";"played";"playing";"C";"2";"8";"10";"verben";"Played = spielte. Bei regelmäßigen Verben: +ed.";""
"Ergänze: He ___ to school every day.";"go";"going";"goes";"went";"C";"2";"8";"10";"grammatik";"He GOES. Bei he/she/it: Verb + s im Simple Present.";""
"Ergänze: She ___ TV now.";"watch";"watches";"is watching";"watched";"C";"3";"9";"11";"grammatik";"Is watching = Present Progressive. Sie schaut JETZT gerade.";""
"Wie fragt man 'Wie geht es dir?'?";"How old are you?";"How are you?";"Where are you?";"Who are you?";"B";"2";"7";"9";"fragen";"How are you? = Wie geht es dir? Antwort: I'm fine.";""
"Wie fragt man 'Wie alt bist du?'?";"How old are you?";"How are you?";"Where are you?";"Who are you?";"A";"2";"7";"9";"fragen";"How old are you? = Wie alt bist du? Antwort: I am ... years old.";""
"Was bedeutet 'What is your name?'?";"Wie alt bist du?";"Wie geht es dir?";"Wie heißt du?";"Wo wohnst du?";"C";"2";"7";"9";"fragen";"What is your name? = Wie heißt du?";""
"Was ist das Gegenteil von 'big'?";"large";"small";"tall";"wide";"B";"2";"8";"10";"adjektive";"Big (groß) ↔ Small (klein).";""
"Was ist das Gegenteil von 'hot'?";"warm";"cool";"cold";"wet";"C";"2";"8";"10";"adjektive";"Hot (heiß) ↔ Cold (kalt).";""
"Was ist das Gegenteil von 'fast'?";"quick";"rapid";"slow";"speedy";"C";"2";"8";"10";"adjektive";"Fast (schnell) ↔ Slow (langsam).";""
"Ergänze: This is ___ interesting book.";"a";"an";"the";"–";"B";"2";"8";"10";"artikel";"AN interesting book. 'Interesting' beginnt mit Vokalklang.";""
"Was heißt 'Montag' auf Englisch?";"Sunday";"Monday";"Tuesday";"Saturday";"B";"2";"8";"10";"wochentage";"Montag = MONDAY. Der erste Werktag.";""
"Was heißt 'Freitag' auf Englisch?";"Thursday";"Friday";"Saturday";"Sunday";"B";"2";"8";"10";"wochentage";"Freitag = FRIDAY. TGIF - Thank God It's Friday!";""
"In welchem Monat ist Weihnachten?";"November";"December";"January";"February";"B";"2";"8";"10";"monate";"Weihnachten ist im DECEMBER (Dezember).";""
"Was bedeutet 'because'?";"obwohl";"weil";"aber";"und";"B";"3";"9";"11";"konjunktionen";"Because = weil. I'm happy because it's Friday.";""
"Was bedeutet 'although'?";"obwohl";"weil";"aber";"und";"A";"3";"10";"12";"konjunktionen";"Although = obwohl. Although it's raining, I go outside.";""
"Ergänze: I have ___ been to London.";"ever";"never";"already";"yet";"B";"3";"10";"12";"grammatik";"Never = niemals. Ich war noch NIE in London.";""
"Ergänze: Have you ___ eaten sushi?";"ever";"never";"already";"yet";"A";"3";"10";"12";"grammatik";"Ever = jemals. Hast du JEMALS Sushi gegessen?";""
"Was ist das Present Perfect von 'write'?";"writed";"wrote";"have written";"writing";"C";"3";"10";"12";"zeitformen";"Have written = habe geschrieben. Present Perfect!";""
"Wann benutzt man das Present Perfect?";"Für abgeschlossene Vergangenheit";"Für Vergangenheit mit Bezug zur Gegenwart";"Für Zukunft";"Für Gegenwart";"B";"3";"11";"13";"zeitformen";"Present Perfect: Vergangenheit mit BEZUG ZUR GEGENWART.";""
"Ergänze: If I ___ rich, I would travel.";"am";"was";"were";"be";"C";"4";"12";"14";"conditional";"If I WERE (Konjunktiv II). Irrealer Wunsch.";""
"Was drückt 'would' aus?";"Gegenwart";"Vergangenheit";"Möglichkeit/Höflichkeit";"Zukunft";"C";"4";"11";"13";"modalverben";"Would = würde. Drückt MÖGLICHKEIT oder HÖFLICHKEIT aus.";""
"Was bedeutet 'must'?";"können";"müssen";"dürfen";"sollen";"B";"3";"9";"11";"modalverben";"Must = müssen. I must go now.";""
"Was bedeutet 'may'?";"müssen";"können";"dürfen";"sollen";"C";"3";"10";"12";"modalverben";"May = dürfen. May I go to the toilet?";""
"Was ist der Unterschied zwischen 'make' und 'do'?";"Kein Unterschied";"make = herstellen, do = allgemein tun";"make = tun, do = herstellen";"make = Vergangenheit von do";"B";"3";"11";"13";"vokabeln";"Make = etwas HERSTELLEN (make a cake), Do = allgemein TUN (do homework).";""
"Ergänze: I'm looking forward ___ seeing you.";"at";"for";"to";"on";"C";"3";"11";"13";"praepositionen";"Look forward TO + -ing. Ich freue mich darauf.";""
"Ergänze: She is interested ___ music.";"at";"for";"in";"on";"C";"3";"10";"12";"praepositionen";"Interested IN = interessiert an.";""
"Ergänze: He is good ___ sports.";"at";"for";"in";"on";"A";"3";"10";"12";"praepositionen";"Good AT = gut in. He is good at sports.";""
"Was ist ein 'phrasal verb'?";"Ein Hilfsverb";"Verb + Partikel mit neuer Bedeutung";"Ein unregelmäßiges Verb";"Ein Modalverb";"B";"4";"12";"14";"phrasal_verbs";"Phrasal verb = VERB + PARTIKEL mit neuer Bedeutung: give up = aufgeben.";""
"Was bedeutet 'give up'?";"geben";"aufgeben";"weitergeben";"zurückgeben";"B";"3";"10";"12";"phrasal_verbs";"Give up = AUFGEBEN. Don't give up!";""
"Was bedeutet 'look after'?";"suchen";"anschauen";"sich kümmern um";"nachschauen";"C";"3";"10";"12";"phrasal_verbs";"Look after = sich KÜMMERN UM. Look after your sister!";""
"Was bedeutet 'break down'?";"zusammenbrechen/kaputtgehen";"einbrechen";"ausbrechen";"aufbrechen";"A";"3";"11";"13";"phrasal_verbs";"Break down = ZUSAMMENBRECHEN/kaputtgehen. The car broke down.";""
"Welcher Satz ist im Passiv?";"He writes a book";"The book is written";"He is writing";"They write books";"B";"4";"12";"14";"passiv";"The book IS WRITTEN = Passiv. Das Buch wird geschrieben.";""
"Wie bildet man das Passiv?";"have + Partizip";"be + Partizip";"do + Infinitiv";"will + Partizip";"B";"4";"12";"14";"passiv";"Passiv = BE + PARTIZIP II. The cake was eaten.";""
"Was ist 'reported speech'?";"Direkte Rede";"Indirekte Rede";"Frage";"Aufforderung";"B";"4";"13";"15";"reported_speech";"Reported speech = INDIREKTE REDE. He said that he was tired.";""
"Wie ändert sich 'will' in der indirekten Rede?";"would";"will";"shall";"should";"A";"4";"13";"15";"reported_speech";"Will → WOULD. He said he would come.";""
"Was ist ein 'relative clause'?";"Hauptsatz";"Relativsatz";"Konditionalsatz";"Temporalsatz";"B";"4";"12";"14";"relative_clauses";"Relative clause = RELATIVSATZ. The man who is tall...";""
"Welches Relativpronomen für Personen?";"which";"who";"what";"where";"B";"3";"11";"13";"relative_clauses";"WHO für Personen. The girl who is singing...";""
"Welches Relativpronomen für Dinge?";"who";"which";"whom";"where";"B";"3";"11";"13";"relative_clauses";"WHICH für Dinge. The book which I read...";""
"Was bedeutet 'however'?";"aber/jedoch";"weil";"wenn";"obwohl";"A";"4";"13";"15";"konjunktionen";"However = ABER/JEDOCH. I'm tired. However, I'll come.";""
"Was bedeutet 'therefore'?";"aber";"deshalb";"obwohl";"wenn";"B";"4";"13";"15";"konjunktionen";"Therefore = DESHALB. It's late, therefore I must go.";""
"Was ist der Unterschied zwischen 'since' und 'for'?";"Kein Unterschied";"since = Zeitpunkt, for = Zeitraum";"since = Zeitraum, for = Zeitpunkt";"since = weil, for = für";"B";"4";"12";"14";"praepositionen";"Since = ZEITPUNKT (since 2020), For = ZEITRAUM (for 3 years).";""
"Ergänze: I have lived here ___ 2015.";"for";"since";"from";"during";"B";"4";"12";"14";"praepositionen";"SINCE 2015 (Zeitpunkt). Since = seit einem bestimmten Zeitpunkt.";""
"Ergänze: I have lived here ___ five years.";"for";"since";"from";"during";"A";"4";"12";"14";"praepositionen";"FOR five years (Zeitraum). For = seit einer Zeitspanne.";""
"Was ist ein 'gerund'?";"Infinitiv";"Verb als Nomen (-ing)";"Partizip";"Modalverb";"B";"4";"13";"15";"gerund";"Gerund = VERB ALS NOMEN mit -ing. Swimming is fun.";""
"Nach welchem Verb steht das Gerund?";"want";"enjoy";"decide";"hope";"B";"4";"13";"15";"gerund";"Nach ENJOY steht Gerund: I enjoy swimming.";""
"Nach welchem Verb steht der Infinitiv?";"enjoy";"avoid";"want";"finish";"C";"4";"13";"15";"infinitiv";"Nach WANT steht Infinitiv: I want to go.";""
"Was bedeutet 'unless'?";"wenn";"wenn nicht / es sei denn";"obwohl";"weil";"B";"4";"13";"15";"konjunktionen";"Unless = WENN NICHT / ES SEI DENN. Unless you hurry, you'll be late.";""
"Was ist das Third Conditional?";"If + Present, will + Infinitiv";"If + Past, would + Infinitiv";"If + Past Perfect, would have + Partizip";"If + Present Perfect, would + Infinitiv";"C";"5";"14";"17";"conditional";"Third Conditional: If + PAST PERFECT, would have + Partizip. Irrealer Vergangenheit.";""
"Ergänze: If I had studied, I ___ the test.";"would pass";"would have passed";"will pass";"had passed";"B";"5";"14";"17";"conditional";"WOULD HAVE PASSED. Third Conditional für irreale Vergangenheit.";""
"Was bedeutet 'ought to'?";"müssen";"können";"sollte";"dürfen";"C";"4";"14";"16";"modalverben";"Ought to = SOLLTE. You ought to study more.";""
"Was ist der Unterschied 'say' vs 'tell'?";"Kein Unterschied";"say + direkte Rede, tell + Person";"say + Person, tell + direkte Rede";"say = Vergangenheit von tell";"B";"4";"12";"14";"vokabeln";"Say + DIREKTE REDE, Tell + PERSON. He said hello. He told me the truth.";""
"Was ist ein 'false friend'?";"Ein unechter Freund";"Ein Wort, das ähnlich aussieht aber anders bedeutet";"Ein Fremdwort";"Ein Lehnwort";"B";"4";"12";"14";"vokabeln";"False friend = ÄHNLICHES WORT mit anderer Bedeutung: gift ≠ Gift!";""
"Was bedeutet 'actually'?";"aktuell";"tatsächlich/eigentlich";"wirklich";"derzeit";"B";"4";"12";"14";"false_friends";"Actually = TATSÄCHLICH. Nicht 'aktuell' (= currently)!";""
"Was bedeutet 'eventually'?";"eventuell";"schließlich";"möglicherweise";"vielleicht";"B";"4";"13";"15";"false_friends";"Eventually = SCHLIESSLICH. Nicht 'eventuell' (= possibly)!";""
"Was bedeutet 'become'?";"bekommen";"werden";"kommen";"erhalten";"B";"3";"10";"12";"false_friends";"Become = WERDEN. Nicht 'bekommen' (= get/receive)!";""
"Was ist 'British English' vs 'American English' bei 'colour'?";"colour = BrE, color = AmE";"color = BrE, colour = AmE";"Kein Unterschied";"Beide falsch";"A";"4";"12";"14";"varietaeten";"COLOUR = British, COLOR = American. Unterschiedliche Schreibweisen.";""
"Was heißt 'apartment' im British English?";"apartment";"flat";"room";"house";"B";"4";"12";"14";"varietaeten";"Apartment (AmE) = FLAT (BrE). Beides = Wohnung.";""
"Was heißt 'elevator' im British English?";"elevator";"lift";"stairs";"escalator";"B";"4";"12";"14";"varietaeten";"Elevator (AmE) = LIFT (BrE). Beides = Aufzug.";""
"Was ist das Past Perfect?";"Had + Partizip II";"Have + Partizip II";"Was + Infinitiv";"Did + Infinitiv";"A";"4";"13";"15";"zeitformen";"Past Perfect = HAD + PARTIZIP II. Vorvergangenheit.";""
"Wann benutzt man das Past Perfect?";"Für Gegenwart";"Für Handlung vor einer anderen Vergangenheit";"Für Zukunft";"Für Gewohnheiten";"B";"4";"13";"15";"zeitformen";"Past Perfect: Handlung VOR einer anderen vergangenen Handlung.";""
"Was bedeutet 'used to'?";"benutzt";"früher regelmäßig getan";"gewöhnt an";"verwendet für";"B";"4";"12";"14";"grammatik";"Used to = FRÜHER regelmäßig getan. I used to play football.";""
"Was ist der Unterschied 'used to' vs 'be used to'?";"Kein Unterschied";"used to = Vergangenheit, be used to = gewöhnt sein";"used to = gewöhnt sein, be used to = Vergangenheit";"Beide = Vergangenheit";"B";"5";"14";"17";"grammatik";"Used to = VERGANGENHEIT, Be used to = GEWÖHNT SEIN.";""
