frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Wie heißt der rote Planet?";"Venus";"Mars";"Jupiter";"Saturn";"B";"2";"7";"9";"astronomie";"Der MARS ist rot wegen Eisenoxid (Rost) auf seiner Oberfläche.";""
"Wie viele Planeten hat unser Sonnensystem?";"7";"8";"9";"10";"B";"2";"7";"9";"astronomie";"Unser Sonnensystem hat 8 PLANETEN. Pluto ist ein Zwergplanet.";""
"Was ist der größte Planet im Sonnensystem?";"Saturn";"Jupiter";"Uranus";"Neptun";"B";"2";"7";"9";"astronomie";"JUPITER ist der größte. Er ist ein Gasriese.";""
"Was ist Schwerkraft?";"Die Kraft, die uns nach oben zieht";"Die Kraft, die uns zur Erde zieht";"Die Kraft des Windes";"Die Kraft des Wassers";"B";"2";"7";"9";"physik";"SCHWERKRAFT zieht alles zur Erde. Deshalb fallen Dinge runter.";""
"Warum ist der Himmel blau?";"Wegen der Sonne";"Wegen des Meeres";"Wegen der Streuung des Lichts";"Wegen der Wolken";"C";"3";"8";"10";"physik";"Blaues Licht wird stärker GESTREUT als anderes Licht.";""
"Wie entsteht ein Regenbogen?";"Durch Wind";"Durch Lichtbrechung in Wassertropfen";"Durch Wolken";"Durch die Sonne allein";"B";"3";"8";"10";"physik";"Licht bricht sich in WASSERTROPFEN und teilt sich in Farben.";""
"Was ist der Aggregatzustand von Eis?";"flüssig";"gasförmig";"fest";"plasma";"C";"2";"7";"9";"physik";"Eis ist der FESTE Zustand von Wasser.";""
"Bei wie viel Grad Celsius gefriert Wasser?";"100°C";"50°C";"0°C";"-10°C";"C";"2";"7";"9";"physik";"Wasser gefriert bei 0°C (null Grad Celsius).";""
"Bei wie viel Grad Celsius kocht Wasser?";"0°C";"50°C";"100°C";"200°C";"C";"2";"7";"9";"physik";"Wasser kocht bei 100°C (hundert Grad Celsius).";""
"Was ist Photosynthese?";"Wenn Tiere atmen";"Wenn Pflanzen aus Licht Nahrung machen";"Wenn es regnet";"Wenn die Sonne scheint";"B";"3";"8";"10";"biologie";"PHOTOSYNTHESE: Pflanzen machen aus Licht, Wasser und CO₂ Zucker und Sauerstoff.";""
"Was produzieren Pflanzen bei der Photosynthese?";"Kohlendioxid";"Sauerstoff und Zucker";"Stickstoff";"Wasserstoff";"B";"3";"8";"10";"biologie";"Pflanzen produzieren SAUERSTOFF und ZUCKER (Glukose).";""
"Woraus besteht die Luft hauptsächlich?";"Sauerstoff";"Stickstoff";"Kohlendioxid";"Wasserstoff";"B";"3";"9";"11";"chemie";"Luft besteht zu 78% aus STICKSTOFF und 21% Sauerstoff.";""
"Was ist ein Elektron?";"Ein positiv geladenes Teilchen";"Ein negativ geladenes Teilchen";"Ein neutrales Teilchen";"Ein Atom";"B";"3";"10";"12";"physik";"ELEKTRONEN sind NEGATIV geladen und umkreisen den Atomkern.";""
"Was ist ein Proton?";"Negativ geladen";"Positiv geladen";"Neutral";"Nicht im Atom";"B";"3";"10";"12";"physik";"PROTONEN sind POSITIV geladen und im Atomkern.";""
"Was ist ein Neutron?";"Negativ geladen";"Positiv geladen";"Neutral";"Außerhalb des Atoms";"C";"3";"10";"12";"physik";"NEUTRONEN sind NEUTRAL (ungeladen) und im Atomkern.";""
"Was ist der Atomkern?";"Der äußere Teil";"Das Zentrum mit Protonen und Neutronen";"Die Elektronenhülle";"Ein einzelnes Elektron";"B";"3";"10";"12";"physik";"Der ATOMKERN ist das Zentrum mit Protonen und Neutronen.";""
"Was ist ein Molekül?";"Ein einzelnes Atom";"Zwei oder mehr verbundene Atome";"Ein Elektron";"Ein Neutron";"B";"3";"10";"12";"chemie";"Ein MOLEKÜL besteht aus zwei oder mehr verbundenen Atomen.";""
"Was ist die DNA?";"Ein Vitamin";"Ein Hormon";"Die Erbinformation";"Ein Protein";"C";"3";"10";"12";"biologie";"DNA = Desoxyribonukleinsäure. Sie trägt die ERBINFORMATION.";""
"Wo befindet sich die DNA in der Zelle?";"Im Zellplasma";"Im Zellkern";"In der Zellwand";"Außerhalb der Zelle";"B";"3";"10";"12";"biologie";"Die DNA ist im ZELLKERN (Nukleus).";""
"Was ist eine Zelle?";"Das größte Lebewesen";"Der kleinste Baustein des Lebens";"Ein Organ";"Ein Knochen";"B";"3";"9";"11";"biologie";"Die ZELLE ist der kleinste Baustein aller Lebewesen.";""
"Was ist der Unterschied zwischen Tier- und Pflanzenzelle?";"Kein Unterschied";"Pflanzenzellen haben Zellwand und Chloroplasten";"Tierzellen haben Zellwand";"Pflanzenzellen haben keinen Kern";"B";"3";"10";"12";"biologie";"Pflanzenzellen haben ZELLWAND und CHLOROPLASTEN (für Photosynthese).";""
"Was sind Chromosomen?";"Kleine Organe";"Träger der Erbinformation im Zellkern";"Blutgefäße";"Nervenzellen";"B";"4";"11";"13";"biologie";"CHROMOSOMEN tragen die DNA und damit die Erbinformation.";""
"Wie viele Chromosomen hat ein Mensch?";"23";"46";"48";"64";"B";"4";"11";"13";"biologie";"Menschen haben 46 CHROMOSOMEN (23 Paare).";""
"Was ist Mitose?";"Zelltod";"Zellteilung";"Zellwachstum";"Zellverbindung";"B";"4";"12";"14";"biologie";"MITOSE ist die Zellteilung, bei der zwei identische Zellen entstehen.";""
"Was ist Evolution?";"Schöpfung";"Entwicklung der Arten über Zeit";"Aussterben";"Klimawandel";"B";"4";"11";"13";"biologie";"EVOLUTION = Entwicklung und Veränderung der Arten über Millionen Jahre.";""
"Wer entwickelte die Evolutionstheorie?";"Newton";"Einstein";"Darwin";"Galileo";"C";"3";"10";"12";"wissenschaftsgeschichte";"Charles DARWIN entwickelte die Evolutionstheorie.";""
"Was ist natürliche Selektion?";"Künstliche Zucht";"Überleben der am besten Angepassten";"Zufällige Auswahl";"Menschliche Selektion";"B";"4";"12";"14";"biologie";"NATÜRLICHE SELEKTION: Die am besten Angepassten überleben und vermehren sich.";""
"Was ist ein Ökosystem?";"Ein einzelnes Tier";"Lebensraum mit allen Lebewesen und Umweltfaktoren";"Ein Kontinent";"Eine Stadt";"B";"3";"9";"11";"oekologie";"ÖKOSYSTEM = Lebensraum + Lebewesen + Umweltfaktoren.";""
"Was ist eine Nahrungskette?";"Eine Supermarktkette";"Wer frisst wen in der Natur";"Eine Restaurantkette";"Ein Rezept";"B";"3";"8";"10";"oekologie";"NAHRUNGSKETTE zeigt, wer wen frisst: Pflanze → Pflanzenfresser → Fleischfresser.";""
"Was ist ein Produzent in der Nahrungskette?";"Ein Tier";"Eine Pflanze";"Ein Pilz";"Ein Bakterium";"B";"3";"9";"11";"oekologie";"PRODUZENTEN sind Pflanzen. Sie produzieren Nahrung durch Photosynthese.";""
"Was ist ein Konsument?";"Ein Erzeuger";"Ein Verbraucher (Tier)";"Eine Pflanze";"Ein Stein";"B";"3";"9";"11";"oekologie";"KONSUMENTEN sind Verbraucher (Tiere), die Pflanzen oder andere Tiere fressen.";""
"Was ist ein Destruent?";"Ein Produzent";"Ein Zersetzer";"Ein Räuber";"Ein Pflanzenfresser";"B";"3";"10";"12";"oekologie";"DESTRUENTEN (Zersetzer) sind Pilze und Bakterien, die totes Material abbauen.";""
"Was ist der Treibhauseffekt?";"Pflanzen im Gewächshaus";"Erwärmung durch Gase in der Atmosphäre";"Abkühlung der Erde";"Vulkanausbruch";"B";"3";"10";"12";"oekologie";"TREIBHAUSEFFEKT: Gase halten Wärme in der Atmosphäre wie ein Gewächshaus.";""
"Welches Gas ist hauptverantwortlich für den Klimawandel?";"Sauerstoff";"Stickstoff";"Kohlendioxid";"Helium";"C";"3";"10";"12";"oekologie";"CO₂ (KOHLENDIOXID) ist das wichtigste Treibhausgas.";""
"Was ist Ozon?";"O₂";"O₃";"CO₂";"H₂O";"B";"4";"11";"13";"chemie";"OZON = O₃ (drei Sauerstoffatome). Die Ozonschicht schützt vor UV-Strahlung.";""
"Was ist eine chemische Reaktion?";"Physikalische Veränderung";"Umwandlung von Stoffen in neue Stoffe";"Änderung der Temperatur";"Änderung des Aggregatzustands";"B";"3";"10";"12";"chemie";"CHEMISCHE REAKTION: Stoffe werden zu NEUEN Stoffen umgewandelt.";""
"Was ist ein Katalysator?";"Ein Stoff, der Reaktionen verhindert";"Ein Stoff, der Reaktionen beschleunigt ohne verbraucht zu werden";"Ein Endprodukt";"Ein Reaktionspartner";"B";"4";"12";"14";"chemie";"KATALYSATOR beschleunigt Reaktionen, ohne selbst verbraucht zu werden.";""
"Was ist eine Säure?";"pH > 7";"pH < 7";"pH = 7";"pH = 14";"B";"4";"11";"13";"chemie";"SÄUREN haben pH < 7. Je niedriger, desto saurer.";""
"Was ist eine Base (Lauge)?";"pH < 7";"pH > 7";"pH = 7";"pH = 0";"B";"4";"11";"13";"chemie";"BASEN haben pH > 7. Je höher, desto basischer.";""
"Was ist neutral (weder sauer noch basisch)?";"pH 0";"pH 7";"pH 14";"pH 1";"B";"4";"11";"13";"chemie";"pH 7 ist NEUTRAL. Reines Wasser hat pH 7.";""
"Was ist die Einheit der elektrischen Stromstärke?";"Volt";"Watt";"Ohm";"Ampere";"D";"4";"11";"13";"physik";"Stromstärke wird in AMPERE (A) gemessen.";""
"Was ist die Einheit der elektrischen Spannung?";"Ampere";"Volt";"Watt";"Ohm";"B";"4";"11";"13";"physik";"Spannung wird in VOLT (V) gemessen.";""
"Was ist die Einheit des elektrischen Widerstands?";"Volt";"Ampere";"Ohm";"Watt";"C";"4";"11";"13";"physik";"Widerstand wird in OHM (Ω) gemessen.";""
"Was besagt das Ohmsche Gesetz?";"U = R × I";"U = R / I";"U = R + I";"U = R - I";"A";"4";"12";"14";"physik";"U = R × I (Spannung = Widerstand × Stromstärke).";""
"Was ist Energie?";"Nur Bewegung";"Die Fähigkeit, Arbeit zu verrichten";"Nur Wärme";"Nur Licht";"B";"3";"10";"12";"physik";"ENERGIE ist die Fähigkeit, Arbeit zu verrichten.";""
"Was ist kinetische Energie?";"Lageenergie";"Bewegungsenergie";"Wärmeenergie";"Chemische Energie";"B";"4";"11";"13";"physik";"KINETISCHE ENERGIE = Bewegungsenergie.";""
"Was ist potentielle Energie?";"Bewegungsenergie";"Lageenergie";"Wärmeenergie";"Lichtenergie";"B";"4";"11";"13";"physik";"POTENTIELLE ENERGIE = Lageenergie (z.B. Ball auf einem Berg).";""
"Was besagt der Energieerhaltungssatz?";"Energie kann erzeugt werden";"Energie kann vernichtet werden";"Energie kann nur umgewandelt werden";"Energie bleibt immer gleich warm";"C";"4";"12";"14";"physik";"Energie kann nur UMGEWANDELT, nicht erzeugt oder vernichtet werden.";""
"Was ist die Einheit der Kraft?";"Joule";"Watt";"Newton";"Ampere";"C";"4";"11";"13";"physik";"Kraft wird in NEWTON (N) gemessen.";""
"Was ist die Formel für Kraft?";"F = m + a";"F = m × a";"F = m / a";"F = m - a";"B";"4";"12";"14";"physik";"F = m × a (Kraft = Masse × Beschleunigung). Newtons 2. Gesetz.";""
"Was ist Newtons 3. Gesetz?";"Trägheitsgesetz";"F = m × a";"Actio = Reactio";"Energieerhaltung";"C";"4";"12";"14";"physik";"ACTIO = REACTIO: Jede Kraft hat eine gleichgroße Gegenkraft.";""
"Was ist Schall?";"Lichtwellen";"Schwingungen, die sich durch ein Medium ausbreiten";"Elektrische Impulse";"Magnetische Wellen";"B";"3";"10";"12";"physik";"SCHALL sind Schwingungen (Druckwellen), die sich durch Luft, Wasser usw. ausbreiten.";""
"Wie schnell ist Schall in Luft?";"100 m/s";"343 m/s";"1000 m/s";"300.000 km/s";"B";"4";"12";"14";"physik";"Schallgeschwindigkeit in Luft: ca. 343 m/s (bei 20°C).";""
"Was ist Lichtgeschwindigkeit?";"343 m/s";"1000 km/h";"300.000 km/s";"1.000.000 m/s";"C";"4";"12";"14";"physik";"Lichtgeschwindigkeit: ca. 300.000 km/s (oder 3×10⁸ m/s).";""
"Was ist elektromagnetische Strahlung?";"Nur sichtbares Licht";"Wellen aus elektrischen und magnetischen Feldern";"Nur Wärme";"Nur Radiowellen";"B";"4";"13";"15";"physik";"EM-Strahlung = Wellen aus elektrischen und magnetischen Feldern (Licht, Röntgen, UV...).";""
"Was ist das elektromagnetische Spektrum?";"Nur Farben";"Alle Arten von EM-Strahlung geordnet nach Wellenlänge";"Nur UV-Licht";"Nur Infrarot";"B";"4";"13";"15";"physik";"Das EM-Spektrum umfasst alle EM-Strahlung: Radio, Mikrowellen, Infrarot, Licht, UV, Röntgen, Gamma.";""
"Was ist ein schwarzes Loch?";"Ein dunkler Raum";"Ein Objekt mit so starker Gravitation, dass nichts entkommt";"Ein Planet";"Ein Stern";"B";"4";"12";"14";"astronomie";"SCHWARZES LOCH: Extrem starke Gravitation, selbst Licht kann nicht entkommen.";""
"Was ist ein Neutronenstern?";"Ein junger Stern";"Der extrem dichte Überrest eines explodierten Sterns";"Ein schwarzes Loch";"Ein Planet";"B";"5";"14";"17";"astronomie";"NEUTRONENSTERN: Sehr dichter Überrest nach einer Supernova.";""
"Was ist eine Supernova?";"Ein neuer Stern";"Die Explosion eines massereichen Sterns";"Ein Planet";"Ein Komet";"B";"4";"13";"15";"astronomie";"SUPERNOVA: Gewaltige Explosion am Ende eines massereichen Sterns.";""
"Was ist die Milchstraße?";"Ein Getränk";"Unsere Galaxie";"Ein Planet";"Ein Komet";"B";"3";"9";"11";"astronomie";"Die MILCHSTRASSE ist unsere Galaxie mit ca. 200 Milliarden Sternen.";""
"Was ist ein Lichtjahr?";"Eine Zeiteinheit";"Die Strecke, die Licht in einem Jahr zurücklegt";"Ein Jahr auf einem anderen Planeten";"Die Geschwindigkeit des Lichts";"B";"4";"11";"13";"astronomie";"LICHTJAHR = ca. 9,5 Billionen km (Strecke, die Licht in einem Jahr zurücklegt).";""
"Was ist Kernfusion?";"Spaltung von Atomkernen";"Verschmelzung von Atomkernen";"Chemische Reaktion";"Verbrennung";"B";"5";"14";"17";"physik";"KERNFUSION: Leichte Atomkerne verschmelzen zu schwereren (wie in der Sonne).";""
"Was ist Kernspaltung?";"Verschmelzung von Kernen";"Spaltung schwerer Atomkerne";"Chemische Reaktion";"Verbrennung";"B";"5";"14";"17";"physik";"KERNSPALTUNG: Schwere Atomkerne werden gespalten (z.B. Uran).";""
"Was ist Radioaktivität?";"Radiowellen";"Spontaner Zerfall instabiler Atomkerne";"Röntgenstrahlung";"Mikrowellen";"B";"5";"13";"15";"physik";"RADIOAKTIVITÄT: Instabile Atomkerne zerfallen und senden Strahlung aus.";""
"Welches Element ist das leichteste?";"Helium";"Wasserstoff";"Lithium";"Kohlenstoff";"B";"4";"11";"13";"chemie";"WASSERSTOFF (H) ist das leichteste Element mit nur einem Proton.";""
"Wie viele Elemente gibt es im Periodensystem (natürlich und künstlich)?";"92";"100";"118";"150";"C";"5";"13";"15";"chemie";"Es gibt 118 Elemente im Periodensystem (Stand heute).";""
"Was ist ein Isotop?";"Ein anderes Element";"Variante eines Elements mit unterschiedlicher Neutronenzahl";"Ein Ion";"Ein Molekül";"B";"5";"14";"17";"chemie";"ISOTOPE: Gleiche Protonenzahl, aber unterschiedliche Neutronenzahl.";""
"Was ist ein Ion?";"Ein Atom";"Ein Atom mit elektrischer Ladung";"Ein Molekül";"Ein Elektron";"B";"4";"12";"14";"chemie";"ION: Atom, das Elektronen aufgenommen oder abgegeben hat.";""
"Was ist die Relativitätstheorie?";"Newtons Theorie";"Einsteins Theorie über Raum, Zeit und Gravitation";"Darwins Theorie";"Bohrs Theorie";"B";"5";"15";"21";"physik";"RELATIVITÄTSTHEORIE: Einsteins revolutionäre Theorie über Raum, Zeit und Gravitation.";""
"Was besagt E = mc²?";"Energie ist Masse";"Energie und Masse sind äquivalent";"Licht ist schnell";"Zeit ist relativ";"B";"5";"15";"21";"physik";"E = mc²: ENERGIE und MASSE sind äquivalent. c = Lichtgeschwindigkeit.";""
"Was ist Quantenmechanik?";"Klassische Physik";"Physik der kleinsten Teilchen";"Astronomie";"Chemie";"B";"5";"16";"21";"physik";"QUANTENMECHANIK beschreibt das Verhalten von Atomen und subatomaren Teilchen.";""
"Was ist die Heisenbergsche Unschärferelation?";"Alles ist unscharf";"Man kann Ort und Impuls nicht gleichzeitig genau messen";"Licht ist eine Welle";"Masse ist Energie";"B";"5";"17";"21";"physik";"UNSCHÄRFERELATION: Ort und Impuls eines Teilchens nicht gleichzeitig genau bestimmbar.";""
"Was ist CRISPR?";"Ein Computer";"Eine Genschere zur Genbearbeitung";"Ein Mikroskop";"Ein Teleskop";"B";"5";"16";"21";"biologie";"CRISPR ist eine revolutionäre Technologie zur gezielten GENBEARBEITUNG.";""
