frage;antwort_a;antwort_b;antwort_c;antwort_d;richtig;schwierigkeit;min_alter;max_alter;typ;erklaerung;bild_url
"Was ist Brutto?";"Nach Abzügen";"Vor Abzügen (Steuern, Sozialabgaben)";"Das Netto";"Der Kredit";"B";"3";"10";"12";"einkommen";"BRUTTO ist das Gehalt VOR Abzug von Steuern und Sozialabgaben.";""
"Was ist Netto?";"Vor Abzügen";"Nach Abzügen – das, was man wirklich bekommt";"Das Brutto";"Der Kredit";"B";"3";"10";"12";"einkommen";"NETTO ist das Gehalt NACH Abzug von Steuern – das bekommt man ausgezahlt.";""
"Was sind Steuern?";"Geschenke";"Abgaben an den Staat";"Schulden";"Zinsen";"B";"2";"8";"10";"steuern";"STEUERN sind Geldabgaben an den Staat für öffentliche Aufgaben.";""
"Wofür verwendet der Staat Steuergelder?";"Für sich selbst";"Für Schulen, Straßen, Polizei, Krankenhäuser...";"Für nichts";"Für Banken";"B";"2";"8";"10";"steuern";"STEUERGELDER finanzieren Schulen, Straßen, Polizei, Krankenhäuser und vieles mehr.";""
"Was ist Mehrwertsteuer (MwSt.)?";"Einkommensteuer";"Steuer auf gekaufte Waren und Dienstleistungen";"Vermögenssteuer";"Erbschaftssteuer";"B";"2";"9";"11";"steuern";"MEHRWERTSTEUER zahlt man beim Einkaufen – sie ist im Preis enthalten.";""
"Wie hoch ist die normale MwSt. in Deutschland?";"7%";"19%";"25%";"10%";"B";"3";"10";"12";"steuern";"Die normale MEHRWERTSTEUER in Deutschland beträgt 19%.";""
"Was ist die Einkommensteuer?";"MwSt.";"Steuer auf verdientes Geld";"Hundesteuer";"Kfz-Steuer";"B";"3";"10";"12";"steuern";"EINKOMMENSTEUER zahlt man auf sein Einkommen (Gehalt, Gewinne...).";""
"Was ist eine Steuererklärung?";"Ein Formular zum Beschweren";"Mitteilung ans Finanzamt über Einnahmen und Ausgaben";"Ein Kredit";"Eine Rechnung";"B";"3";"11";"13";"steuern";"In der STEUERERKLÄRUNG teilt man dem Finanzamt seine Finanzen mit.";""
"Was ist das Finanzamt?";"Eine Bank";"Behörde, die Steuern einzieht";"Ein Geschäft";"Eine Versicherung";"B";"3";"10";"12";"institutionen";"Das FINANZAMT ist die Behörde, die Steuern berechnet und einzieht.";""
"Was ist Inflation?";"Deflation";"Geld verliert an Kaufkraft, Preise steigen";"Stabile Preise";"Sinkende Preise";"B";"3";"10";"12";"wirtschaft";"INFLATION: Das Geld wird weniger wert, alles wird teurer.";""
"Was ist Deflation?";"Inflation";"Preise sinken, Geld gewinnt an Wert";"Stabile Preise";"Steigende Preise";"B";"4";"12";"14";"wirtschaft";"DEFLATION: Preise sinken, Geld wird mehr wert. Kann auch problematisch sein.";""
"Was ist eine Aktie?";"Ein Kredit";"Anteil an einem Unternehmen";"Ein Sparkonto";"Eine Versicherung";"B";"3";"10";"12";"investieren";"Eine AKTIE ist ein kleiner Anteil an einem Unternehmen.";""
"Was ist eine Dividende?";"Ein Kredit";"Gewinnausschüttung an Aktionäre";"Eine Steuer";"Ein Gehalt";"B";"4";"12";"14";"investieren";"DIVIDENDE ist der Gewinnanteil, den Aktionäre vom Unternehmen bekommen.";""
"Was ist die Börse?";"Ein Geschäft";"Marktplatz für Wertpapiere wie Aktien";"Eine Bank";"Ein Museum";"B";"3";"10";"12";"investieren";"Die BÖRSE ist der Marktplatz, wo Aktien und andere Wertpapiere gehandelt werden.";""
"Was ist ein ETF?";"Eine Aktie";"Fonds, der einen Index nachbildet";"Eine Bank";"Ein Kredit";"B";"4";"12";"14";"investieren";"Ein ETF ist ein Fonds, der viele Aktien bündelt (z.B. alle DAX-Unternehmen).";""
"Was bedeutet Diversifikation?";"Alles auf eine Karte";"Risiko streuen durch verschiedene Anlagen";"Nur sparen";"Nur ausgeben";"B";"4";"12";"14";"investieren";"DIVERSIFIKATION: Nicht alles in eine Anlage stecken, sondern Risiko verteilen!";""
"Was ist Rendite?";"Verlust";"Gewinn einer Investition in Prozent";"Kosten";"Schulden";"B";"4";"12";"14";"investieren";"RENDITE ist der Gewinn einer Investition, oft in Prozent angegeben.";""
"Was bedeutet Risiko bei Geldanlagen?";"Sicherer Gewinn";"Möglichkeit, Geld zu verlieren";"Garantierte Rendite";"Keine Gefahr";"B";"3";"10";"12";"investieren";"RISIKO: Bei Geldanlagen kann man auch Geld verlieren!";""
"Was ist eine Versicherung?";"Ein Kredit";"Schutz gegen finanzielle Risiken";"Eine Bank";"Ein Geschäft";"B";"2";"9";"11";"versicherung";"Eine VERSICHERUNG schützt vor finanziellen Schäden (z.B. bei Unfall, Krankheit).";""
"Was ist eine Krankenversicherung?";"Autoversicherung";"Versicherung für Arzt- und Krankenhauskosten";"Hausratversicherung";"Rentenversicherung";"B";"2";"9";"11";"versicherung";"Die KRANKENVERSICHERUNG bezahlt Arzt- und Krankenhauskosten.";""
"Was ist Haftpflichtversicherung?";"Krankenversicherung";"Versicherung für Schäden, die man anderen zufügt";"Lebensversicherung";"Autoversicherung";"B";"3";"11";"13";"versicherung";"Die HAFTPFLICHT zahlt, wenn man anderen einen Schaden zufügt.";""
"Was ist Rente?";"Gehalt";"Geld im Alter nach dem Arbeitsleben";"Taschengeld";"Ein Kredit";"B";"2";"9";"11";"altersvorsorge";"RENTE ist Geld, das man im Alter bekommt, wenn man nicht mehr arbeitet.";""
"Was ist die gesetzliche Rentenversicherung?";"Private Rente";"Pflichtversicherung für die Altersrente";"Krankenversicherung";"Arbeitslosenversicherung";"B";"3";"11";"13";"altersvorsorge";"Die GESETZLICHE RENTENVERSICHERUNG ist eine Pflichtversicherung für die Altersrente.";""
"Warum ist private Altersvorsorge wichtig?";"Ist nicht wichtig";"Die gesetzliche Rente reicht oft nicht";"Man bekommt genug";"Der Staat sorgt vor";"B";"4";"12";"14";"altersvorsorge";"PRIVATE VORSORGE ist wichtig, weil die gesetzliche Rente oft nicht ausreicht.";""
"Was ist der Zinseszins?";"Einfacher Zins";"Zinsen auf bereits erhaltene Zinsen";"Steuern";"Gebühren";"B";"4";"12";"14";"sparen";"ZINSESZINS: Man bekommt Zinsen auf die Zinsen – das Geld wächst schneller!";""
"Warum ist früh anfangen zu sparen wichtig?";"Ist egal";"Wegen des Zinseszins-Effekts";"Geld verliert an Wert";"Sparen lohnt nicht";"B";"3";"10";"12";"finanzbildung";"FRÜH ANFANGEN lohnt sich wegen des Zinseszins – das Geld hat mehr Zeit zu wachsen.";""
"Was ist ein Notgroschen?";"Spielgeld";"Rücklage für unerwartete Ausgaben";"Investiertes Geld";"Geliehenes Geld";"B";"2";"9";"11";"planung";"Ein NOTGROSCHEN ist Erspartes für Notfälle (z.B. kaputte Waschmaschine).";""
"Wie viel Notgroschen empfehlen Experten?";"1 Woche Ausgaben";"3-6 Monatsausgaben";"1 Jahr Ausgaben";"Gar nichts";"B";"4";"12";"14";"planung";"Experten empfehlen 3-6 MONATSAUSGABEN als Notgroschen.";""
"Was ist ein Haushaltsplan?";"Ein Bauplan";"Übersicht über Einnahmen und Ausgaben";"Ein Kochrezept";"Ein Stundenplan";"B";"2";"9";"11";"planung";"Ein HAUSHALTSPLAN zeigt, woher das Geld kommt und wofür es ausgegeben wird.";""
"Was bedeutet 'über seine Verhältnisse leben'?";"Sparsam sein";"Mehr ausgeben als man verdient";"Genau richtig ausgeben";"Sehr sparsam sein";"B";"2";"9";"11";"finanzbildung";"Wer ÜBER SEINE VERHÄLTNISSE lebt, gibt mehr aus als er einnimmt – gefährlich!";""
"Was ist Kaufkraft?";"Stärke beim Tragen";"Was man sich für sein Geld kaufen kann";"Ein Muskel";"Eine Eigenschaft";"B";"3";"10";"12";"wirtschaft";"KAUFKRAFT zeigt, wie viel man sich für sein Geld leisten kann.";""
"Was ist ein Dispositionskredit (Dispo)?";"Ein Sparkonto";"Überziehungskredit auf dem Girokonto";"Ein Kredit für Autos";"Ein Baukredit";"B";"4";"12";"14";"kredit";"DISPO: Man kann das Girokonto überziehen – aber mit sehr hohen Zinsen!";""
"Warum ist der Dispo teuer?";"Er ist günstig";"Sehr hohe Zinsen";"Keine Zinsen";"Niedrige Zinsen";"B";"4";"12";"14";"kredit";"Der DISPO hat sehr hohe Zinsen – nur für kurze Notfälle nutzen!";""
"Was ist SCHUFA?";"Eine Bank";"Auskunftei über Kreditwürdigkeit";"Ein Finanzamt";"Eine Versicherung";"B";"4";"13";"15";"kredit";"Die SCHUFA speichert Daten über deine Kreditwürdigkeit (Score).";""
"Was ist ein SCHUFA-Score?";"Ein Spielstand";"Bewertung der Kreditwürdigkeit";"Ein Bankkonto";"Eine Steuer";"B";"4";"13";"15";"kredit";"Der SCHUFA-SCORE zeigt, wie kreditwürdig du bist. Hoher Score = gut.";""
"Was ist passives Einkommen?";"Aktives Arbeiten";"Geld verdienen ohne aktive Arbeit";"Kein Einkommen";"Nur Gehalt";"B";"4";"13";"15";"einkommen";"PASSIVES EINKOMMEN: Geld verdienen ohne aktive Arbeit (z.B. Miete, Dividenden).";""
"Was sind Fixkosten?";"Variable Kosten";"Regelmäßige, gleichbleibende Ausgaben";"Einmalige Kosten";"Keine Kosten";"B";"3";"10";"12";"planung";"FIXKOSTEN sind regelmäßige Ausgaben (Miete, Versicherung, Abos...).";""
"Was sind variable Kosten?";"Fixkosten";"Schwankende Ausgaben";"Keine Kosten";"Regelmäßige Kosten";"B";"3";"10";"12";"planung";"VARIABLE KOSTEN schwanken (z.B. Essen, Kleidung, Freizeit).";""
"Was ist ein Vertrag?";"Ein Geschenk";"Verbindliche Vereinbarung zwischen Parteien";"Ein Brief";"Eine Rechnung";"B";"2";"9";"11";"recht";"Ein VERTRAG ist eine verbindliche Vereinbarung mit Rechten und Pflichten.";""
"Was sollte man vor Vertragsabschluss tun?";"Sofort unterschreiben";"Alles genau lesen und verstehen";"Nichts";"Schnell entscheiden";"B";"2";"9";"11";"finanzbildung";"VOR dem Unterschreiben: Alles GENAU LESEN und verstehen!";""
"Was ist ein Abo-Vertrag?";"Einmalkauf";"Regelmäßige Zahlung für einen Dienst";"Ein Geschenk";"Ein Kredit";"B";"2";"9";"11";"vertraege";"Ein ABO ist ein Vertrag mit regelmäßiger Zahlung (z.B. Streaming, Handy).";""
"Warum sollte man Abos regelmäßig prüfen?";"Ist unnötig";"Um nicht für Ungenutztes zu zahlen";"Abos sind kostenlos";"Abos kündigen sich selbst";"B";"2";"9";"11";"finanzbildung";"ABOS regelmäßig prüfen – oft zahlt man für Dinge, die man nicht nutzt!";""
"Was ist die 50-30-20-Regel?";"Eine Mathe-Formel";"Budget-Regel: 50% Bedarf, 30% Wünsche, 20% Sparen";"Eine Steuerregel";"Eine Zinsregel";"B";"4";"12";"14";"planung";"50-30-20-REGEL: 50% für Notwendiges, 30% für Wünsche, 20% sparen.";""
"Was ist ein Giropay/Online-Banking?";"Bargeld";"Bankgeschäfte über Internet";"Ein Kredit";"Eine Versicherung";"B";"2";"9";"11";"zahlungsverkehr";"ONLINE-BANKING: Bankgeschäfte bequem über Internet erledigen.";""
"Was ist PayPal?";"Eine Bank";"Online-Bezahldienst";"Eine Kreditkarte";"Eine Versicherung";"B";"2";"9";"11";"zahlungsverkehr";"PAYPAL ist ein Dienst zum Bezahlen und Geld senden im Internet.";""
"Was ist ein IBAN?";"Ein Land";"Internationale Kontonummer";"Ein Passwort";"Eine Kreditkarte";"B";"3";"10";"12";"konten";"IBAN ist die internationale Kontonummer für Überweisungen.";""
"Was ist BIC/SWIFT?";"Eine Kontonummer";"Internationale Bankleitzahl";"Ein Passwort";"Eine Kreditkarte";"B";"4";"12";"14";"konten";"BIC/SWIFT identifiziert die Bank international.";""
"Was ist eine Quittung?";"Ein Vertrag";"Beleg für eine Zahlung";"Ein Kredit";"Eine Rechnung";"B";"2";"8";"10";"grundlagen";"Eine QUITTUNG ist ein Beleg, dass man bezahlt hat.";""
"Warum sollte man Quittungen aufbewahren?";"Zum Wegwerfen";"Als Beweis für Kauf und für Garantie/Umtausch";"Aus Spaß";"Ist unnötig";"B";"2";"9";"11";"finanzbildung";"QUITTUNGEN aufbewahren für Garantie, Umtausch und Steuererklärung!";""
"Was ist Verbraucherschutz?";"Schutz für Unternehmen";"Schutz für Käufer vor unfairen Praktiken";"Eine Versicherung";"Eine Steuer";"B";"3";"10";"12";"recht";"VERBRAUCHERSCHUTZ schützt Käufer vor Betrug und unfairen Praktiken.";""
"Was ist Widerruf?";"Bestätigung";"Rücknahme eines Vertrags innerhalb einer Frist";"Ein Kredit";"Eine Zahlung";"B";"3";"11";"13";"recht";"WIDERRUF: Bei Online-Käufen kann man oft 14 Tage lang zurücktreten.";""
"Was ist Bonität?";"Schulden";"Kreditwürdigkeit einer Person";"Einkommen";"Vermögen";"B";"4";"13";"15";"kredit";"BONITÄT zeigt, wie kreditwürdig und zuverlässig jemand ist.";""
"Was ist ein Freistellungsauftrag?";"Ein Arbeitsauftrag";"Antrag, Kapitalerträge steuerfrei zu stellen";"Ein Kredit";"Eine Versicherung";"B";"5";"14";"17";"steuern";"Ein FREISTELLUNGSAUFTRAG: Bis 1.000€ Kapitalerträge/Jahr steuerfrei (Stand 2024).";""
"Was ist Kapitalertragssteuer?";"Einkommensteuer";"Steuer auf Zinsen, Dividenden, Kursgewinne";"Mehrwertsteuer";"Grundsteuer";"B";"5";"14";"17";"steuern";"KAPITALERTRAGSSTEUER wird auf Zinsen, Dividenden und Kursgewinne gezahlt.";""
